rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Positive Regulation Of Stress Fiber Assembly (GO:0051496),4.155483667201026e-06,16.5196433546949,204.6962509645269,ARHGEF10;CARMIL1;LIMK1;APOA1;TGFBR1;ARHGEF5,0.0048577604069579994,0,0,176,pos,GO_Biological_Process_2023
2,Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),1.1486707663805796e-05,13.577319587628866,154.4327783623843,ARHGEF10;CARMIL1;LIMK1;APOA1;TGFBR1;ARHGEF5,0.006713980629494487,0,0,176,pos,GO_Biological_Process_2023
3,Regulation Of Stress Fiber Assembly (GO:0051492),0.00010527343594825417,8.844016136261766,81.00189664605513,ARHGEF10;CARMIL1;LIMK1;APOA1;TGFBR1;ARHGEF5,0.041021548874503044,0,0,176,pos,GO_Biological_Process_2023
