rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,STAT1 human,0.0015493286238675698,6.40084388185654,41.413034821344716,CCR1;HSP90AA1;CEBPE;HMOX1;ICAM1,0.11860154938420474,0,0,50,pos,TRRUST_Transcription_Factors_2019
2,HSF1 human,0.0036027345500000223,10.753444525018129,60.49954695168429,BAG3;HSPA4;FUT4,0.11860154938420474,0,0,50,pos,TRRUST_Transcription_Factors_2019
3,USF1 human,0.004082818057618266,6.603880896620943,36.32773635617284,SCN9A;HMOX1;PTGDS;CTSD,0.11860154938420474,0,0,50,pos,TRRUST_Transcription_Factors_2019
