rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,mTORC1 Signaling,0.004067400402162354,3.684635829149776,20.28300352206346,FADS2;HMGCS1;RPN1;PIK3R3;TMEM97;GLA;FADS1,0.08744910864649062,0,0,112,neg,MSigDB_Hallmark_2020
2,Xenobiotic Metabolism,0.004067400402162354,3.684635829149776,20.28300352206346,JUP;LEAP2;CAT;TMEM97;DHRS1;LPIN2;CES1,0.08744910864649062,0,0,112,neg,MSigDB_Hallmark_2020
3,Cholesterol Homeostasis,0.006473347840390891,5.752186588921282,28.991376259941838,FADS2;HMGCS1;TMEM97;ACAT2,0.09278465237893611,0,0,112,neg,MSigDB_Hallmark_2020
