rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,RHO GTPases Activate CIT R-HSA-5625900,0.0008481701801219675,18.82994923857868,133.17348392535672,MYH11;RNASE1;MYL9,0.18507329302882652,0,0,168,pos,Reactome_2022
2,Azathioprine ADME R-HSA-9748787,0.0011471485105092553,16.736040609137056,113.31096080850561,GSTM1;NUDT15;RNASE1,0.18507329302882652,0,0,168,pos,Reactome_2022
3,RHO GTPases Activate PAKs R-HSA-5627123,0.0011471485105092553,16.736040609137056,113.31096080850561,MYH11;RNASE1;MYL9,0.18507329302882652,0,0,168,pos,Reactome_2022
