rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Complement,0.0508439984704279,2.5779092702169626,7.679574154313181,ERAP2;KCNIP2;NOTCH4;FN1;LGMN,0.8271016270681057,0,0,168,pos,MSigDB_Hallmark_2020
2,IL-2/STAT5 Signaling,0.13924178864627135,2.0518053375196232,4.045223210419924,ETFBKMT;PDCD2L;HOPX;COCH,0.8271016270681057,0,0,168,pos,MSigDB_Hallmark_2020
3,Epithelial Mesenchymal Transition,0.1410458258534753,2.0412328196584757,3.9981023755392973,DAB2;FN1;HTRA1;MYL9,0.8271016270681057,0,0,168,pos,MSigDB_Hallmark_2020
