rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Positive Regulation Of GTPase Activity (GO:0043547),4.3777134102735745e-06,5.629097182288672,69.4573401924686,PREX1;SNX18;CDKL5;NF1;TBC1D14;SMCR8;GMIP;SIPA1L2;C9ORF72;SOS2;PICALM;NDEL1,0.0032007591249767335,0,0,GO_Biological_Process_2023,neg
2,Positive Regulation Of Multicellular Organismal Process (GO:0051240),8.673309072673001e-06,4.234524847428073,49.35448879609857,NCOA1;KDM6B;NCOA2;IL4R;ACSL1;SLC11A1;LILRB2;ACVR1B;SORL1;IGF1R;SDCBP;ZNF516;PLEKHM1;ITGAX;MFN2,0.0032007591249767335,0,0,GO_Biological_Process_2023,neg
3,Protein Modification Process (GO:0036211),9.690465293504732e-06,3.2492105902356085,37.5100831378399,PXK;MTMR3;CDKL5;CTDP1;MAML1;LIMK2;CSNK1D;WWP2;SSH2;STK4;ACVR1B;FBXO11;SRPK1;PTPRE;PPP3R1;PPP4R1;LATS2;PTPRC;MAN2A2;TAOK1;MKNK1,0.0032007591249767335,0,0,GO_Biological_Process_2023,neg
4,Lysosomal Transport (GO:0007041),1.0576601274005523e-05,8.463487972508592,96.96505118034312,PXK;ZFYVE16;KIF13A;PLEKHM1;DENND3;C9ORF72;SORL1;IGF2R,0.0032007591249767335,0,0,GO_Biological_Process_2023,neg
5,Regulation Of GTPase Activity (GO:0043087),1.0806074020853254e-05,5.618552401803633,64.2504063423887,PREX1;FGD4;SNX18;CDKL5;NF1;SMCR8;GMIP;C9ORF72;SOS2;PICALM;NDEL1,0.0032007591249767335,0,0,GO_Biological_Process_2023,neg
6,Establishment Of Vesicle Localization (GO:0051650),2.6604042942935772e-05,28.842565597667637,303.8404891137544,LIMK2;IKBKG;SPG11;DNM2,0.00656676459974798,0,0,GO_Biological_Process_2023,neg
7,Positive Regulation Of Adipose Tissue Development (GO:1904179),3.3473033797170354e-05,75.36548223350253,776.6239908457204,NCOA1;NCOA2;SORL1,0.007081937579087042,0,0,GO_Biological_Process_2023,neg
8,Regulation Of Autophagosome Assembly (GO:2000785),4.7089537616019095e-05,14.47985347985348,144.26943679538044,SNX18;MTMR3;TBC1D14;SMCR8;C9ORF72,0.008717450651165535,0,0,GO_Biological_Process_2023,neg
9,Regulation Of Gene Expression (GO:0010468),6.091839453275259e-05,2.5377869648282125,24.631697810413044,NOTCH2;KMT2D;CALCOCO1;CHD7;MEFV;ACVR1B;TOB1;ITGAX;GPBP1L1;ZNF445;KDM6B;NCOA2;ZNF281;SLC11A1;STAT3;WWP2;DNM2;PTBP3;ADAM19;PTPRC;PRKAR1A;ZNF516;RLIM;HNRNPH2;SMCR8;PICALM,0.010024460255889621,0,0,GO_Biological_Process_2023,neg
10,Positive Regulation Of Hydrolase Activity (GO:0051345),7.198871524237965e-05,5.53961187572499,52.84236424131266,PREX1;SNX18;CDKL5;NF1;SMCR8;C9ORF72;SOS2;PICALM;NDEL1,0.010661528727396426,0,0,GO_Biological_Process_2023,neg
11,Import Into Nucleus (GO:0051170),9.765585329499879e-05,8.974530018192844,82.87135728306936,STAT3;FAM53C;E2F3;NUP153;STK4;KPNA1,0.013148028975444835,0,0,GO_Biological_Process_2023,neg
12,Positive Regulation Of DNA-templated Transcription (GO:0045893),0.00011932925341974287,2.385191664131427,21.546924781043476,KMT2D;NFAT5;CALCOCO1;MAML1;PPP3R1;SBNO2;PLAGL1;NAMPT;EP300;E2F3;TBL1X;IKBKG;RNF111;NCOA1;MEF2A;KDM6B;STAT5B;NCOA2;ZNF281;SLC11A1;STAT3;TET2;DNM2;KLF6;ELF2;ZNF516;PICALM,0.013338631748421136,0,0,GO_Biological_Process_2023,neg
13,Endocytosis (GO:0006897),0.00012411389503939343,5.136125654450262,46.19591098608547,SNX18;SLC11A1;PACSIN2;CSNK1D;C9ORF72;SORL1;IGF2R;PICALM;DNM2,0.013338631748421136,0,0,GO_Biological_Process_2023,neg
14,Protein Ubiquitination (GO:0016567),0.00012609104961370417,3.4731182795698925,31.183414339844003,WSB1;AREL1;PELI2;RNF38;KLHL2;UBE4A;WWP2;MEFV;FBXO11;TRPC4AP;PJA2;HERC3;RLIM;RNF111,0.013338631748421136,0,0,GO_Biological_Process_2023,neg
15,Protein Import Into Nucleus (GO:0006606),0.00014059568000422912,8.357717836463776,74.12980053694949,STAT3;FAM53C;E2F3;NUP153;STK4;KPNA1,0.013881480139084221,0,0,GO_Biological_Process_2023,neg
