rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Mitotic Sister Chromatid Segregation (GO:0000070),4.863121727958596e-17,20.957461892945766,787.2097586919865,SPAG5;CDCA5;PLK1;CDCA8;KIF23;TUBG1;NCAPH;ZWINT;TPX2;CCNB1;KIFC1;PRC1;NUSAP1;PHF13;KIF2C;KMT5A;CEP55;DLGAP5,9.094037631282574e-14,0,0,GO_Biological_Process_2023,pos
2,Mitotic Spindle Organization (GO:0007052),4.988077353735159e-11,17.248907024191197,409.1679727549326,TPX2;CCNB1;KIFC1;PRC1;PLK1;BIRC5;CDCA8;KIF23;TUBG1;DLGAP5;AURKB;AURKA,4.663852325742374e-08,0,0,GO_Biological_Process_2023,pos
3,Mitotic Chromosome Condensation (GO:0007076),4.306768659510549e-09,68.01030927835052,1310.0878886918517,CDCA5;PLK1;NUSAP1;PHF13;KMT5A;NCAPH,1.5708115781537567e-06,0,0,GO_Biological_Process_2023,pos
4,Spindle Assembly Checkpoint Signaling (GO:0071173),5.040037149156438e-09,37.76029451868012,721.4426130512456,CDC20;CENPF;PLK1;TRIP13;BUB1;ZWINT;SPC24,1.5708115781537567e-06,0,0,GO_Biological_Process_2023,pos
5,Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094),5.040037149156438e-09,37.76029451868012,721.4426130512456,CDC20;CENPF;PLK1;TRIP13;BUB1;ZWINT;SPC24,1.5708115781537567e-06,0,0,GO_Biological_Process_2023,pos
6,Mitotic Spindle Checkpoint Signaling (GO:0071174),5.040037149156438e-09,37.76029451868012,721.4426130512456,CDC20;CENPF;PLK1;TRIP13;BUB1;ZWINT;SPC24,1.5708115781537567e-06,0,0,GO_Biological_Process_2023,pos
7,Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841),8.919821683103437e-09,34.16062176165803,633.1667786891227,CDC20;CENPF;PLK1;TRIP13;BUB1;ZWINT;SPC24,2.3828666496290614e-06,0,0,GO_Biological_Process_2023,pos
8,Glycolytic Process (GO:0006096),1.1658879153757558e-08,32.60621761658031,595.6242263242178,PFKFB2;GPI;LDHA;TPI1;ENO1;GAPDH;HK2,2.725263002190829e-06,0,0,GO_Biological_Process_2023,pos
9,Chromosome Condensation (GO:0030261),2.4512527371797764e-08,28.689119170984455,502.750463341161,TOP2A;CDCA5;PLK1;NUSAP1;PHF13;KMT5A;NCAPH,5.093158465029091e-06,0,0,GO_Biological_Process_2023,pos
10,Sister Chromatid Segregation (GO:0000819),3.852093506370123e-08,26.561312607944732,453.45642811748206,TOP2A;SPAG5;KIFC1;PLK1;NUSAP1;TUBG1;ZWINT,7.203414856912131e-06,0,0,GO_Biological_Process_2023,pos
11,Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),1.2452494918840063e-07,16.13480392156863,256.5233710983305,CCNB1;PLK1;NUSAP1;BIRC5;CDCA8;TUBG1;DLGAP5;AURKB,1.940513791519243e-05,0,0,GO_Biological_Process_2023,pos
12,Mitotic Cytokinesis (GO:0000281),1.2452494918840063e-07,16.13480392156863,256.5233710983305,PLK1;NUSAP1;BIRC5;CDCA8;KIF23;CENPA;CEP55;AURKB,1.940513791519243e-05,0,0,GO_Biological_Process_2023,pos
13,Carbohydrate Catabolic Process (GO:0016052),1.517309196504978e-07,21.085339835416033,331.06423432395894,PFKFB2;GPI;LDHA;TPI1;ENO1;GAPDH;HK2,2.1825909211263914e-05,0,0,GO_Biological_Process_2023,pos
14,Mitotic Spindle Assembly (GO:0090307),2.5215084566210203e-07,19.37277692199972,294.335216979438,TPX2;KIFC1;PRC1;CDCA8;BIRC5;KIF23;AURKB,3.282363432936231e-05,0,0,GO_Biological_Process_2023,pos
15,Positive Regulation Of Mitotic Sister Chromatid Separation (GO:1901970),2.632911844601255e-07,50.743589743589745,768.7656511195227,CDC20;CDCA8;BIRC5;AURKB;DLGAP5,3.282363432936231e-05,0,0,GO_Biological_Process_2023,pos
