rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),1.0796023356365552e-30,78.8180500181225,5438.521118488569,NDUFA8;NDUFA13;NDUFA7;NDUFB7;ATP5PD;NDUFA6;NDUFA11;NDUFB10;NDUFA12;NDUFB11;NDUFB4;NDUFA3;NDUFA2;NDUFB2;ATP5F1E;NDUFS6;NDUFS5;NDUFS4;ATP5PO;ATP5MG;ATP5MF;ATP5ME,1.0609377866422574e-27,0,0,GO_Biological_Process_2023,pos
2,Oxidative Phosphorylation (GO:0006119),1.812020130900525e-30,64.19209039548022,4396.07401801398,NDUFA8;NDUFA13;NDUFA7;NDUFB7;ATP5PD;NDUFA6;NDUFA11;NDUFB10;NDUFA12;NDUFB11;NDUFB4;NDUFA3;NDUFA2;NDUFB2;UQCRH;ATP5F1E;NDUFS6;NDUFS5;NDUFS4;ATP5PO;ATP5MG;ATP5MF;ATP5ME,1.0609377866422574e-27,0,0,GO_Biological_Process_2023,pos
3,Proton Motive Force-Driven ATP Synthesis (GO:0015986),3.112156920999295e-29,64.27616794795979,4219.065274612749,NDUFA8;NDUFA13;NDUFA7;NDUFB7;ATP5PD;NDUFA6;NDUFA11;NDUFB10;NDUFA12;NDUFB11;NDUFB4;NDUFA3;NDUFA2;NDUFB2;ATP5F1E;NDUFS6;NDUFS5;NDUFS4;ATP5PO;ATP5MG;ATP5MF;ATP5ME,1.214778584830058e-26,0,0,GO_Biological_Process_2023,pos
4,Cellular Respiration (GO:0045333),8.523609370997747e-24,36.17807262569833,1921.750360279376,NDUFA8;NDUFA13;NDUFA7;NDUFB7;NDUFA6;NDUFA11;NDUFB10;NDUFA12;NDUFB11;NDUFB4;NDUFA3;NDUFA2;NDUFB2;COX6A1;COX5A;UQCRH;COX6B1;NDUFS6;UQCRQ;NDUFS5;NDUFS4,2.4952866433595904e-21,0,0,GO_Biological_Process_2023,pos
5,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),1.7020430657027333e-22,40.64900877478063,2037.5333010786112,NDUFA8;NDUFA7;NDUFB7;NDUFA6;NDUFB10;NDUFA12;NDUFB4;NDUFA3;NDUFA2;NDUFB2;COX6A1;COX5A;UQCRH;COX6B1;NDUFS6;UQCRQ;NDUFS5;NDUFS4;COA6,3.9861848598758014e-20,0,0,GO_Biological_Process_2023,pos
6,Aerobic Respiration (GO:0009060),9.626807115352182e-21,43.70101483216237,2014.1682076198713,NDUFA8;NDUFA13;NDUFA7;NDUFB7;NDUFA6;NDUFA11;NDUFB10;NDUFA12;NDUFB11;NDUFB4;NDUFA3;NDUFA2;NDUFB2;UQCRH;NDUFS6;NDUFS5;NDUFS4,1.878831855346234e-18,0,0,GO_Biological_Process_2023,pos
7,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),3.23890918986968e-20,29.169014084507044,1309.0022471313725,COA3;NDUFA8;NDUFA13;NDUFB7;NDUFA6;NDUFA11;NDUFB10;NDUFB11;UQCC2;NDUFB4;NDUFA3;NDUFA2;NDUFB2;ECSIT;STMP1;NDUFS5;NDUFS4;TMEM126A;COX14,5.4182323733391354e-18,0,0,GO_Biological_Process_2023,pos
8,Aerobic Electron Transport Chain (GO:0019646),1.4421671267227917e-19,35.97267759562842,1560.6015870328442,NDUFA8;NDUFA7;NDUFB7;NDUFA6;NDUFB10;NDUFB4;NDUFA3;NDUFA2;NDUFB2;COX6A1;COX5A;UQCRH;COX6B1;NDUFS6;UQCRQ;NDUFS5;NDUFS4,2.1109721317404864e-17,0,0,GO_Biological_Process_2023,pos
10,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),2.631729584745854e-18,42.16642958748222,1706.8502821289565,NDUFA8;NDUFA13;NDUFB7;NDUFA6;NDUFA11;NDUFB10;NDUFB11;NDUFB4;NDUFA3;NDUFA2;NDUFB2;ECSIT;NDUFS5;NDUFS4;TMEM126A,3.0817553437373948e-16,0,0,GO_Biological_Process_2023,pos
9,NADH Dehydrogenase Complex Assembly (GO:0010257),2.631729584745854e-18,42.16642958748222,1706.8502821289565,NDUFA8;NDUFA13;NDUFB7;NDUFA6;NDUFA11;NDUFB10;NDUFB11;NDUFB4;NDUFA3;NDUFA2;NDUFB2;ECSIT;NDUFS5;NDUFS4;TMEM126A,3.0817553437373948e-16,0,0,GO_Biological_Process_2023,pos
