rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Aminoacyl-tRNA biosynthesis,0.004312783613971081,6.497037524687294,35.3839821166775,SEPSECS;MARS2;NARS2;GATC,0.5002828992206454,0,0,KEGG_2021_Human,pos
2,Selenocompound metabolism,0.012259680874864825,13.323232323232324,58.64139939765107,SEPSECS;MARS2,0.7110614907421599,0,0,KEGG_2021_Human,pos
3,Herpes simplex virus 1 infection,0.02862488659083196,2.082830025884383,7.401292297260661,ZNF782;ZNF680;ZFP1;ZNF37A;ZNF567;ZNF600;ZNF577;ZNF675;ZNF354B;ZNF286A,0.9566187002182647,0,0,KEGG_2021_Human,pos
4,RNA transport,0.03930157413341464,2.7792888511120557,8.995142537647066,NDC1;NUP107;XPOT;NUP54;NUP160,0.9566187002182647,0,0,KEGG_2021_Human,pos
5,Ubiquitin mediated proteolysis,0.05218539566670592,2.95078031212485,8.713514393945305,UBE2Q2;UBA2;UBE3A;SKP2,0.9566187002182647,0,0,KEGG_2021_Human,pos
6,Basal transcription factors,0.07445847463610643,4.641061780596664,12.055221541075596,TAF4B;GTF2H3,0.9566187002182647,0,0,KEGG_2021_Human,pos
7,Viral carcinogenesis,0.14651362998922685,2.010152804840529,3.8607734855436444,CREB3L2;UBE3A;SKP2;GTF2H3,0.9566187002182647,0,0,KEGG_2021_Human,pos
8,Amyotrophic lateral sclerosis,0.1587019191581108,1.679606058860796,3.0916971600175613,NDC1;NUP107;ALS2;DERL1;NUP54;NUP160,0.9566187002182647,0,0,KEGG_2021_Human,pos
9,Signaling pathways regulating pluripotency of stem cells,0.17257958616445457,2.1385061638868748,3.7571345929995696,SMARCAD1;BMI1;BMPR1A,0.9566187002182647,0,0,KEGG_2021_Human,pos
10,Bacterial invasion of epithelial cells,0.17988300980737917,2.6565656565656566,4.5572017962830635,ITGB1;CD2AP,0.9566187002182647,0,0,KEGG_2021_Human,pos
11,RNA degradation,0.18707672748571472,2.5873015873015874,4.336929198982091,PNPT1;CNOT2,0.9566187002182647,0,0,KEGG_2021_Human,pos
12,Hypertrophic cardiomyopathy,0.22723730361763186,2.2626262626262625,3.352670034774279,ITGB1;PRKAB2,0.9566187002182647,0,0,KEGG_2021_Human,pos
13,Small cell lung cancer,0.23461448722720504,2.212121212121212,3.2071589757618537,ITGB1;SKP2,0.9566187002182647,0,0,KEGG_2021_Human,pos
14,Protein processing in endoplasmic reticulum,0.24468464149095426,1.779550398839739,2.5052244919637907,DNAJC10;DERL1;MBTPS2,0.9566187002182647,0,0,KEGG_2021_Human,pos
15,Aldosterone synthesis and secretion,0.2568151396703299,2.073232323232323,2.818349436543183,ATF1;CREB3L2,0.9566187002182647,0,0,KEGG_2021_Human,pos
