rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Steroid biosynthesis,4.146798801190002e-05,25.23469387755102,254.6329194525256,SQLE;DHCR24;MSMO1;FDFT1,0.007878917722261004,0,0,82,pos,KEGG_2021_Human
2,Other glycan degradation,0.0007195272026923491,20.086294416243653,145.36282995258424,FUCA1;FUCA2;NEU1,0.06835508425577316,0,0,82,pos,KEGG_2021_Human
3,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.0021616710096346928,13.094460384021188,80.35905008065508,PIGC;PIGW;PIGH,0.1369058306101972,0,0,82,pos,KEGG_2021_Human
