rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Bile Acid Metabolism,0.026126245663350478,3.7210884353741496,13.562678532314377,SLC22A18;LONP2;PEX11G;GNMT,0.8673678080217752,0,0,201,neg,MSigDB_Hallmark_2020
2,Mitotic Spindle,0.13924178864627135,2.0518053375196232,4.045223210419924,ARHGAP10;ITSN1;CDC42EP1;SHROOM1,0.8673678080217752,0,0,201,neg,MSigDB_Hallmark_2020
3,Myogenesis,0.1410458258534753,2.0412328196584757,3.9981023755392973,CHRNB1;SPHK1;FXYD1;MYOM2,0.8673678080217752,0,0,201,neg,MSigDB_Hallmark_2020
