rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,"Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824",0.0007253797494594338,7.666666666666667,55.42091690043706,ABCA1;SCARB1;MYLIP;VLDLR;ABCG1,0.32552095178091095,0,0,221,pos,Reactome_2022
2,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,0.0011401784650819998,9.60058309037901,65.05902796595161,ABCA1;MYLIP;HDAC3;ABCG1,0.32552095178091095,0,0,221,pos,Reactome_2022
3,Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210,0.0038612882755342795,6.714285714285714,37.30963669275872,ERCC2;PPIE;XRCC1;GTF2H2,0.4500531096572569,0,0,221,pos,Reactome_2022
