rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Receptor-Mediated Endocytosis (GO:0006898),0.00022859739941952914,6.208380265825636,52.048255095605846,DNM3;STAB1;STON1;CD9;AP2A1;FNBP1L;RAMP1,0.1889568886792401,0,0,134,neg,GO_Biological_Process_2023
2,Phagosome Acidification (GO:0090383),0.0009754681839454337,66.65656565656566,462.10284137848555,SLAMF8;RAB38,0.1889568886792401,0,0,134,neg,GO_Biological_Process_2023
3,Bleb Assembly (GO:0032060),0.0014535707837741265,49.98989898989899,326.6206097208578,PMP22;EMP1,0.1889568886792401,0,0,134,neg,GO_Biological_Process_2023
