rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Cytoplasmic Ribosomal Proteins WP477,3.0515792219537987e-40,63.53503581438804,5780.909604553666,RPL30;RPL31;RPL34;RPL11;RPL36A;RPL9;RPL6;RPL7;RPS14;RPS17;RPS15A;RPS18;RPL35;RPL39;RPS10;RPL17;RPS9;RPL41;RPL21;RPS7;RPL23;RPL35A;RPS3A;RPS27;RPS29;RPL24;RPL27;RPL26;FAU;RPS21;RPS24,3.3262213519296405e-38,0,0,6,neg,WikiPathway_2023_Human
2,Mitochondrial Complex IV Assembly WP4922,8.487618157786778e-13,43.36842105263158,1205.4251675195092,COX7B;NDUFA4;COX4I1;CMC1;COX7A2;COX14;COX5B;COX6A1;COX7C;SMIM20,4.625751895993794e-11,0,0,6,neg,WikiPathway_2023_Human
3,Electron Transport Chain OXPHOS System In Mitochondria WP111,2.614202173785863e-12,16.301902398676592,434.77275031574106,COX7B;NDUFA4;COX4I1;NDUFA1;NDUFB1;COX7A2;COX6A1;COX5B;COX7C;ATP5IF1;COX7A2L;UQCRQ;ATP5MG;ATP5ME,9.498267898088637e-11,0,0,6,neg,WikiPathway_2023_Human
