rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Oxidative Phosphorylation,1.7549167688343093e-12,10.660669001328342,288.5693815744541,ATP6V1G1;COX7B;NDUFA4;COX4I1;NDUFA1;HTRA2;NDUFB1;COX7A2;TCIRG1;COX5B;COX6A1;COX7C;COX7A2L;UQCRQ;POLR2F;ACAA1;ATP5MG;ATP5ME,5.440241983386359e-11,0,0,6,neg,MSigDB_Hallmark_2020
2,DNA Repair,0.0007941118380995317,4.985651654045436,35.589008662357394,POLB;POLE4;POLR3GL;TAF10;POLR2F;VPS37B;POLR2K,0.012308733490542742,0,0,6,neg,MSigDB_Hallmark_2020
3,Myc Targets V1,0.004067400402162354,3.684635829149776,20.28300352206346,EEF1B2;SNRPD2;RPL34;SNRPG;HNRNPC;RPS10;RPL6,0.04202980415567766,0,0,6,neg,MSigDB_Hallmark_2020
