rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Negative Regulation Of Protein Kinase Activity (GO:0006469),0.00025447783068659283,7.4370128237364845,61.55092569534927,DEPTOR;UBASH3B;MVP;TRIB3;EPHA1;SNCA,0.2078638202408284,0,0,170,neg,GO_Biological_Process_2023
2,Negative Regulation Of Kinase Activity (GO:0033673),0.00038763478399228226,8.881241565452092,69.76612187866111,DEPTOR;UBASH3B;TRIB3;EPHA1;SNCA,0.2078638202408284,0,0,170,neg,GO_Biological_Process_2023
3,Regulation Of Endocytosis (GO:0030100),0.0005183636414983251,8.297183690626314,62.76681356484983,FGR;SCARB1;HIP1;STON1;SNCA,0.2078638202408284,0,0,170,neg,GO_Biological_Process_2023
