rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,TNF-alpha Signaling via NF-kB,0.0009340556104345935,4.255208333333333,29.684225172013964,NFKBIA;CCL20;PLK2;ID2;PHLDA2;SAT1;IER2;KLF2,0.04016439124868752,0,0,38,neg,MSigDB_Hallmark_2020
2,Apical Junction,0.015493990781832804,3.1256244021681368,13.025424015927582,CLDN7;CTNNA1;FSCN1;ACTB;ACTG1;YWHAH,0.16656040090470264,0,0,38,neg,MSigDB_Hallmark_2020
3,Epithelial Mesenchymal Transition,0.015493990781832804,3.1256244021681368,13.025424015927582,ANPEP;ID2;HTRA1;QSOX1;VIM;SAT1,0.16656040090470264,0,0,38,neg,MSigDB_Hallmark_2020
