rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Phosphorylation Of Emi1 R-HSA-176417,0.0014535707837741265,49.98989898989899,326.6206097208578,CCNB1;PLK1,0.34473367492015045,0,0,100,pos,Reactome_2022
2,"Activation Of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767",0.0020216133697869413,39.98989898989899,248.09171029141777,CCNB1;PLK1,0.34473367492015045,0,0,100,pos,Reactome_2022
3,Diseases Associated With Surfactant Metabolism R-HSA-5687613,0.0034202318391573132,28.561327561327563,162.17255858986445,ABCA3;SFTPD,0.34473367492015045,0,0,100,pos,Reactome_2022
