rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Mucin type O-glycan biosynthesis,0.005517288559721188,9.121827411167512,47.43230522818489,GALNT12;GALNT11;GCNT4,0.8549481020654677,0,0,KEGG_2021_Human,pos
2,Type II diabetes mellitus,0.010906030338555561,6.996930704757408,31.61520738006147,SOCS2;SOCS1;PIK3R1,0.8549481020654677,0,0,KEGG_2021_Human,pos
3,JAK-STAT signaling pathway,0.02358494534517513,3.208067940552017,12.021101131383219,SOCS2;SOCS1;IL10RA;BCL2;PIK3R1,0.8549481020654677,0,0,KEGG_2021_Human,pos
4,Prolactin signaling pathway,0.0330703326834923,4.485112508523373,15.290280888801105,SOCS2;SOCS1;PIK3R1,0.8549481020654677,0,0,KEGG_2021_Human,pos
5,Aldosterone-regulated sodium reabsorption,0.05272745114535424,5.704184704184704,16.785242657704043,PIK3R1;NR3C2,0.8549481020654677,0,0,KEGG_2021_Human,pos
6,Phosphonate and phosphinate metabolism,0.058526730760990416,19.894472361809044,56.46591775214154,SELENOI,0.8549481020654677,0,0,KEGG_2021_Human,pos
7,Small cell lung cancer,0.06484980305095467,3.3726686819141047,9.226546999073705,COL4A4;BCL2;PIK3R1,0.8549481020654677,0,0,KEGG_2021_Human,pos
8,Cellular senescence,0.07168158735983322,2.6380236305048337,6.952567640819991,PIK3R1;ETS1;ZFP36L2;ATR,0.8549481020654677,0,0,KEGG_2021_Human,pos
9,Phosphatidylinositol signaling system,0.07349061432359225,3.1924613889188898,8.33423196719981,INPP4A;DGKE;PIK3R1,0.8549481020654677,0,0,KEGG_2021_Human,pos
10,AGE-RAGE signaling pathway in diabetic complications,0.0789086435328542,3.0932544874143075,7.855209980826792,COL4A4;BCL2;PIK3R1,0.8549481020654677,0,0,KEGG_2021_Human,pos
11,Other types of O-glycan biosynthesis,0.08027086916110822,4.434343434343434,11.184959505346585,GALNT12;GALNT11,0.8549481020654677,0,0,KEGG_2021_Human,pos
12,Cysteine and methionine metabolism,0.08924145426065531,4.156565656565657,10.043965211617904,MRI1;MTR,0.8549481020654677,0,0,KEGG_2021_Human,pos
13,Ribosome biogenesis in eukaryotes,0.09417066909666223,2.856417693981146,6.748705308028375,REXO1;MDN1;NOL6,0.8549481020654677,0,0,KEGG_2021_Human,pos
14,Toxoplasmosis,0.10222287781096173,2.751036184976482,6.27401249877334,SOCS1;IL10RA;BCL2,0.8549481020654677,0,0,KEGG_2021_Human,pos
15,Sphingolipid signaling pathway,0.11694178146266497,2.584106423945388,5.545696691343623,BCL2;PIK3R1;PPP2R5C,0.8549481020654677,0,0,KEGG_2021_Human,pos
