rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Response To Endoplasmic Reticulum Stress (GO:0034976),2.2037329153260466e-07,9.96761133603239,152.78297789456394,ERN1;PPP1R15A;PPP1R15B;CEBPB;CXCL8;DDIT3;DNAJB9;SELENOK;THBS1;ATF3,0.0003636159310287977,0,0,GO_Biological_Process_2023,pos
2,Cellular Response To Hypoxia (GO:0071456),6.01519758075776e-07,12.848958333333334,184.0459923030108,FABP1;BNIP3L;PMAIP1;PTGS2;HIF1A;NDRG1;CPEB2;VEGFA,0.0003683966404218538,0,0,GO_Biological_Process_2023,pos
3,Cellular Response To Decreased Oxygen Levels (GO:0036294),6.698120734942796e-07,12.650641025641026,179.84491143075044,FABP1;BNIP3L;PMAIP1;PTGS2;HIF1A;NDRG1;CPEB2;VEGFA,0.0003683966404218538,0,0,GO_Biological_Process_2023,pos
4,Positive Regulation Of Cell Migration (GO:0030335),3.7686997753308356e-06,5.245039539157186,65.50414753499129,SPAG9;DOCK5;FLT1;STAT3;CXCR4;HIF1A;THBS1;VEGFA;CXCL16;IGF1R;SDCBP;AGO2;SNAI1,0.0015545886573239698,0,0,GO_Biological_Process_2023,pos
5,Response To Unfolded Protein (GO:0006986),4.771805520344415e-06,16.08410200759631,197.07505682737633,DNAJA1;ERN1;HSP90AA1;DNAJB4;DDIT3;HSPA6,0.0015746958217136568,0,0,GO_Biological_Process_2023,pos
6,Regulation Of Cell Migration (GO:0030334),8.104104386163508e-06,4.032036613272311,47.26812934076714,SPAG9;FLT1;STAT3;PTEN;CXCR4;FOXO3;ING1;THBS1;VEGFA;SAP30;CXCL16;IGF1R;SDCBP;ING2;SNAI1;PHACTR1,0.001979721442558719,0,0,GO_Biological_Process_2023,pos
7,Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902043),9.70634307108318e-06,150.746192893401,1740.0227480112783,PTEN;PMAIP1;THBS1,0.001979721442558719,0,0,GO_Biological_Process_2023,pos
8,Positive Regulation Of Vasculature Development (GO:1904018),9.854306417311887e-06,8.552083333333334,98.58501292550258,BTG1;CXCL8;FLT1;AGO2;HIF1A;THBS1;HK2;VEGFA,0.001979721442558719,0,0,GO_Biological_Process_2023,pos
9,Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059),1.105992394212401e-05,20.28205128205128,231.46246946256952,PPP1R15A;ERN1;CEBPB;DDIT3;SELENOK,0.001979721442558719,0,0,GO_Biological_Process_2023,pos
10,Negative Regulation Of DNA-templated Transcription (GO:0045892),1.2203295568113968e-05,2.8121569845707777,31.816194386589522,CEBPB;UBE2D3;SUMO4;FOXO3;HIF1A;ING1;SDCBP;ING2;NFIL3;DNAJB4;UIMC1;FNIP1;ZNF281;STAT3;ZFP69B;RFX3;OXSR1;EREG;VEGFA;SAP30;KAT6A;DDIT3;SNAI1;RCOR3;MXD1;ATF3,0.001979721442558719,0,0,GO_Biological_Process_2023,pos
11,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),1.3198142950391461e-05,3.5342004933841666,39.70827788414021,KDM3A;CEBPB;NFYA;ZNF281;STAT3;RFX3;FOS;FOXO3;HIF1A;ING1;ING2;KLF6;RYBP;NFIL3;MORF4L2;KAT6A;DDIT3;SNAI1,0.001979721442558719,0,0,GO_Biological_Process_2023,pos
12,Regulation Of Cold-Induced Thermogenesis (GO:0120161),1.6576894198368134e-05,6.762983911032981,74.44355045925415,TLE3;CEBPB;KDM3A;GATM;DDIT3;ARRDC3;CXCR4;IGF1R;VEGFA,0.0022793229522756185,0,0,GO_Biological_Process_2023,pos
13,Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),2.0854898756677612e-05,31.062794348508636,334.7923648041761,CEBPB;DDIT3;HIF1A;VEGFA,0.0025986938728432734,0,0,GO_Biological_Process_2023,pos
14,Positive Regulation Of Phosphorylation (GO:0042327),2.2049523769579288e-05,5.1798941798941796,55.53996266360307,SDCBP;HSP90AA1;FLT1;DHX34;PELI2;PLAUR;FNIP1;THBS1;EREG;VEGFA;IGF1R,0.0025986938728432734,0,0,GO_Biological_Process_2023,pos
15,Positive Regulation Of Angiogenesis (GO:0045766),2.6408386238921118e-05,7.3907657657657655,77.91218842123995,BTG1;CXCL8;FLT1;AGO2;HIF1A;THBS1;HK2;VEGFA,0.002904922486281323,0,0,GO_Biological_Process_2023,pos
