rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Protein Modification Process (GO:0036211),2.7918653038600713e-06,3.4282056717926976,43.84263881347431,MORC3;PXK;GMFB;CDKL5;MAP3K1;PPP1R12A;ROCK1;CHUK;LRRK2;ADAM10;IRAK3;FBXO11;MTMR6;HIPK3;MTM1;PTAR1;PTPRC;PPP4R2;RB1CC1;UBA3;MAPK1;JAK2,0.004397187853579612,0,0,GO_Biological_Process_2023,neg
2,Protein Phosphorylation (GO:0006468),1.2080980660608848e-05,3.7152699996605913,42.07126491257376,MORC3;PXK;USP15;GMFB;CDKL5;MAP3K1;CAB39;ROCK1;CHUK;LRRK2;ADAM10;IRAK3;HIPK3;RPS6KA3;RB1CC1;MAPK1;JAK2,0.007560858520515499,0,0,GO_Biological_Process_2023,neg
3,Endosome Organization (GO:0007032),1.4401635277172379e-05,12.998245229216934,144.90663187900708,PLEKHF2;WASHC4;USP8;EXOC8;CHMP2B;SNX10,0.007560858520515499,0,0,GO_Biological_Process_2023,neg
4,Phosphorylation (GO:0016310),2.8970778612488142e-05,3.796709753231492,39.6726663843492,MORC3;PXK;GMFB;CDKL5;MAP3K1;ROCK1;CHUK;LRRK2;ADAM10;IRAK3;HIPK3;PIK3CA;RB1CC1;MAPK1;JAK2,0.011407244078667205,0,0,GO_Biological_Process_2023,neg
5,Vesicle Organization (GO:0016050),4.418767596999791e-05,8.218152581740219,82.40394709247983,PLEKHF2;WASHC4;USP8;ZFYVE16;EXOC8;CHMP2B;SNX10,0.01391911793054934,0,0,GO_Biological_Process_2023,neg
6,Vesicle-Mediated Transport (GO:0016192),7.102803841976003e-05,3.6786923431109666,35.140472625184245,WASHC4;PLEKHF2;PXK;STXBP3;EXOC8;LRRK2;SNAP23;MTM1;ZFYVE16;HEATR5A;SNX16;CHMP2B;EXOC6;TRIM23,0.01864486008518701,0,0,GO_Biological_Process_2023,neg
7,Insulin Receptor Signaling Pathway (GO:0008286),0.00010372551199439694,12.062271062271062,110.656409401326,C2CD5;PIK3CA;GAB1;IRS2;PHIP,0.021068397698646633,0,0,GO_Biological_Process_2023,neg
8,Response To Tumor Necrosis Factor (GO:0034612),0.00010701408354868131,7.073975273174986,64.67417341341343,CHUK;LRRK2;ADAM10;ADAM9;CD58;JAK2;TANK,0.021068397698646633,0,0,GO_Biological_Process_2023,neg
9,Mitochondrion Distribution (GO:0048311),0.00015320271943439296,37.6751269035533,330.92884130781977,MEF2A;LRRK2;MTM1,0.026810475901018767,0,0,GO_Biological_Process_2023,neg
10,Peptidyl-Serine Phosphorylation (GO:0018105),0.00019454733881342284,5.458333333333333,46.64055791195152,RPS6KA3;MORC3;CHUK;CAB39;ROCK1;LRRK2;MAPK1;HIPK3,0.0306412058631141,0,0,GO_Biological_Process_2023,neg
11,Peptidyl-Serine Modification (GO:0018209),0.00027228761974761463,5.1798523206751055,42.519603168365656,RPS6KA3;MORC3;CHUK;CAB39;ROCK1;LRRK2;MAPK1;HIPK3,0.038986636463863,0,0,GO_Biological_Process_2023,neg
12,Negative Regulation Of Organelle Assembly (GO:1902116),0.0004448946011773135,12.607142857142858,97.29780799156961,LRRK2;CCP110;MTM1;MDM1,0.054106664090380355,0,0,GO_Biological_Process_2023,neg
13,Protein Ubiquitination (GO:0016567),0.00044659468773012353,3.2000076212735147,24.684407952776837,KLHL2;UBE4A;FBXO11;PJA2;RNFT1;RPGR;RNF144B;VCPIP1;FBXL3;RNF141;BIRC2;PCMTD1;TRIM23,0.054106664090380355,0,0,GO_Biological_Process_2023,neg
14,Lysosomal Transport (GO:0007041),0.0006569142848848823,6.154639175257732,45.100931303106,PLEKHF2;PXK;ZFYVE16;SNX16;CHMP2B;MTM1,0.07390285704954926,0,0,GO_Biological_Process_2023,neg
15,Protein Localization To Lysosome (GO:0061462),0.0007356418168161046,10.900717043574186,78.64613599642355,PXK;ZFYVE16;SNX16;RTN4,0.07724239076569099,0,0,GO_Biological_Process_2023,neg
