rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Diabetic cardiomyopathy,0.001028082183406,4.189102564102564,28.821277700152677,PTPA;NDUFB9;ATP5F1B;NDUFB7;NDUFA11;NDUFB10;NDUFV3;PPP1CA,0.10672296628591707,0,0,KEGG_2021_Human,neg
2,Peroxisome,0.0013914912536232026,6.5677655677655675,43.19868504699028,PEX16;GSTK1;HMGCL;MPV17L2;ABCD1,0.10672296628591707,0,0,KEGG_2021_Human,neg
3,Oxidative phosphorylation,0.002223962907809217,4.79089211786671,29.264994812787858,NDUFB9;NDUFB7;ATP5F1B;NDUFA11;NDUFB10;NDUFV3,0.10672296628591707,0,0,KEGG_2021_Human,neg
4,VEGF signaling pathway,0.002874937057851193,7.326530612244898,42.87283866824234,MAP2K2;MAPKAPK3;SPHK2;BAD,0.10672296628591707,0,0,KEGG_2021_Human,neg
5,Pathways of neurodegeneration,0.003078124714503428,2.665824180874041,15.417620142021082,NDUFB9;ATP5F1B;MAP2K2;NDUFB7;NDUFA11;NDUFB10;DCTN2;BAD;CALM3;CAPN1;NDUFV3;UBE2L3,0.10672296628591707,0,0,KEGG_2021_Human,neg
6,Parkinson disease,0.0036713926054365133,3.381569847856155,18.96108513155302,NDUFB9;ATP5F1B;NDUFB7;NDUFA11;NDUFB10;CALM3;NDUFV3;UBE2L3,0.10672296628591707,0,0,KEGG_2021_Human,neg
7,Alzheimer disease,0.004127407535919445,2.850168596979915,15.647727100733825,NDUFB9;ATP5F1B;MAP2K2;NDUFB7;NDUFA11;NDUFB10;BAD;CALM3;CAPN1;NDUFV3,0.10672296628591707,0,0,KEGG_2021_Human,neg
8,Sphingolipid signaling pathway,0.006929168262988298,4.427800269905533,22.01509154079102,MAP2K2;PPP2R1A;SPHK2;TRADD;SMPD1,0.15677243195011026,0,0,KEGG_2021_Human,neg
9,Thermogenesis,0.00895268823172643,3.155440414507772,14.88043042124954,NDUFB9;ATP5F1B;NDUFB7;NDUFA11;NDUFB10;SIRT6;NDUFV3,0.17377155250919737,0,0,KEGG_2021_Human,neg
10,Tuberculosis,0.00960063826017665,3.4884464984002843,16.20706323051596,SPHK2;BAD;TRADD;RFXANK;CALM3;CORO1A,0.17377155250919737,0,0,KEGG_2021_Human,neg
11,Amyotrophic lateral sclerosis,0.011248560090868895,2.5810043507115994,11.582296127185701,NDUFB9;SEC13;ATP5F1B;NDUFB7;NDUFA11;NDUFB10;DCTN2;BAD;NDUFV3,0.18508994331338818,0,0,KEGG_2021_Human,neg
12,Retrograde endocannabinoid signaling,0.016661527009593093,3.52465483234714,14.432238445186869,NDUFB9;NDUFB7;NDUFA11;NDUFB10;NDUFV3,0.19880821755067576,0,0,KEGG_2021_Human,neg
13,mRNA surveillance pathway,0.016905547622331568,4.278332609639601,17.456082420924414,PPP2R1A;CSTF2;PYM1;PPP1CA,0.19880821755067576,0,0,KEGG_2021_Human,neg
14,Pantothenate and CoA biosynthesis,0.01844202324839397,10.516214779372675,41.9925427496273,COASY;BCAT2,0.19880821755067576,0,0,KEGG_2021_Human,neg
15,Non-alcoholic fatty liver disease,0.019926341520793946,3.358974358974359,13.152778650631731,NDUFB9;NDUFB7;NDUFA11;NDUFB10;NDUFV3,0.19880821755067576,0,0,KEGG_2021_Human,neg
