rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Ribosome,4.277965111111556e-19,17.870456047587574,755.8423633240001,RPL32;RPL10;RPLP1;RPL13A;RPL23A;RPL8;RPS15;RPS28;RPL18A;RPS19;RPL36AL;RPL37A;RPL36;RPL14;RPLP2;RPL13;RPS11;RPL29;RPL18;RPL28;UBA52;RPL19,7.871455804445264e-17,0,0,KEGG_2021_Human,pos
2,Coronavirus disease,1.4500685347438695e-16,12.180493606898603,444.21956484760784,RPL10;RPL32;RPLP1;RPL13A;ISG15;RPL23A;RPL8;RPS15;RPS28;RPS19;RPL18A;RPL36AL;RPL37A;RPL14;RPL36;RPL13;RPLP2;RPL29;RPL18;RPS11;RPL28;UBA52;RPL19,1.3340630519643599e-14,0,0,KEGG_2021_Human,pos
3,Prion disease,1.1131355591768524e-07,6.141420490257699,98.3297601583136,NDUFA12;NDUFB11;NDUFA3;ADRM1;ATP5F1D;SOD1;PSMD8;SEM1;STIP1;PSMC5;NDUFS8;NDUFS6;NDUFS5;CSNK2B;BAX,6.827231429618028e-06,0,0,KEGG_2021_Human,pos
4,Pathways of neurodegeneration,3.2620561436140935e-07,4.45303867403315,66.50941865200217,NDUFA12;NDUFB11;NDUFA3;ADRM1;ARAF;ATP5F1D;HSD17B10;SOD1;PSMD8;SEM1;PSMC5;NDUFS8;ATG101;NDUFS6;NDUFS5;CSNK2B;BAX;HRAS;UBA52,1.500545826062483e-05,0,0,KEGG_2021_Human,pos
5,Alzheimer disease,1.0143580846836271e-06,4.790491439832492,66.11479189771354,NDUFA12;NDUFB11;NDUFA3;ADRM1;ARAF;ATP5F1D;HSD17B10;PSMD8;SEM1;PSMC5;NDUFS8;ATG101;NDUFS6;NDUFS5;CSNK2B;HRAS,3.7328377516357475e-05,0,0,KEGG_2021_Human,pos
6,Parkinson disease,1.420795862864985e-06,5.7629837759448925,77.59450428360631,NDUFA12;NDUFB11;NDUFA3;ADRM1;ATP5F1D;PSMD8;SEM1;PSMC5;NDUFS8;NDUFS6;NDUFS5;BAX;UBA52,4.357107312785954e-05,0,0,KEGG_2021_Human,pos
7,Huntington disease,2.639414516876983e-06,5.02857563705995,64.59181992409249,NDUFA12;NDUFB11;NDUFA3;ADRM1;ATP5F1D;SOD1;PSMD8;SEM1;PSMC5;NDUFS8;ATG101;NDUFS6;NDUFS5;BAX,6.937889587219498e-05,0,0,KEGG_2021_Human,pos
8,Amyotrophic lateral sclerosis,4.15541675302356e-06,4.518934407186556,55.99455834088574,NDUFA12;NDUFB11;NDUFA3;ADRM1;CHCHD10;ATP5F1D;SOD1;PSMD8;SEM1;PSMC5;NDUFS8;ATG101;NDUFS6;NDUFS5;BAX,9.557458531954189e-05,0,0,KEGG_2021_Human,pos
9,Proteasome,6.2275055160506324e-06,15.278350515463918,183.13447867430412,PSMD8;SEM1;PSMC5;ADRM1;PSME1;PSME2,0.00012731789055036848,0,0,KEGG_2021_Human,pos
10,Oxidative phosphorylation,5.8574779330946706e-05,6.558333333333334,63.91231158552741,NDUFS8;NDUFA12;NDUFB11;NDUFS6;NDUFS5;NDUFA3;ATP5F1D;LHPP,0.0010777759396894194,0,0,KEGG_2021_Human,pos
11,Epstein-Barr virus infection,0.00020467300268245907,4.7869950899275695,40.66120044678885,PSMD8;SEM1;PSMC5;ADRM1;HLA-B;IRF7;BAX;ISG15;HLA-DQA1,0.0034236211357793153,0,0,KEGG_2021_Human,pos
12,Spliceosome,0.0007941118380995317,4.985651654045436,35.589008662357394,SF3A2;CCDC12;PUF60;PRPF31;CTNNBL1;SNRPB;PQBP1,0.012176381517526154,0,0,KEGG_2021_Human,pos
13,Non-alcoholic fatty liver disease,0.0009626213781436187,4.81599215796107,33.45116102108894,NDUFS8;NDUFA12;NDUFB11;NDUFS6;NDUFS5;NDUFA3;BAX,0.013624794890648141,0,0,KEGG_2021_Human,pos
14,Thermogenesis,0.0023852070536615763,3.6413690476190474,21.988295362262978,NDUFS8;NDUFA12;NDUFB11;NDUFS6;NDUFS5;NDUFA3;ATP5F1D;HRAS,0.03134843556240929,0,0,KEGG_2021_Human,pos
15,Retrograde endocannabinoid signaling,0.003779223900928405,4.281544939741542,23.883470720146956,NDUFS8;NDUFA12;NDUFB11;NDUFS6;NDUFS5;NDUFA3,0.04635847985138844,0,0,KEGG_2021_Human,pos
