rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Cytoplasmic Translation (GO:0002181),1.4565240720614303e-27,38.99407114624506,2409.5896766875535,RPL32;RPL10;RPLP1;RPL13A;RPL23A;RPL8;RPS15;RPS28;RPL18A;RPS19;RPL36AL;EIF3I;RPL37A;RACK1;RPL36;RPL14;RPLP2;RPL13;RPS11;RPL29;RPL18;RPL28;UBA52;RPL19,1.6735461587985835e-24,0,0,GO_Biological_Process_2023,pos
2,Translation (GO:0006412),5.084936109907779e-21,14.772304599145514,690.2803156051519,RPL10;RPL32;RPLP1;RPL8;FARS2;RPS15;RPS19;RPL18A;RPL36AL;RPL14;RPL36;RACK1;RPL13;RPLP2;RPL18;RPS11;RPL19;EIF5A;DHPS;RPL13A;RPL23A;EEF1G;RPS28;RPL37A;RPL29;RPL28;UBA52,2.9212957951420193e-18,0,0,GO_Biological_Process_2023,pos
3,Macromolecule Biosynthetic Process (GO:0009059),4.1143226608152444e-20,16.844768439108062,751.9037633894601,EIF5A;RPL32;RPL10;RPLP1;DHPS;RPL13A;RPL23A;RPL8;RPS15;EEF1G;RPS28;RPL18A;RPS19;RPL36AL;RPL37A;RPL36;RPL14;RPLP2;RPL13;RPS11;RPL29;RPL18;RPL28;RPL19,1.5757855790922387e-17,0,0,GO_Biological_Process_2023,pos
4,Peptide Biosynthetic Process (GO:0043043),4.277965111111556e-19,17.870456047587574,755.8423633240001,RPL32;RPL10;RPLP1;DHPS;RPL13A;RPL23A;RPL8;RPS15;RPS28;RPL18A;RPS19;RPL36AL;RPL37A;RPL36;RPL14;RPLP2;RPL13;RPS11;RPL29;RPL18;RPL28;RPL19,1.2288454781667944e-16,0,0,GO_Biological_Process_2023,pos
5,Gene Expression (GO:0010467),2.7019119356734365e-13,8.807758549987698,254.89341944175587,RPL10;RPL32;RPLP1;DHPS;RPL13A;RPL23A;RPL8;RPS15;RPS28;RPS19;RPL18A;RPL36AL;RPL37A;RPL14;RPL36;RPL13;RPLP2;RPL29;RPL18;RPS11;RPL28;RPL19,6.208993628177558e-11,0,0,GO_Biological_Process_2023,pos
6,Aerobic Respiration (GO:0009060),1.2452494918840063e-07,16.13480392156863,256.5233710983305,NDUFS8;NDUFA12;NDUFS6;NDUFB11;NDUFS5;NDUFA3;CHCHD10;ATP5F1D,2.384652776957872e-05,0,0,GO_Biological_Process_2023,pos
7,Oxidative Phosphorylation (GO:0006119),2.101825266727743e-07,14.958333333333334,229.98870557377373,NDUFS8;NDUFA12;NDUFS6;NDUFB11;NDUFS5;NDUFA3;CHCHD10;ATP5F1D,3.4499960449573954e-05,0,0,GO_Biological_Process_2023,pos
8,protein-RNA Complex Assembly (GO:0022618),3.369114342517927e-07,8.232309390582772,122.68977637925263,RPS15;RPS28;TSSC4;SF3A2;RPS19;RPL10;PUF60;EIF3I;EIF3G;RPL23A;SNRPB,4.8388904744413724e-05,0,0,GO_Biological_Process_2023,pos
9,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),9.400158716511514e-07,15.57535480964181,216.14494720002264,NDUFS8;NDUFA12;NDUFS6;NDUFB11;NDUFS5;NDUFA3;ATP5F1D,0.00012000869294746366,0,0,GO_Biological_Process_2023,pos
10,Proton Motive Force-Driven ATP Synthesis (GO:0015986),2.2200904251466413e-06,13.513442174210578,175.91748523818214,NDUFS8;NDUFA12;NDUFS6;NDUFB11;NDUFS5;NDUFA3;ATP5F1D,0.0002550883898493491,0,0,GO_Biological_Process_2023,pos
11,"mRNA Splicing, Via Spliceosome (GO:0000398)",9.459498953431159e-06,5.703703703703703,65.98324576750885,RNF113A;SF3A2;SNRPN;TSSC4;GPKOW;PUF60;RALY;PRPF31;CTNNBL1;PQBP1;SNRPB,0.0009880876634084002,0,0,GO_Biological_Process_2023,pos
12,Ribosome Assembly (GO:0042255),0.0001398365134139565,11.256410256410257,99.9010527744165,RPS15;RPS28;RPS19;RPL10;RPL23A,0.013389346159386336,0,0,GO_Biological_Process_2023,pos
13,Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),0.00018485918100710728,10.551282051282051,90.69793638374381,PSMC5;ARAF;PSME1;PSME2;COMMD1,0.016338707613628174,0,0,GO_Biological_Process_2023,pos
14,Cellular Respiration (GO:0045333),0.00021051995052031558,7.7206055069816,65.36210680281118,NDUFS8;NDUFA12;NDUFS6;NDUFB11;NDUFS5;NDUFA3,0.017277673081988756,0,0,GO_Biological_Process_2023,pos
15,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",0.00035577326889246036,13.448979591836734,106.80126422611052,NDUFS8;NDUFS6;NDUFA3;NDUFS5,0.02725223239716246,0,0,GO_Biological_Process_2023,pos
