rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Striated Muscle Contraction (GO:0006941),3.4222922933195123e-13,28.02127659574468,804.3029858101831,RYR1;JSRP1;TNNT1;TNNC2;TPM1;TNNT3;STAC3;TNNI2;LMOD3;SCN1B;MYH7;TTN,5.047881132646281e-10,0,0,44,neg,GO_Biological_Process_2023
2,Skeletal Muscle Contraction (GO:0003009),4.096356071657933e-10,59.80829015544042,1292.8012341958633,JSRP1;TNNT1;TNNC2;TNNT3;STAC3;TNNI2;MYH7,3.0210626028477257e-07,0,0,44,neg,GO_Biological_Process_2023
3,Myofibril Assembly (GO:0030239),3.4629243628747584e-07,18.377441211638104,273.3824888472053,WDR1;TNNT1;TPM1;TNNT3;LMOD3;TTN;MYH7,0.00013413721245002916,0,0,44,neg,GO_Biological_Process_2023
