rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,TNF-alpha Signaling via NF-kB,0.0009340556104345935,4.255208333333333,29.684225172013964,ABCA1;NFKBIA;SNN;ZC3H12A;PMEPA1;SIK1;SOD2;IER3,0.027015561368647717,0,0,149,pos,MSigDB_Hallmark_2020
2,Apoptosis,0.001200691616384343,4.626943005181347,31.115532561213737,GSN;EMP1;FAS;CD14;SOD2;IER3;EREG,0.027015561368647717,0,0,149,pos,MSigDB_Hallmark_2020
3,Myogenesis,0.004067400402162354,3.684635829149776,20.28300352206346,CHRNB1;SYNGR2;GSN;DAPK2;SPEG;MYH11;MYOM2,0.06101100603243531,0,0,149,pos,MSigDB_Hallmark_2020
