,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16
SMTSISCH,-0.010137081146240234,-0.009252262115478516,-0.010233652591705323,0.007623457908630371,-0.015017509460449219,-0.0016600847244262694,-0.003408384323120117,-0.013190937042236329,-0.009479033946990966,-0.009353160858154297,-0.009978365898132325,-0.006933188438415528,-0.009005129337310791,-0.006877422332763672,-0.0072355508804321286,-0.01144789457321167
SMRIN,0.01390376091003418,0.013037335872650147,0.11660079956054688,0.0012332677841186523,-0.006473612785339355,0.011001956462860108,0.020235657691955566,0.02517811059951782,0.04350800514221191,-0.004891228675842285,-0.004634976387023926,-0.0017632246017456055,-0.0017015933990478516,-9.473562240600586e-05,0.14580925703048705,0.08576035499572754
SMRDLGTH,-57471057212211.23,-57260659179520.016,-58810994733875.21,-68527495053312.02,-57648747223449.61,-60851442260377.61,-56725815794073.61,-179891289351782.4,-143610390301900.8,-65113365990604.83,-73269623809638.4,-68891690663936.016,-58328560015769.625,-99591203376332.83,-75582884806656.03,-85102015440486.4
AGE_mid,-0.004718923568725586,-0.005444884300231934,-0.009038090705871582,0.0003279566764831543,-0.0007148027420043945,-0.005196285247802734,-0.006375944614410401,-0.0033031821250915526,-0.010610055923461915,0.004164278507232666,0.00496596097946167,0.029619038105010986,-0.010878276824951173,0.003547513484954834,-0.008456385135650635,0.00025752782821655276
DTHHRDY,0.009584271907806396,-0.00242767333984375,0.004718673229217529,0.021284568309783935,-0.003954553604125976,5.638599395751953e-06,0.015960705280303956,-0.0068793058395385746,0.0015633344650268556,0.018934309482574463,0.003588438034057617,0.03990471363067627,-0.0013530969619750977,0.010645127296447754,-0.0062852978706359865,0.012250924110412597
SMCENTER_code,0.3333333333333333,0.3333333333333333,0.3348148148148148,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3395067378591406,0.3333333333333333,0.33853689415707194,0.33821108283512846,0.3333333333333333,0.33274853801169585,0.3333333333333333,0.3333333333333333
SMNABTCH_code,0.216599741574289,0.20863411683118643,0.1991684003954377,0.2,0.2,0.19929824561403509,0.19954887218045111,0.20037932669511616,0.19745376955903268,0.19967757230915123,0.19724310776942358,0.20751227795581745,0.2,0.20312463243896114,0.2,0.21166853213774553
SMGEBTCH_code,0.19576190476190475,0.2196578231292517,0.19874965986394555,0.22344217687074827,0.18890136054421766,0.2204925170068027,0.2087292517006803,0.2286394557823129,0.20741292517006804,0.19067032542746828,0.2089011337868481,0.20856190476190478,0.226291156462585,0.19703265306122447,0.1880952380952381,0.22474013605442175
