rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,EPH-Ephrin Signaling R-HSA-2682334,0.013195970913978198,4.62420830401126,20.012850913677784,EPHA1;KALRN;MYH10;PTK2,0.6959382378151473,0,0,198,pos,Reactome_2022
2,Branched-chain Amino Acid Catabolism R-HSA-70895,0.01844202324839397,10.516214779372675,41.9925427496273,ACAD8;ALDH6A1,0.6959382378151473,0,0,198,pos,Reactome_2022
3,RNA Polymerase III Transcription Termination R-HSA-73980,0.02015437543575447,9.98989898989899,39.00390099361183,POLR3B;NFIB,0.6959382378151473,0,0,198,pos,Reactome_2022
