rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,PAX5 mouse,1.7696212764855076e-07,56.38461538461539,876.6302276842081,BLK;CD79A;CD19;EBF1;BLNK,1.9642796168989134e-05,0,0,28,neg,TRRUST_Transcription_Factors_2019
2,POU2AF1 mouse,8.98018633910456e-06,40.38775510204081,469.32550127312595,CD79B;SPIB;POU2F1;POU2F2,0.0004984003418203032,0,0,28,neg,TRRUST_Transcription_Factors_2019
3,PAX5 human,5.082545165940558e-05,23.74909963985594,234.8100391955592,BLK;CD79A;FCER2;CD19,0.0018805417113980064,0,0,28,neg,TRRUST_Transcription_Factors_2019
