rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Serine Metabolism WP4688,5.3162099096467675e-05,60.28934010152284,593.3776232841345,SRR;PSAT1;PHGDH,0.01945732826930717,0,0,22,neg,WikiPathway_2023_Human
2,MicroRNAs In Cardiomyocyte Hypertrophy WP1544,0.0001847095945840248,7.9219440353460975,68.10278008268052,HDAC5;AKT1;TAB1;RAF1;HDAC7;MAPK3,0.020175990193800623,0,0,22,neg,WikiPathway_2023_Human
3,Clear Cell Renal Cell Carcinoma Pathways WP4018,0.00021051995052031558,7.7206055069816,65.36210680281118,PKM;PSAT1;AKT1;ARNT;PHGDH;PGM1,0.020175990193800623,0,0,22,neg,WikiPathway_2023_Human
