rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Vascular smooth muscle contraction,0.000387175514194545,5.66321243523316,44.49377854852881,ACTA2;PPP1R14A;CALD1;GNA12;ADCY3;MYH11;MYLK,0.07627357629632536,0,0,93,pos,KEGG_2021_Human
2,Small cell lung cancer,0.002314640612789538,5.809902740937224,35.257399700593666,CASP9;CCNE1;COL4A1;COL4A4;FN1,0.2279921003597695,0,0,93,pos,KEGG_2021_Human
3,Relaxin signaling pathway,0.009644413789602053,4.0686517783291976,18.8841443972766,ACTA2;COL4A1;COL4A4;GNG7;ADCY3,0.39786127132199983,0,0,93,pos,KEGG_2021_Human
