,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16
A1BG,0.42487532,0.0044688582,-0.06451458,-0.11276603,0.13950467,-0.18605888,-0.115950406,0.33315867,-0.6528914,0.8668572,-0.14341176,-0.31684935,-0.08620992,0.012533367,0.0617899,0.3991753
A1BG-AS1,-0.33152252,0.3703609,-0.18929839,-0.15053898,0.018796325,-0.010687113,0.2844721,0.25992393,-0.16028434,0.6179929,-0.048567355,-0.5493492,-0.077585876,-0.16206503,0.2350226,-0.07703602
A2M-AS1,-0.40573925,0.31176656,0.08953363,0.25823265,0.12025982,-0.15316159,0.17958581,0.07109493,-0.060509145,0.020815432,0.08243173,0.03697276,-0.00095814466,0.26251823,0.94035715,0.26415288
AAAS,-0.06702542,0.45890808,0.25584698,0.42501092,-0.22825003,-0.05350709,0.37913322,0.4905045,0.010001659,0.25635064,-0.06405711,0.045260787,-0.34585595,0.13254583,0.8977324,0.56626797
AACS,-0.14081597,0.52158535,0.022394955,0.2679661,-0.07595569,-0.3843814,0.24632663,0.42588562,-0.0021755695,-0.02425611,0.058749318,0.010998547,-0.19243807,0.016012788,1.2149439,0.017610192
AAGAB,-0.051817298,0.19696951,0.13677776,-0.12328625,-0.42210817,-0.12590885,-0.15515685,0.18122196,-0.15596747,0.36111176,-0.008574128,-0.05813539,0.21410882,0.1626879,1.2260497,0.31000376
AAK1,-0.68056136,0.44367313,0.15199482,0.10479838,-0.033581257,-0.14389902,0.007998943,0.24654865,-0.03296286,-0.0025242567,0.02361834,0.018312037,0.09135902,-0.023683906,0.8944005,-0.355801
AAMDC,0.21590292,-0.0687927,0.033320487,-0.14732927,-0.05428642,0.14890283,-0.07267892,0.19163638,0.14535934,0.21342784,0.030635297,-0.25548786,-0.11257231,0.010232627,0.6787315,0.5203277
AAMP,0.066010654,0.7768735,0.032895803,0.27498752,-0.278081,-0.15423447,0.25740117,0.3220722,-0.09596944,0.35410672,0.09305179,-0.027179718,-0.22262037,0.038293004,0.9968132,0.27175397
AAR2,-0.3545195,0.5405694,0.08765459,-0.25212765,-0.28541684,-0.17863512,-0.041151047,0.29500127,-0.26142895,0.7061899,0.003799796,-0.052559376,-0.18357635,-0.096061826,0.56601167,0.045499206
AARS2,-0.07175207,0.39789677,-0.033050776,0.55030584,-0.13981462,-0.20746589,0.25117397,0.3686428,0.009858608,-0.024938583,0.058096647,0.016850233,-0.30753613,0.26006103,0.98969936,0.1489222
AARSD1,0.11565685,0.30981898,0.11924505,0.4444003,-0.20620227,-0.23068488,0.22699833,0.3465712,-0.16155839,0.10493398,0.027862191,0.09161234,-0.44329464,0.21640062,0.81765056,0.53411126
AASDH,-0.15171617,-0.3005609,-0.024688989,-0.06596297,0.1642242,-0.014468282,-0.3131643,-0.041408837,0.031980872,0.3229402,0.019599497,-0.2958566,0.18945634,0.11538342,1.1875935,0.027514994
AASDHPPT,-0.2861902,-0.008034706,0.015357137,0.017914176,-0.11990368,-0.13893992,-0.25954247,-0.25382638,-0.04848689,0.07533133,0.20851344,-0.16719103,0.19985288,0.15002266,1.2638956,-0.44917166
AASS,-0.30735135,0.2528131,-0.11879802,0.34953356,0.10499656,-0.40878654,0.020438433,0.14288425,0.006431341,-0.17971396,0.16868114,0.17072558,-0.21892786,0.13532937,0.9463787,-0.000756979
AATBC,-0.1972735,0.41365921,0.011691451,0.051528215,-0.29657483,0.407964,0.41421056,0.08556247,0.30505657,0.4243672,-0.044739246,-0.6176412,0.18699169,0.15172064,0.5480528,0.07762909
AATF,-0.13110638,0.7323861,0.37620515,-0.04942417,-0.57009906,0.056684017,0.095397234,0.5635455,-0.22355318,0.0070884824,0.12710989,0.1332581,-0.42583346,0.0036522746,0.4489571,-0.047308207
AATK,-0.043821335,0.044199824,0.006699562,-0.28519928,0.14627576,0.29248,0.13474822,-0.0821501,-0.33428073,0.2922833,-0.23715794,0.013533235,0.113749504,-0.08414388,-0.39576888,-0.8171737
ABAT,-0.3023818,0.021854043,-0.09345114,-0.3326714,-0.005418062,0.35324693,0.20526499,-0.035265088,0.1636669,-0.005620718,-0.0112921,-0.59551895,0.18409938,-0.04401505,0.49374402,-0.71011037
ABCA1,0.32223463,0.14675558,-0.15029311,-0.1945734,0.10625124,0.43749213,-0.1902312,-0.33100247,-0.13510883,-0.14336109,0.13871789,-0.085520744,0.13318062,0.16587377,0.56705475,-0.90462565
ABCA2,-0.29285252,0.34336448,-0.03836453,0.3137529,-0.09030104,0.11488795,0.7351637,0.44490993,-0.23212433,-0.17568767,-0.14922619,-0.43602288,0.19860268,0.10648966,0.68451464,-0.42788982
ABCA3,-0.46751797,0.508108,0.0742048,0.44184625,-0.2761081,-0.3530331,0.43193176,0.33899844,-0.16262606,-0.13123229,0.26335344,-0.16284212,-0.3049597,0.21021515,0.8898668,0.17493069
ABCA5,-0.19624233,0.047826767,-0.083476305,0.3709495,0.24807453,-0.06940365,-0.23411512,0.09521842,0.1516223,-0.25091767,0.06583333,0.00013113022,-0.020724535,0.22363067,1.194495,-0.40045977
ABCA7,0.210239,0.35297424,0.08852929,0.106559694,0.08588582,0.50614476,0.94450265,0.44869035,0.032112002,-0.3067404,-0.32070428,-0.5063936,0.025421381,0.20762533,0.19246787,-0.35051852
ABCB1,-0.21116883,0.40529668,-0.019469857,0.36312342,-0.14743805,-0.27911365,0.31781942,0.23804903,-0.115315616,-0.11974126,0.16473532,0.05362332,-0.14352202,0.23076236,1.1178881,-0.023463368
ABCB10,-0.020128489,-0.33772737,-0.25266856,0.049343705,0.27874112,-0.14080107,-0.108361244,-0.3615901,0.35143346,0.071528554,0.10366887,0.16873628,0.33702254,0.013409555,1.222159,-0.13328344
ABCB4,0.032526255,0.26428998,-0.28550327,0.4410684,0.16824007,-0.14618933,-0.13678074,0.4109025,-0.1350224,-0.42963922,0.2960205,-0.6786376,-0.49670637,-0.2287656,0.6468415,0.26971698
ABCB7,0.22114813,0.11090934,0.00011622906,0.17316937,-0.13890862,-0.09173453,0.044623017,0.14091432,-0.04887581,0.109645724,0.15694797,0.003245473,-0.08215308,0.16552508,1.1328429,0.3666699
ABCB8,-0.37186444,0.48584938,0.10483563,0.48790574,-0.18529892,-0.25946498,0.31971633,0.6354809,0.009599328,0.17870963,-0.044715405,-0.13073385,-0.2860278,0.17180443,0.9653419,0.24799109
ABCB9,-0.21507442,0.3255844,0.16099215,0.3820181,0.09740293,0.04156828,0.42128563,0.54522157,-0.11792183,0.12215376,-0.13397336,-0.34987926,-0.18406212,0.02515018,0.934723,0.4817009
ABCC1,-0.047805905,0.5050421,-0.053033233,0.18589199,-0.024935603,-0.21322966,0.047153234,0.14971197,0.12686253,-0.22758842,0.17922223,0.19799769,-0.095924735,0.06506741,0.85596144,-0.08557141
ABCC10,-0.27567148,0.37884116,-0.028139353,0.5514264,-0.090789795,-0.1792252,0.2702117,0.4597664,0.16560555,-0.14671087,-0.03964901,-0.106287,-0.093746185,0.25057793,1.1253536,-0.17044544
ABCC3,0.21220446,0.34383535,-0.40683746,-0.3732562,-0.5051017,-0.044631958,0.49575567,0.00076293945,0.013113022,0.32134652,0.42425394,-0.25571585,-0.28504133,0.101691484,0.22583604,-0.15426874
ABCC4,-0.16961396,-0.24261177,-0.23342073,-0.28237998,0.08799434,-0.3892988,0.37461817,-0.18654466,0.46613514,0.032424927,0.2776742,-0.101450086,0.10563731,-0.05892217,0.7105768,0.2791375
ABCC5,0.040633976,0.09673238,-0.11475384,-0.20519048,0.2456814,0.35297573,0.35762936,0.019049644,0.08429885,0.17414689,-0.12310147,-0.2596289,0.27346313,0.2652347,0.83905905,-0.71270466
ABCD1,-0.3368616,0.5115777,0.056886673,-0.33211857,-0.14951527,0.13890415,0.027149916,0.4689172,-0.113759935,0.62262714,-0.13355911,-0.35889745,0.08589774,-0.3252238,-0.0044062734,-0.42486042
ABCD2,-0.31552017,0.083027035,0.01694262,0.3380075,0.024150312,-0.3014624,-0.2416417,0.14438331,-0.015346706,-0.16461909,0.1274012,-0.23748428,-0.0042125583,0.29428303,1.1689894,0.069689006
ABCD3,-0.08803159,-0.43623412,-0.12206659,-0.22640526,0.053125247,-0.13026297,-0.34673065,-0.07291213,0.080522895,0.20589978,-0.035772473,-0.20378754,0.45432523,0.0761956,1.0717143,-0.25410503
ABCD4,-0.075525045,0.3092736,-0.10783672,0.5551934,0.06703138,-0.23853183,0.18166304,0.43343306,0.04401505,-0.071799755,-0.00962615,-0.21549761,-0.11918843,0.164181,1.2368232,-0.041526556
ABCE1,-0.15179366,-0.10279566,0.049188733,0.17236024,-0.112344325,-0.12948662,-0.26933402,-0.040264428,-0.12316555,0.13342649,0.13362318,-0.1835823,0.008651614,0.23016036,1.3608799,0.05926937
ABCF1,-0.11968613,0.5875185,0.07797927,0.39495826,-0.31152964,-0.23680478,0.2836272,0.2992168,0.033178926,-0.14487207,0.20134747,0.17377883,-0.34908354,0.15566498,0.8036077,0.32805055
ABCF2,-0.26726574,0.40414035,0.13106838,0.11889264,-0.4483506,-0.29997528,0.18977225,0.3758356,-0.12538731,0.2178073,0.13430715,0.004941225,-0.13760775,-0.039836764,1.070004,0.27931184
ABCF3,-0.115031004,0.67869425,0.14893413,0.43001175,-0.2310276,-0.13391376,0.24750233,0.55794716,-0.1691997,0.04489422,-0.0009506941,0.13902485,-0.3946364,0.088733435,0.7465601,0.005251169
ABCG1,0.19284487,0.6445676,-0.14117956,-0.14297962,0.21578968,0.29195547,0.038549304,-0.06351173,-0.017389655,-0.115805864,0.100037456,-0.37502944,-0.25865734,0.1105994,0.5838126,-0.76763034
ABHD10,-0.0036023557,-0.30379072,0.08418858,0.1366809,-0.101317465,-0.07929355,-0.07025376,0.1020357,-0.103159994,0.28244257,-0.07935092,-0.36808923,0.18338934,0.2740316,1.1358612,0.2330251
ABHD11,0.050640106,0.19919276,0.20984411,-0.15239716,-0.24325252,0.2856791,0.17845035,0.15314221,-0.32111108,0.73731244,-0.31387806,-0.2514094,0.09397268,-0.10421276,0.09445846,-0.027304888
ABHD12,0.114154816,0.6348759,0.058329105,0.22778511,-0.17654896,-0.22280812,0.2572626,0.2962172,-0.17918646,0.3098607,0.12243688,0.36719143,-0.33878982,0.07643998,0.86577535,0.3524825
ABHD13,-0.021401048,-0.38113892,-0.077328086,-0.13641715,0.07403493,0.042805076,-0.5419582,-0.29985905,-0.26367605,0.009199977,-0.050255656,-0.031635165,0.6155044,0.117358565,0.7301837,-0.73033273
ABHD14A,-0.090932846,0.3584534,0.09625107,0.38072318,-0.20159632,-0.29644668,0.21962672,0.58384985,-0.049827993,0.20236224,0.006571412,-0.29783845,-0.42767972,0.26722997,0.9924412,0.456509
ABHD14B,0.02681017,0.52775145,-0.04143715,0.3358364,-0.11342764,-0.3417611,0.1299262,0.37693977,-0.04694462,0.018185377,0.16011,-0.0336051,-0.5660951,0.20741224,0.75206757,0.3268361
ABHD15,-0.091189146,0.4123211,-0.122356415,0.32829046,-0.022685528,-0.3504455,0.3132105,0.16951561,-0.0070929527,0.01732111,0.13779402,-0.05915165,-0.17921925,0.27169585,1.1509418,-0.006747246
ABHD16A,0.12831911,0.22503734,0.099197775,-0.05311221,0.08759424,0.24482086,-0.1271084,0.41040704,-0.18967539,0.1974374,-0.369218,-0.014786422,0.07125214,-0.08559376,0.06196648,-0.64103305
ABHD17A,-0.03452897,0.6326139,-0.003373623,0.76647997,0.003618002,-0.33991337,0.26592016,0.5997479,-0.019437075,0.110286474,-0.17414093,-0.07868409,-0.433892,0.29514432,0.6081104,0.3036499
ABHD17B,-0.045725703,0.48687458,-0.117865205,0.36020577,0.06734133,-0.21114647,0.07429421,0.02220869,0.03657639,-0.27825236,0.19552708,-0.11346638,-0.072941184,0.34042895,1.2908787,-0.25740266
ABHD17C,-0.018189847,-0.062035024,0.07007122,-0.31787306,0.3722459,-0.029283762,-0.1425527,-0.06116405,-0.21674484,-0.40073618,0.12335554,0.56954026,0.3371492,0.10000095,0.6832026,-0.5229496
ABHD18,-0.24837404,-0.109846145,-0.07137507,-0.020495057,0.21738261,0.14175475,-0.2758205,-0.12614429,-0.00040382147,0.22402406,-0.042829663,-0.28611124,0.2862744,0.104269385,0.89965016,-0.62808096
ABHD2,-0.18204078,0.5281903,-0.063700974,-0.2765268,0.027831644,0.35424232,-0.040563196,-0.29431134,-0.039426982,0.089713186,-0.04665479,-0.1510933,-0.021986663,0.10573268,0.21965429,-1.1846558
ABHD3,-0.10215044,-0.16155541,0.032776594,-0.137645,0.06912947,0.4799366,0.10852218,-0.29399097,0.029736757,-0.11154413,0.06707609,-0.46796203,0.52919984,0.30587912,0.7848531,-0.47476888
ABHD4,0.19970685,0.77609867,0.07327795,-0.22233874,-0.0048413873,0.2648294,0.56183934,-0.042803586,-0.268282,-0.17050505,0.07175058,0.24698675,-0.26734322,-0.029920042,0.22889525,-0.4377529
ABHD5,0.5692881,-0.287053,0.04042089,-0.66093355,0.42089784,0.7724699,0.4151758,-0.080640614,-0.19979328,-0.40774196,-0.15765876,-0.20961314,0.15326254,0.21301173,-0.27090758,-0.7899448
ABHD6,-0.052060187,0.038506836,-0.056552887,-0.40289834,-0.11810884,0.04266575,0.19103661,-0.18936992,-0.16121939,0.5089887,0.108107924,-0.25059506,0.103993714,-0.014196336,0.5733758,0.043213367
ABHD8,0.24471879,0.22904873,-0.088465214,-0.5408883,-0.02168417,-0.08009672,-0.11264086,0.3078103,-0.20729303,0.6849408,-0.115430355,-0.3093362,0.2826929,-0.3756225,0.17261505,0.145185
ABI1,0.042315573,-0.33186862,-0.02934374,-0.10053441,-0.025439635,0.06800182,-0.4800819,-0.20561218,-0.2315823,-0.021919236,-0.0741709,0.12916662,0.35106167,-0.019758567,0.6670352,-0.78925306
ABI2,-0.18463433,0.32954067,-0.10659248,0.42316467,-0.14409274,-0.38033873,0.15386492,0.09056628,0.06963462,-0.2390191,0.287731,0.026448071,-0.14068931,0.13289899,1.1947066,0.15171021
ABI3,0.06122291,0.556615,0.042393804,0.37309825,-0.3720194,-0.24896562,0.34222007,0.26801527,-0.16088784,0.24535954,0.087851286,0.27745664,-0.3481418,0.29715598,0.74107945,0.38321614
ABL1,-0.13740063,0.53116083,-0.16031563,0.3046751,-0.06264746,-0.2734363,0.3180653,0.11216402,0.061786175,-0.06284714,0.17736554,0.18999577,-0.16492903,0.06424487,1.1947811,-0.16278028
ABL2,-0.20067394,0.19465089,0.04656315,0.11579394,-0.25191605,0.05556643,-0.18799901,0.13840497,-0.4023552,-0.29853284,0.30232668,0.11151433,0.3320068,-0.17694533,0.62719285,-0.5185336
ABLIM1,-0.33993423,0.48995316,-0.09277463,0.51575303,-0.049853325,-0.29957294,0.048294663,0.12369752,0.08249283,-0.3465414,0.25123358,-0.123512745,-0.40875077,0.075635314,1.0566175,-0.09255111
ABO,0.053191185,0.38391948,0.09356737,-0.18769503,-0.0369668,0.051009655,0.27905703,-0.0931561,0.15881658,-0.033587217,0.08538365,-0.18908978,0.34968257,-0.051259995,0.8275509,0.16592741
ABR,-0.24215281,0.4841894,-0.018906593,-0.12538433,-0.043788552,0.31664968,0.38343966,0.095918775,-0.08869469,0.09262562,-0.09345114,-0.4823476,0.08748472,0.076279044,0.4553914,-0.6989747
ABRACL,0.08579567,-0.05941093,0.1884304,-0.039624795,-0.23453869,0.061628222,-0.2644077,0.1522068,-0.111631304,0.34459457,0.013948604,-0.41045472,0.027552247,0.13592169,0.8862123,0.16344525
ABRAXAS1,-0.018796325,-0.27643144,-0.065769255,0.19476265,0.12788475,-0.013822317,-0.29086024,-0.14215708,-0.19417256,-0.025850534,0.059242547,-0.5477771,0.207299,0.24957061,1.1951599,-0.37841946
ABRAXAS2,-0.25427938,0.23869872,-0.04402399,-0.2946049,-0.083673,-0.093102455,-0.40282607,-0.03093481,-0.14435053,0.39761066,0.081044436,-0.0982821,0.17570555,-0.06492734,0.8856088,-0.32437742
ABT1,-0.13296157,0.63055456,0.021120906,-0.1946643,-0.022366643,-0.34113675,-0.13848394,0.15427023,-0.36117285,0.59012324,-0.0021770597,-0.063724816,-0.26886314,0.020065904,0.91424584,-0.17631948
ABTB1,0.025808811,-0.0785619,0.032776594,-0.4844755,0.15833676,0.3267944,0.22832453,-0.042921305,-0.11406243,0.20577908,-0.23557842,-0.35218,0.12904406,-0.117743015,-0.5892873,-0.3985703
ACAA1,0.44471473,-0.010330975,0.07289797,0.026889145,-0.0022277236,0.5404338,0.14221221,0.4796207,-0.06607324,0.17222166,-0.44673085,-0.20551533,0.12910515,-0.07598847,-0.21205246,-0.2701953
ACAA2,-0.26175976,0.1889497,0.23415238,-0.30184984,-0.3355056,-0.24281144,-0.0587523,0.06707907,-0.28445125,0.75579584,0.0795275,0.010162592,-0.16525388,0.12826622,0.74769855,0.5490348
ACACA,-0.28958023,0.44115335,0.048424304,0.34298748,-0.20421445,-0.02770871,0.31628907,0.2899602,0.057569146,-0.02092868,0.20314157,-0.1186043,-0.24806559,0.14797747,1.1220366,0.04324764
ACACB,-0.25362074,0.4368633,-0.1500696,0.08471608,0.5056232,-0.050130486,0.34484863,0.1231581,0.017121434,-0.262931,0.095149875,-0.026279688,-0.25773048,-0.09851158,0.863114,-0.48770607
ACAD10,-0.06945133,0.4703939,0.07303357,0.22143126,0.07472038,0.27874112,0.3277123,0.4831493,0.0361979,0.2691388,-0.13487935,-0.54335594,-0.3881514,0.12695193,1.0598421,-0.0575006
ACAD11,0.0698179,0.106972456,-0.055494905,0.4303366,0.10673702,-0.11830628,0.08778274,0.22651553,0.123140216,-0.17606318,0.11961162,0.07813573,-0.1628071,0.2631843,1.2237489,0.22621155
ACAD8,0.26473403,-0.038301945,-0.11557937,0.10755062,0.57485104,-0.03787875,-0.36422014,0.38269162,0.0662148,-0.18550754,-0.38716793,0.18663406,0.19006133,-0.062310696,0.86743236,-0.59737563
ACAD9,-0.07763505,0.37056506,0.10705292,0.1703471,-0.27157366,-0.06944239,0.2487272,0.4090637,0.084897876,0.3410846,0.047454238,-0.11647642,-0.13985634,0.107225776,1.0511488,0.12952685
ACADM,-0.026009232,-0.3549792,0.033523887,-0.14404804,-0.028120726,-0.08382127,-0.1675792,-0.018218905,0.03501326,0.15001819,0.08231774,-0.26578382,0.2548583,0.1260534,1.2414045,0.019069761
ACADS,0.09340942,0.42348802,-0.035381317,-0.06695092,-0.034874678,-0.011947751,0.46329796,0.31331182,-0.15738904,0.5096704,-0.04915893,0.08736253,-0.30379593,-0.09971261,0.597769,0.4884094
ACADSB,-0.28560162,-0.11048019,-0.12574494,0.20092726,-0.024163723,-0.15383363,-0.23062825,-0.10698438,0.12161136,0.10073483,0.1876384,-0.23949742,0.1338929,0.2929747,1.3329893,-0.2870381
ACADVL,0.2551794,0.24340749,0.16737878,0.072836876,-0.11617541,0.055128336,0.43953657,0.19186139,-0.41101277,0.45954883,-0.0569582,0.3037572,-0.07055402,0.06427765,0.59957504,0.49307942
ACAP1,-0.019717216,0.087466836,0.23851246,0.1882419,-0.18859208,-0.0067666173,0.08635223,0.8723512,-0.4238084,-0.13426691,-0.39273053,-0.0745371,0.20494908,-0.19563586,-0.15841573,-0.19787103
ACAP2,-0.0681743,-0.14423579,-0.0191167,-0.29135048,-0.09468347,0.31977147,-0.14976561,-0.23941845,-0.16144663,-0.056430697,0.024826825,-0.3241822,0.46122223,0.18656999,0.47284514,-0.851886
ACAP3,-0.0006854534,0.6701648,0.022953749,0.44287443,-0.08727908,0.30594468,0.73726773,0.5036056,-0.0067055225,0.10154247,-0.15591979,-0.35176277,-0.20894408,0.17260313,0.5563915,0.15898347
ACAT1,0.30454397,-0.40439963,0.110425055,-0.22944957,0.001603365,-0.07598102,-0.11009723,0.17198324,-0.043144822,0.09519309,0.058463216,-0.0057920814,0.0541538,0.16938448,0.9323269,0.79462975
ACAT2,0.3402561,0.13127029,-0.089773536,0.11984408,-0.100162625,-0.21533072,-0.3155023,0.4489988,0.07915199,0.02695024,-0.012466311,-0.2386868,-0.043734908,0.112086535,0.93349814,0.5034715
ACBD3,-0.08404851,-0.008904934,-0.09046793,0.070887804,-0.017619133,-0.1303792,-0.39455593,-0.23539066,-0.18801391,-0.09921193,0.28244853,0.19345284,0.2338171,0.16903877,1.1747986,-0.57219565
ACBD4,0.027889013,0.3946811,-0.10563135,0.28861016,0.22222996,-0.062398612,0.43224096,0.52165836,-0.14885068,0.18318444,-0.030711293,-0.42321533,-0.34226328,0.109000504,0.79152435,0.4257053
ACBD5,-0.3616348,0.02758205,0.021117926,-0.0023134053,-0.07578954,0.059637427,-0.15709251,-0.14827475,-0.12541637,0.036227703,0.14668182,-0.16592517,0.34501106,0.19319654,1.2101084,-0.46930686
ACBD6,-0.21833144,-0.13627969,0.13844073,-0.2536487,0.0052809715,0.22820495,0.040184706,0.103247166,-0.023625046,0.32458642,-0.08063167,-0.536355,-0.04395321,-0.07614754,0.47108456,-0.23157634
ACCS,0.33513308,0.44113398,-0.31152964,0.36718845,0.24541616,0.036859512,0.11949539,0.22622347,0.25207996,0.14703274,-0.19801855,-0.28249025,-0.15279055,0.09356737,0.90744495,-0.07419586
ACD,-0.04889965,0.72393715,0.10968447,0.38483143,-0.16996264,-0.11624694,0.5856395,0.58700144,-0.16412735,0.06558299,0.0048696995,-0.12830496,-0.39879084,0.16707182,0.62294304,0.27492642
ACE,-0.12518167,0.56808144,0.28195232,0.5191505,-0.21989346,-0.24067312,0.06660372,0.32474697,-0.058308244,-0.15782118,0.111454725,0.19862652,-0.43489486,0.14885962,0.80836266,0.13884902
ACER3,-0.2541721,-0.37947297,0.17294288,-0.45573115,-0.20294785,0.05916953,-0.48388243,0.01783967,-0.19161105,0.34807324,-0.12734532,-0.08524656,0.641489,-0.3368497,0.005120039,-0.25311112
ACIN1,-0.20976216,0.30982643,0.00282377,0.19260049,-0.10264218,0.31407773,0.4200682,0.27124882,0.098223984,-0.37035048,-0.050915778,-0.23410618,0.30076802,0.034435093,0.89486986,-0.7922873
ACKR3,-0.47913045,0.11370778,-0.15217811,-0.31365156,0.38265735,-0.27522892,-0.17496496,-0.64908713,-0.3542766,0.586766,0.26943833,0.5622372,0.0159055,-0.22407174,0.74991435,-0.3977716
ACLY,-0.42184293,0.65927804,-0.01706481,0.04040897,-0.29520392,-0.15654862,0.117495656,0.13157576,0.024361908,-0.029824674,0.23985803,0.13108552,-0.07587373,0.083604455,1.1174963,-0.50616264
ACO1,-0.16552806,0.57874024,0.19755661,0.029414892,-0.40571392,-0.01385808,0.3359586,0.14836788,0.061270595,0.031894445,0.42156875,0.090411305,-0.13360977,-0.045973063,1.120621,0.37367642
ACO2,-0.096195936,0.7339567,0.018119812,0.2350986,-0.27913153,-0.23341179,0.3697127,0.29830635,0.12139678,0.016996264,0.19973814,0.2823174,-0.3856808,-0.0028938055,0.7678479,0.1391381
ACOT11,0.18410087,0.44144392,-0.03579259,0.19531846,-0.14103651,-0.0074863434,-0.040006638,0.51496625,0.48101544,0.16371608,-0.10822415,-0.029546022,-0.14798641,0.08915067,0.68578124,0.085800886
ACOT13,-0.058987737,-0.3760904,0.07715523,-0.5804062,0.01603663,0.23972988,-0.0070780516,0.059759617,-0.17422438,0.3677696,-0.12641847,-0.5547732,0.23798048,0.049215555,0.2739519,-0.0454098
ACOT2,-0.10381937,0.46046972,-0.0374496,0.23649633,-0.022286177,-0.26457906,-0.013563037,0.19626915,-0.14395118,0.08187294,0.19459724,-0.010192394,-0.41083694,0.055110455,1.0072172,0.34582317
ACOT7,-0.1087755,0.35155714,0.079613924,0.24135411,-0.34934878,-0.34110844,0.32625794,0.3068924,0.11214912,-0.124281645,0.17348528,0.25709867,-0.27734637,0.16080439,0.549984,0.4804194
ACOT8,0.06810427,0.012588501,0.18945038,-0.37328005,0.026801229,0.038468838,-0.084638596,0.34925938,-0.1472354,0.49196184,-0.28007627,-0.28035045,0.16924143,-0.17260313,0.14052689,0.18033683
ACOT9,0.32657534,0.528194,0.16130954,0.31263083,-0.23179501,0.3872767,-0.27988702,-0.10807514,0.12924373,-0.13283789,0.011013448,-0.028569996,0.10252744,0.2463147,0.5738631,-0.20599663
ACOX1,0.04543662,-0.19669235,0.113514066,-0.6726116,0.0842154,0.32741427,0.062292814,0.019335747,-0.2047658,0.14686584,-0.1715064,-0.40136874,0.49289763,-0.06992221,-0.13364851,-0.5412549
ACOX3,-0.084745884,0.6556153,0.21916479,-0.0027030706,-0.23831129,-0.14513433,-0.02835393,0.48918426,-0.22523105,0.24867356,0.043602288,0.29319227,-0.108379126,-0.10417104,0.6339133,0.07015467
ACP1,-0.004398823,-0.21128953,-0.10165274,0.21980703,0.074103475,-0.28233528,0.09230375,-0.07233918,0.20474494,0.11040568,0.1803428,0.032243133,-0.11881888,0.12567937,0.79841614,0.8264899
ACP2,0.06309748,0.47809482,0.13668537,-0.21793842,-0.353837,-0.062167645,0.14808774,0.09891391,-0.43331385,0.86720586,0.08429289,0.4551947,0.049203634,-0.00783205,1.0109544,0.4189551
ACP5,0.17241612,0.51543194,-0.24914518,-0.09743869,0.12290403,-0.20466372,0.4176952,-0.07951334,-0.27374998,0.35590157,0.19939467,0.22767484,-0.2031453,-0.032723695,0.7473238,0.7396542
ACP6,0.6663829,0.21632016,-0.060769916,0.39905906,0.14275312,0.27132928,0.3382206,0.22216737,0.116464496,-0.48575103,-0.15859306,0.33951104,0.0078469515,0.32889247,0.7270813,-0.19283593
ACRBP,0.29591024,0.21116287,-0.3793195,-0.41695833,-0.29803813,0.09127855,0.6141737,0.17548203,0.19862056,0.08394122,0.25400072,-0.6748855,-0.12805313,0.06995648,-0.18051565,-0.07339269
ACSF2,0.12675524,0.4934609,-0.061547756,0.40646195,-0.18282533,-0.22855401,0.17693043,0.26267767,-0.038158894,-0.06887317,0.18458366,0.022250414,-0.2687037,0.11745691,0.5691111,0.39324164
ACSF3,0.0014662743,0.62178075,0.08805692,0.3414303,-0.11269152,-0.19069016,0.29554665,0.46646893,-0.10228455,0.40242672,-0.008159876,0.22454858,-0.2564758,0.09478927,0.8398354,0.23582578
ACSL1,0.14384985,-0.4829079,-0.0011444092,-0.45871735,-0.04915595,0.36308467,-0.17589629,-0.21332204,-0.33967495,-0.20050406,-0.013116002,0.16623735,0.41655898,-0.22192597,-0.21154284,-0.9833038
ACSL3,0.015263259,-0.2077885,-0.06199926,-0.121916085,-0.14710501,0.086820126,-0.5788826,-0.2468139,-0.22354722,-0.13951957,0.10636598,0.34624636,0.33554286,-0.11101514,0.3121242,-0.96173793
ACSL4,-0.05172491,-0.44688582,-0.04659593,-0.5492449,0.062012672,0.26958585,-0.30010343,-0.40792823,-0.4100144,0.061529875,-0.003761053,0.020253658,0.5401075,-0.09352565,0.09725094,-0.9698957
ACSL5,-0.36120415,0.62488616,0.21347106,0.3368199,-0.40986538,-0.15688688,0.19900799,0.40386766,-0.0010728836,0.11771619,0.13773143,-0.027182698,-0.16355067,0.18819273,1.2229011,0.28023124
ACSL6,0.010895729,-0.27634203,-0.3056556,0.05170405,0.36775172,-0.38693845,0.36503524,-0.16199648,0.41190386,-0.018922985,0.085276365,0.19838959,0.084361434,-0.038287044,0.80139935,0.4824847
ACSM3,0.20210743,-0.046366453,-0.21266341,0.06504655,0.067436695,-0.24376512,0.010281801,-0.024044514,0.3785491,-0.29195547,0.25359392,-0.18194914,-0.13404489,0.15164614,0.7944226,0.54715276
ACSS1,-0.123113394,0.4208833,-0.018778443,0.4620403,-0.10329485,-0.26426613,0.39928854,0.4018575,0.1420021,-0.17719567,0.08646548,-0.22750795,-0.16653836,0.26758015,1.2054592,0.2867669
ACSS2,0.24867356,0.24908781,0.11727214,-0.48812032,-0.15584826,0.5698621,-0.13322532,0.040137768,-0.1052171,0.4941374,-0.17911196,-0.015002489,0.16043484,-0.27626753,-0.19843578,-0.277555
