,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16
ACTA2,-0.18313825,-0.03363788,0.263834,-0.33386648,-0.14384836,-0.12412071,0.42907596,0.3548175,0.006747246,-0.1755625,0.29765666,0.28165877,0.11757463,-0.0890255,-0.0024273992,0.58315545
ACTB,-0.16087964,0.043997914,0.077524036,-0.5496167,-0.17074198,-0.069995224,-0.32285675,0.25798792,-0.048096478,0.22754297,-0.10329671,0.18315539,0.11293739,-0.20140857,-0.25952086,-0.444695
ACTG1,0.062566996,0.21669865,0.12076497,-0.14610887,-0.16142726,-0.2693206,-0.3768295,0.45506358,0.091809034,0.0040471554,-0.027179718,0.44041276,-0.05313158,0.06738901,0.27285814,-0.21623671
ACTL10,-0.2644047,0.12758821,0.067700446,0.12445897,-0.14899224,-0.036610663,0.1737982,0.3256008,-0.045119226,0.3053859,-0.043693185,-0.44190735,-0.16394407,-0.023834407,0.5260542,0.37528127
ACTL6A,-0.07670671,-0.014624,-0.03684759,-0.19238591,-0.15326738,-0.16716719,-0.11880994,0.10166168,0.17569512,0.36763996,0.03475845,-0.39007664,0.012871623,-0.0035732985,0.8745014,0.14234036
ACTN1,0.12471974,0.3560543,0.05517751,-0.39762706,-0.35609007,0.41143745,0.20859241,0.18618256,-0.06478578,-0.2719015,0.07035285,0.05122423,-0.016060472,-0.08059889,-0.4387617,-1.0546223
ACTN4,-0.41235983,0.7652223,0.029808283,0.04068315,-0.3311813,-0.04812479,0.40552318,0.3137052,0.083673,-0.2839148,0.1989901,0.13620257,-0.18473864,0.04403591,0.47966242,-0.45415163
ACTR10,-0.1346618,-0.49284995,0.15020669,-0.35906732,-0.069993734,0.07583797,-0.4780233,-0.020051003,-0.100407004,0.3508106,-0.14029145,-0.26440918,0.38637668,-0.027760863,0.34642667,-0.20472407
ACTR1A,0.01578033,0.4206717,0.19103885,-0.32751262,-0.21277666,0.051623583,0.116992,0.55001676,-0.09029508,0.12277961,-0.24603903,-0.10076761,0.17523468,-0.23687184,0.051230192,-0.093734264
ACTR1B,0.059598684,0.49840808,-0.21547675,0.4136145,0.18286109,-0.27288198,0.15541315,0.32777786,-0.08378625,0.2009511,-0.070530176,-0.08568764,-0.26949048,0.18147826,1.0919899,0.0027298927
ACTR2,-0.24166703,-0.12591742,-0.042147934,-0.42332858,-0.14979504,-0.0027056783,-0.42643884,-0.18759519,-0.13341531,0.07129386,0.07667914,-0.075900555,0.39445907,0.002413988,0.459807,-0.931789
ACTR3,0.012328476,-0.43403432,0.13871118,-0.34576207,-0.18233657,0.09577945,-0.36917552,0.04037693,-0.09436607,-0.103887916,-0.05499348,-0.3221661,0.42302853,0.13075285,0.2929503,-0.50625354
ACTR3B,-0.24953485,0.13039112,-0.17468035,-0.09676516,-0.17248392,-0.35910606,0.02822578,0.5143523,0.18405914,0.106459856,0.1554519,-0.7992625,-0.23010969,-0.036287308,0.8468032,0.14841557
ACTR3C,-0.121456385,-0.15868992,0.3611192,0.31784922,-0.23984611,0.07054508,0.1733303,0.33301115,0.091160834,-0.21685511,-0.022785366,-0.32418668,0.23918897,0.07778704,0.8510232,0.31244308
ACTR5,-0.18032789,0.31992793,0.07674694,0.5052537,-0.1897186,-0.25732517,0.25537908,0.35176873,-0.038746,0.05018115,0.033679605,-0.18118024,-0.26448965,0.3077656,1.1287868,0.39077997
ACTR6,-0.16096085,-0.6474942,0.19164085,0.074359775,0.0076562166,-0.08017868,-0.38423836,-0.1316607,-0.27344227,0.12099147,-0.05645454,-0.3583461,0.42177737,0.38664937,0.8952826,0.021009147
ACTR8,-0.06622076,0.23846626,0.1368761,0.34860373,-0.0715673,-0.18988848,-0.2670884,0.1363635,-0.05531311,-0.000333786,0.09469986,0.20759702,-0.08228421,0.08062124,1.0302842,-0.21085143
ACVR1,0.04568994,0.42214468,-0.28688312,-0.15687495,-0.22972375,-0.1651816,0.01835972,-0.22333786,-0.1582697,0.03972575,0.50077736,-0.101305544,0.098694116,0.110943615,1.1401997,-0.294324
ACVR1B,-0.018927455,-0.057584047,-0.07458329,-0.5613178,0.14256835,0.16709268,-0.2287358,-0.28767884,-0.38739145,0.117361546,-0.038191676,0.68986416,0.36527812,-0.24953187,0.13224483,-1.0871917
ACVR2A,-0.08919537,0.34487247,-0.08555055,0.40651262,-0.19028783,-0.33571422,-0.14956594,0.06252825,-0.05915165,0.12823641,0.108376145,0.09736419,-0.10154843,0.19161999,1.2125432,-0.23218691
ACVR2B,-0.27968585,0.3129229,-0.21332502,0.559894,0.028821826,-0.34158304,0.023768842,0.14670342,0.18047243,-0.3007315,0.17722994,-0.09141415,-0.08554906,0.1375854,0.939823,0.057953596
ACY3,0.023704767,0.5578399,-0.0007092953,0.16124845,0.03606975,-0.07309914,0.15954375,0.085157156,0.108247995,0.08611083,0.2554059,-0.02246499,-0.709635,0.1403153,0.62402487,0.397861
ACYP1,-0.0666827,-0.117602944,0.10627508,0.32016337,-0.087976456,0.06464571,0.113506615,0.1568839,0.005324185,0.017361343,-0.028252602,-0.3551215,0.08073449,0.23221225,0.9580612,0.5456269
ACYP2,0.21497309,0.16461611,0.13793111,0.14564991,0.0338614,0.19813031,0.24820715,0.1680538,-0.23373663,0.01411885,0.04724115,-0.39014965,-0.09417534,0.10741949,1.084289,0.515683
ADA,0.050204992,0.3792882,0.10129213,0.5491853,-0.3668368,-0.2902329,0.18727183,0.3262937,-0.07172227,-0.060859323,0.08472204,0.17232001,-0.2664268,0.36312938,0.77851415,0.5102277
ADA2,0.044208765,0.6966263,-0.02822876,-0.06951392,-0.4030615,0.11641085,0.37572384,-0.0064074993,-0.00042021275,0.4099548,0.34525394,0.045999885,-0.1692295,0.17276108,0.82044005,0.17606616
ADAL,-0.10313988,-0.13450384,0.094389915,0.3230214,-0.14562607,-0.114655495,0.042504072,0.1901269,0.18936396,-0.0066280365,0.12857914,-0.1260817,-0.22243261,0.19460917,1.2133777,0.22903681
ADAM10,-0.09050667,-0.22338331,0.0028520823,-0.30832887,-0.021505356,0.18442571,-0.35256445,-0.28017163,-0.24888813,0.20814836,0.016993284,-0.299111,0.5146891,0.10292232,0.69204867,-0.79374015
ADAM12,0.095659494,0.37584305,0.03708899,0.32685995,-0.31986535,0.052523613,0.25063157,0.029623508,0.145486,0.0045001507,0.21449924,-0.07414222,-0.1267016,0.26183724,0.9567067,0.05326271
ADAM15,0.32767057,0.68812966,-0.02103448,0.050982833,0.1617372,0.022357702,-0.23468137,0.411579,0.41216612,0.5583465,-0.27080476,0.063341856,-0.1308471,-0.27288198,0.5460799,0.16707182
ADAM17,-0.23239553,-0.09854436,-0.12142062,-0.384897,0.12398362,0.28181076,-0.055885315,-0.35916567,-0.09325743,-0.08429885,0.088340044,-0.47026277,0.39177835,-0.060030818,0.3029108,-0.69738925
ADAM19,0.04875362,-0.14500916,-0.22175908,-0.3877163,0.17714798,0.23937821,-0.08971691,-0.03975928,-0.13527572,-0.28831363,-0.015348196,-0.11830926,0.19020438,-0.0792861,0.0019699335,-1.029262
ADAM28,0.1747191,0.451684,-0.2331078,0.26518106,0.060415268,-0.08243024,-0.105026364,0.25849342,-0.04480481,-0.11782944,0.31068623,-0.488317,-0.53797364,0.09496808,0.8845389,-0.0021606684
ADAM8,0.16676486,0.67828447,0.046165287,0.122223794,-0.22324622,0.33228993,-0.07842481,0.25763512,-0.0890851,-0.010722876,-0.1116842,-0.23714006,-0.09653568,-0.12755394,-0.12142956,-0.80311596
ADAM9,0.15379488,-0.54329336,-0.10257959,-0.37962198,0.12927353,0.060001016,-0.42205453,-0.40685236,-0.29993057,0.04825592,0.011947751,0.6044239,0.6083578,-0.23750365,0.28696954,-0.7436544
ADAMTS1,-0.46628118,0.13786554,-0.13875365,0.3442049,0.20341277,-0.11151433,0.42755604,-0.28327107,-0.054347515,0.013643503,0.1995802,0.18777847,-0.15701652,0.09958148,1.0533154,0.058496
ADAMTS10,-0.16905665,0.29699802,-0.05865097,0.57159066,-0.16143322,-0.20148754,0.5405247,0.28790236,-0.040394068,-0.06337166,0.100421906,-0.08468628,-0.24402738,0.3115654,0.81830025,0.07212162
ADAMTSL4,0.12255311,0.6404519,-0.047034025,-0.036728382,-0.2357006,0.80711246,0.51667094,-0.19486547,-0.11662245,0.32047033,0.15157461,-0.011056662,0.22390485,-0.07531643,-0.014305115,-0.5166948
ADAMTSL5,-0.43248534,0.5446164,0.13819337,0.3746001,-0.20637214,-0.32095015,0.14415383,0.47719163,-0.22758096,-0.09071231,0.065526366,0.084230304,-0.323236,0.21784604,0.5343316,0.18620193
ADAP1,-0.11905432,0.33503473,0.15099943,-0.19499063,-0.10690391,0.22895634,0.34377575,0.30638874,-0.29732287,0.5389929,-0.30683577,-0.5544126,0.15201569,0.036087632,-0.05272031,0.001502037
ADAP2,0.41618943,0.43395162,0.04927516,-0.6164551,-0.43697357,0.19772053,-0.055217743,-0.3170371,-0.4552424,1.0852456,0.0988543,0.23689866,0.3220141,-0.1281619,0.37175417,-0.03659129
ADAR,-0.15489459,0.36764145,0.18887818,-0.054216385,-0.32538176,0.30105114,-0.053703785,0.1021862,0.104904175,-0.12509823,-0.017207861,-0.429821,0.32708943,0.02490282,0.36343336,-0.7035464
ADARB1,-0.15898943,0.48715472,-0.17902255,0.42716265,-0.1850903,-0.36478043,0.13244152,0.38683414,-0.12012124,-0.25966167,0.21861196,-0.30180812,-0.17980337,0.15120804,0.92217624,0.1328677
ADAT1,-0.07062256,0.56411326,-0.09845495,0.026991963,0.3592342,0.022861362,0.08927882,-0.051522255,-0.071933866,0.051254034,0.05401969,0.102469325,-0.20320415,0.12521744,0.93832314,-0.660184
ADAT2,-0.091445446,0.21925569,-0.20528436,0.4884243,0.14119148,-0.13714433,-0.010049343,0.119656324,-0.02143085,-0.007945299,0.071680546,-0.1165539,-0.29109716,0.24764836,1.1157155,-0.084874034
ADCK1,-0.052511692,0.47910213,-0.096559525,0.49385428,0.03029108,-0.05105734,0.64232945,0.36319494,0.07048845,-0.034058094,-0.041544437,-0.16611218,-0.36382675,0.25330186,0.70055723,0.3791213
ADCK2,-0.0757575,0.6433368,0.075531006,0.2564013,-0.13716221,-0.35823286,0.14582276,0.45648217,0.06172955,0.34074783,0.0016331673,-0.22580028,-0.3095448,0.12708902,0.9048462,0.43978393
ADCK5,0.14434159,0.27106255,0.0037893653,0.40409863,-0.04004538,0.04888177,0.5231336,0.44084787,-0.23204386,0.21874905,-0.1014024,-0.21645427,-0.043958426,0.16795397,0.94944686,0.36432594
ADCY3,-0.3785491,0.09538233,-0.12226701,0.0153928995,-0.10126531,-0.2355516,-0.1891464,0.026276708,-0.11200011,0.13993382,-0.011497736,0.10099709,0.06855726,-0.23010671,0.044828653,-0.29138327
ADCY7,-0.4036069,0.29634833,-0.1994133,0.22225678,-0.057679415,-0.049340725,0.1128912,-0.068321824,0.18389225,0.01566112,0.106185675,-0.26592612,0.27163923,0.2393961,1.2047648,-0.733459
ADCY9,-0.2260685,0.4826665,-0.049233437,0.4679978,-0.17643571,-0.25634766,0.4079759,0.12413859,-0.08443594,0.01577735,0.23913383,-0.019288063,-0.24458766,0.33572316,0.97399354,-0.051373243
ADD1,-0.6856971,0.72444975,0.066854805,-0.022882223,-0.16779453,-0.1888223,0.44855103,0.39650947,0.16414523,-0.1371704,0.13213605,0.07921755,-0.13405532,-0.21397471,0.26094988,-0.07791966
ADD2,0.114655495,-0.00987649,-0.2750814,0.33704042,0.22109747,-0.2925992,0.25119483,0.0259161,0.44784546,-0.21907985,0.16056299,0.2487719,-0.19615889,-0.035378337,0.6399751,0.43143034
ADD3,-0.22293627,-0.36394894,-0.11391044,-0.09352863,0.13874173,-0.044226646,-0.4954338,-0.21412373,-0.046649575,-0.08881092,0.0072598457,-0.28652847,0.3758639,0.13146996,0.9232044,-0.7808387
ADGRE1,-0.059062243,0.29650927,0.039577484,-0.23006201,-0.4497409,-0.11603832,-0.50764084,0.17390251,-0.08827448,0.3528297,-0.028932095,0.28250813,0.22987127,-0.37742257,-0.111323595,-0.053226948
ADGRE2,-0.0913322,0.18722713,-0.110659,-0.49191415,-0.10304153,0.4220754,0.11446774,-0.31591356,-0.20029843,0.23051202,0.020247698,-0.2652496,0.34162104,0.05274117,-0.06019771,-0.7812947
ADGRE3,0.36192536,0.6326556,-0.10639727,0.14047623,-0.16548038,0.38002133,0.34148395,-0.056022406,0.18030703,-0.22480488,0.044202805,-0.54340065,-0.40983856,0.5626738,0.13254285,-0.47197342
ADGRE5,-0.52618235,0.44769198,0.17825216,-0.14110059,-0.2689913,0.3851667,0.4315868,0.007046759,-0.019091368,0.045619905,0.03388077,-0.14713407,-0.021991134,-0.06772578,-0.17448217,-0.4208222
ADGRG1,-0.16100407,0.3700316,0.015503168,0.51760674,-0.30516982,-0.35512447,0.5197346,0.2428174,-0.038558245,-0.20404458,0.10830164,0.16558766,-0.293988,0.44139028,0.6930709,0.17077923
ADGRG5,-0.16747713,0.3928125,0.072067976,0.5891323,-0.40582418,-0.30386448,0.5031526,0.36777258,0.016015768,-0.12310147,0.09247661,-0.040966272,-0.24894476,0.469774,0.8793175,0.3273785
ADGRL1,-0.48027933,0.44291914,0.023369491,0.5814463,-0.2011165,-0.29616058,0.34031868,0.37018955,-0.117227435,-0.009322166,0.14361441,-0.38556457,-0.22985935,0.16512573,0.80589354,0.1537323
ADH5,-0.04401803,-0.28343946,0.13566315,-0.14952123,-0.14245361,-0.12288988,-0.2560869,0.13648868,-0.19699335,0.41758865,0.02155304,-0.2870649,0.21763742,0.18448979,1.0182307,0.37110597
ADHFE1,-0.11899471,0.3916502,-0.07982254,0.49278736,-0.091677904,-0.23859143,0.37261248,0.25426745,0.040113926,0.05558133,0.13753176,-0.045233965,-0.38033724,0.36491752,1.024127,-0.08827448
ADI1,0.12358427,0.034442544,0.046554208,-0.18202066,-0.15687048,-0.03913641,0.010457635,0.13961941,0.056037307,0.2011165,0.11243522,-0.3878519,-0.082181394,0.16288906,0.57583153,0.2719462
ADIPOR1,-0.1387924,-0.4177928,-0.44294,-0.25685728,0.27191937,-0.3420055,0.3021747,-0.5318999,0.36590844,0.25426745,0.16467273,0.12379587,-0.13156682,0.09748936,-0.5278826,0.5186349
ADIPOR2,0.32987893,0.4775107,0.045645237,0.09679198,-0.0055134296,0.008374453,0.39124787,0.12925565,0.095555186,-0.2692461,0.05198717,0.22791922,-0.24109483,0.2572894,0.76758265,-0.13076663
ADK,0.31721592,0.195992,-0.0628829,0.098240376,-0.053167343,-0.23185611,-0.20288825,0.21464825,-0.062185526,0.21192431,0.18036962,-0.069344044,-0.30385852,0.2358675,0.9304464,0.33530593
ADM,0.18077493,-0.059467554,0.16452521,-0.27742386,-0.19448996,0.07765293,-0.24654567,-0.049337745,-0.49023926,0.10353327,0.067836046,0.4373923,-0.048163533,-0.17242432,-0.22341609,-0.5311668
ADNP,-0.30485243,0.08138716,-0.15329123,-0.22781938,0.055877864,0.019095838,-0.22587329,-0.11805445,-0.0390172,-0.107355416,0.1534447,-0.49653798,0.39307326,0.029067695,0.95484704,-0.5630851
ADNP2,0.069874525,0.5831361,-0.054225326,0.3594935,0.07697046,0.117859244,0.11076033,-0.17839372,0.022664666,-0.33423305,0.14078021,0.34042895,-0.14865994,0.2756238,1.0124147,-0.34838617
ADO,0.029405951,0.29590875,-0.009991229,0.25833473,-0.18634424,-0.36673397,-0.26639253,0.12843087,0.06620586,0.08426681,0.09729266,-0.1265727,0.1105763,0.17280877,1.1747264,-0.024273247
ADORA2A-AS1,0.26319623,0.2754271,-0.16230345,0.38992763,-0.060158968,0.06264448,-0.044560432,0.055754185,0.07736087,-0.43163896,0.029283762,0.1779139,-0.019550323,0.08944869,0.40219426,-0.32865405
ADPGK,0.31442344,0.16357154,-0.07300973,-0.14558733,0.2623409,0.23235679,-0.22147298,-0.04851371,-0.02116263,0.17584264,-0.1310885,0.034460425,0.16386807,0.1238063,1.0640919,-0.7502198
ADPRH,-0.026077032,0.36013126,-0.0751853,-0.43833852,-0.44294,-0.026637316,-0.06750822,-0.1346767,-0.06420612,0.5019635,0.24053156,-0.028419495,0.118905306,-0.11592209,0.6850183,-0.21172166
ADPRM,0.10577738,-0.10112822,0.022047758,0.3466159,0.17754138,-0.1290381,-0.4554361,0.20887554,-0.41605532,-0.23458302,0.02040267,-0.2725482,-0.254789,0.12011826,0.9831846,0.058797
ADRB2,-0.34707636,0.09993315,0.13026893,0.4765004,-0.13835728,-0.09021014,0.24665445,0.19244552,0.26874244,-0.16790032,0.035366416,-0.3892377,0.0006362796,0.3586024,1.2613088,0.10410547
ADRM1,0.044342875,0.7298887,0.21781921,-0.12642145,-0.25588572,0.011557341,0.30115843,0.5451709,-0.37567616,0.49030185,-0.015088916,0.13623536,-0.16046166,-0.24034083,0.33012927,0.45388043
ADSL,-0.06591678,-0.11840388,0.12117252,-0.059270114,-0.063970685,-0.18003434,-0.1720123,0.30461252,-0.16549677,0.4472576,-0.08603558,-0.34024715,-0.089006126,0.0833109,0.87638426,0.4489869
ADTRP,0.026854873,0.08673668,-0.28237402,0.45824647,0.2810955,-0.3168702,-0.5174041,0.044462085,-0.21167696,-0.27503073,0.06347895,-0.22577643,-0.39002,0.10984838,0.61148405,-0.24514496
AEBP1,-0.20938516,0.51220655,-0.25990903,0.40892363,0.10711253,-0.18152893,0.31152964,0.23880601,0.026464462,-0.2832681,0.27239323,-0.249812,-0.45485497,-0.20220578,0.60879886,0.010102987
AEBP2,-0.0036716461,0.09404719,0.022804737,0.37159175,-0.055736303,-0.19403398,-0.0703007,-0.061894953,-0.11411756,-0.14507473,0.09960979,0.27128458,0.1578182,0.23394823,1.0978729,-0.22121519
AEN,-0.28394312,0.4622832,0.0021085143,0.52366704,0.16252846,-0.3808543,0.2626732,0.34006685,-0.06492287,-0.13052374,0.012105703,0.047519803,-0.35123974,0.24497062,1.182668,0.40053278
AFAP1,-0.06451011,0.24243891,0.12922883,0.17928779,0.1255095,-0.15668273,0.2896875,0.26254356,0.105941296,-0.25957525,-0.079226494,0.1611501,-0.1509726,0.30419528,0.24922788,-0.04734993
AFAP1L2,-0.65600574,0.3237717,-0.1357153,-0.10778904,0.029374659,-0.11548102,0.25265142,0.02797991,-0.06742701,-0.0629738,0.4218638,-0.28743893,-0.035582483,-0.028768182,1.044418,-0.16791746
AFDN,0.10243654,0.0023066998,-0.13347268,0.34201443,0.3283292,0.1562506,-0.41510165,-0.4877925,0.08171201,-0.31564236,0.25015473,0.41718483,0.03311336,0.15387237,0.4746616,-0.36605895
AFF1,-0.1314491,0.2037257,-0.05762577,-0.02605617,-0.17477274,0.28433204,0.07045567,-0.32208562,0.17733872,-0.2757609,0.22145212,0.08466244,0.3602445,-0.07556379,0.7878095,-0.82074404
AFF3,0.09341836,0.46798885,-0.38495958,0.57708025,-0.014942884,-0.1446724,0.09095967,0.24167001,-0.0029623508,-0.47730207,0.31274855,-0.53391457,-0.4491955,0.056678057,0.8576572,0.008019805
AFF4,-0.0055223703,0.20099133,-0.093348324,0.11160076,0.13986677,0.15055537,-0.08324087,-0.2837956,-0.029437244,-0.31252503,0.14871657,0.2548173,0.12828857,0.16041845,0.9544954,-0.69695413
AFG1L,0.11869073,-0.06418228,0.054591894,0.1431942,-0.050258636,-0.13763309,-0.23638606,0.22482872,-0.087314844,0.14096498,0.1470387,-0.24712682,-0.10329485,0.3501773,1.259315,0.3293097
AFG3L2,-0.17644465,0.50689876,-0.046744943,0.16301572,-0.046882033,-0.21998286,-0.030389428,-0.014042854,5.6624413e-05,0.26690364,0.21164715,0.14616549,-0.2516687,0.09276569,1.3320297,-0.03334284
AFMID,0.54188967,0.22096932,-0.20764768,-0.32842457,0.21412075,0.21641552,0.14689863,-0.036647916,-0.29471517,0.50071776,0.11783838,0.37693977,0.0818491,0.058418512,1.0597497,0.111588836
AFTPH,-0.010232627,0.24033636,0.0914067,-0.25308132,-0.11643618,0.17692968,-0.38021356,-0.20399615,-0.24528652,-0.20617917,0.20926818,-0.07253289,0.17922074,0.19646734,0.74042755,-0.6863311
AGA,0.025132298,0.11494458,0.21024942,-0.09930879,-0.13759732,-0.1424089,-0.40762872,0.38607717,0.105533004,0.375174,-0.12392104,0.00016987324,-0.10403395,0.16262531,0.88345706,-0.107863545
AGAP1,-0.36384463,0.48334002,-0.06856918,0.60432553,-0.030767918,-0.26289225,0.4369974,0.001335144,0.15788674,-0.24242997,0.19806623,-0.05045533,-0.23300648,0.3145814,1.0591507,-0.11410117
AGAP2,-0.221169,0.5137861,-0.056761503,0.22912025,0.051164627,-0.06263256,0.33219457,0.65155625,0.103229284,-0.44413805,-0.2259016,-0.17069578,-0.1167357,-0.13210773,-0.025773048,-0.90295076
AGAP3,0.27993023,0.55439174,-0.013194978,0.14242381,-0.26492178,-0.055794418,0.2542317,0.12602955,-0.22035539,0.33048242,0.19495934,0.16021281,-0.06722361,0.09660125,0.8146405,0.31322986
AGAP4,-0.46088547,0.2524361,0.012901425,0.3329754,-0.14651418,0.0024095178,0.2561137,0.14074296,-0.071300566,-0.1807645,0.07955432,-0.10086447,-0.008095801,0.119552016,0.8744478,-0.22663474
AGAP6,-0.07365346,0.2764821,-0.12219548,0.553903,0.06466508,-0.04939437,0.25295913,0.18501878,0.114917755,-0.06304681,0.05340576,-0.26058555,-0.21315813,0.2884537,1.3056576,-0.00577271
AGBL2,-0.26429892,0.3657043,0.0030636787,0.43498874,0.25683045,-0.03428459,0.18869638,0.3325045,0.14100075,-0.32281876,0.03527999,-0.47971606,-0.40115118,0.25609732,1.0565519,0.09933114
AGBL5,-0.0900805,0.28660297,-0.31072497,0.0065028667,0.07003546,-0.5959213,0.11252761,0.2407372,0.23016334,0.12152195,0.2150178,0.04913807,-0.28539896,-0.13823509,0.74751973,0.34540892
AGER,-0.27897656,0.12167394,0.18588603,-0.2918765,0.013574958,0.46398938,0.30701756,0.26663244,-0.10082126,0.35671592,-0.17511994,-0.62416494,0.13368279,-0.07941127,-0.13189912,0.0994131
AGFG1,0.033035874,-0.4728377,-0.00014007092,-0.70587695,0.12035966,0.03851354,-0.5136728,-0.20029843,-0.48733354,0.123763084,-0.1416713,0.55001676,0.40901005,-0.41787326,-0.31947196,-0.8812398
AGFG2,-0.40752292,0.50323904,0.052931905,0.42125285,-0.3178656,-0.36270916,0.28748512,0.47737956,-0.0071942806,-0.077563524,0.19409955,-0.19980073,-0.3314376,0.3326416,0.92184246,0.3876865
AGGF1,-0.29031485,-0.2898276,-0.047836453,-0.423757,0.0010624528,0.03907308,-0.23165047,-0.18038303,-0.080598146,0.28518066,0.032041967,-0.52661747,0.33422112,0.07754266,0.62693655,-0.51723796
AGK,-0.21305084,0.42592287,-0.068455935,0.44257045,-0.10243058,-0.31936765,0.10353923,0.23325682,-0.027376413,0.02077818,0.12409091,-0.022387505,-0.28582215,0.26432872,1.1941373,0.07352829
AGL,-0.066033006,-0.45605227,-0.0747323,0.06301105,0.24314672,-0.13608262,-0.46167448,0.026164949,0.084061176,-0.03541708,-0.07546246,-0.08140355,0.38914457,0.08685738,1.110205,-0.28811917
AGMAT,-0.14896393,0.12225509,-0.16016364,0.26744604,0.007098913,-0.13259053,0.08119643,0.31852722,0.1332581,-0.23509264,0.2606839,-0.3757745,-0.4079312,0.15924573,0.6379783,0.27982593
AGO1,-0.3298819,0.47967583,-0.069880486,-0.17019361,-0.14920235,0.22082329,0.41140616,-0.026667118,0.006824732,-0.0035136938,0.09060502,-0.60346276,0.13164729,0.063838065,0.5270809,-0.44582188
AGO2,0.0022619963,0.4105121,-0.19505322,0.13364553,0.1672566,0.28025508,0.56191087,-0.43961704,0.06877482,-0.45514107,0.2843231,0.14169514,-0.23412704,0.19624233,0.18979609,-0.2851516
AGO3,-0.23325682,0.038720667,-0.016937405,-0.049383193,0.09221211,0.22272989,0.054683536,-0.08594245,0.08322373,-0.009984523,0.072051585,-0.37583113,0.26900843,0.16966611,1.1704147,-0.35885796
