rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Herpes simplex virus 1 infection,0.02862488659083196,2.082830025884383,7.401292297260661,ZNF473;ZNF90;ZNF790;OAS1;ZNF879;ZNF569;PIK3R2;HLA-A;ZNF555;ZNF552,0.8761840614897147,0,0,120,pos,KEGG_2021_Human
2,Synaptic vesicle cycle,0.04340162992935964,4.00507614213198,12.564958299367063,CLTB;ATP6V1H;ATP6V1F,0.8761840614897147,0,0,120,pos,KEGG_2021_Human
3,Rheumatoid arthritis,0.06653823742891982,3.33502538071066,9.037847070802028,FLT1;ATP6V1H;ATP6V1F,0.8761840614897147,0,0,120,pos,KEGG_2021_Human
