rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Hepatitis C,2.953068111746973e-05,6.256827508136409,65.25921644402419,RSAD2;OAS1;OAS3;MX1;ARAF;EIF2AK2;KRAS;IFIT1;IRF9,0.005020215789969854,0,0,77,neg,KEGG_2021_Human
2,Measles,0.002772993428717566,4.573366405704984,26.927194238518634,OAS1;OAS3;IL2RA;MX1;EIF2AK2;IRF9,0.2357044414409931,0,0,77,neg,KEGG_2021_Human
3,Influenza A,0.007768632574911931,3.658054900012421,17.769591054842717,RSAD2;OAS1;OAS3;MX1;EIF2AK2;IRF9,0.24926865679049243,0,0,77,neg,KEGG_2021_Human
