rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Complement and coagulation cascades,0.001633004491043995,6.32051282051282,40.560840018013536,PROCR;C5;SERPINB2;PROS1;CD55,0.2531156961118192,0,0,76,pos,KEGG_2021_Human
2,Leukocyte transendothelial migration,0.005795880075899015,4.632086567866384,23.858061881050492,VAV3;CLDN7;CTNNA1;CD99;RHOA,0.4491807058821737,0,0,76,pos,KEGG_2021_Human
3,Lysosome,0.00934449223956054,4.101938711694809,19.168229053648297,LAMP1;NPC2;SLC11A2;PSAP;ATP6V1H,0.48279876571062785,0,0,76,pos,KEGG_2021_Human
