rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453),1.606798657939357e-05,12.72680412371134,140.48713948343524,NDUFB7;NDUFB10;NDUFS6;UQCRC1;COX5B;COX6B1,0.003406413154831437,0,0,3,neg,GO_Molecular_Function_2023
2,RNA Polymerase II Activity (GO:0001055),0.00011224655254723089,43.059463379260336,391.61775629527256,POLR2E;POLR2F;POLR2L,0.010826325506697104,0,0,3,neg,GO_Molecular_Function_2023
3,RNA Polymerase I Activity (GO:0001054),0.00015320271943439296,37.6751269035533,330.92884130781977,POLR2E;POLR2F;POLR2L,0.010826325506697104,0,0,3,neg,GO_Molecular_Function_2023
