rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,HIF1A human,1.8047115846659849e-06,10.958333333333334,144.9251611839459,LDHA;EGLN3;FAM162A;BNIP3;ALOX5AP;PGK1;CCR7;GAPDH,0.00024002664076057598,0,0,26,neg,TRRUST_Transcription_Factors_2019
2,EZH2 human,0.0006690615196291692,11.204081632653061,81.89774214112175,ADAMTS1;VDR;AXL;FBXO32,0.04449259105533975,0,0,26,neg,TRRUST_Transcription_Factors_2019
3,CEBPA human,0.0016795486223000733,8.577073382544507,54.800896273673075,FN1;CCL2;VLDLR;GAPDH,0.07445998892196992,0,0,26,neg,TRRUST_Transcription_Factors_2019
