rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Menorrhagia (HP:0000132),5.33779780081584e-07,42.282051282051285,610.6916104961218,GP9;ITGB3;ITGA2B;GP1BA;GP6,0.0002161808109330415,0,0,14,neg,Human_Phenotype_Ontology
2,Prolonged bleeding time (HP:0003010),1.6991156196356266e-06,31.705128205128204,421.21539478257284,GP9;ITGB3;ITGA2B;GP1BA;GP6,0.0003440709129762144,0,0,14,neg,Human_Phenotype_Ontology
3,Petechiae (HP:0000967),4.5110136352190394e-06,50.48979591836735,621.4783262572987,ETHE1;ITGB3;ITGA2B;GP1BA,0.0006089868407545703,0,0,14,neg,Human_Phenotype_Ontology
