rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Response To Unfolded Protein (GO:0006986),4.771805520344415e-06,16.08410200759631,197.07505682737633,HSPA1L;DNAJB4;HSPA6;SERPINH1;HSPB1;HSPA1A,0.0060172467611543075,0,0,68,neg,GO_Biological_Process_2023
2,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),0.00014220084233688404,17.54835847382431,155.44809947118515,HSPA1L;DNAJB4;HSPA6;HSPA1A,0.08965763109340538,0,0,68,neg,GO_Biological_Process_2023
3,'De Novo' Post-Translational Protein Folding (GO:0051084),0.0002802069439193893,14.411078717201166,117.88236655881762,HSPA1L;DNAJB4;HSPA6;HSPA1A,0.10421243048400426,0,0,68,neg,GO_Biological_Process_2023
