rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Attenuation Phase R-HSA-3371568,1.8076454923276698e-07,30.587628865979383,474.90568175648224,HSPA1L;MRPL18;HSPA6;SERPINH1;FKBP4;HSPA1A,0.00010773567134272911,0,0,68,neg,Reactome_2022
2,HSF1 Activation R-HSA-3371511,3.637619320678757e-07,26.59390407888839,394.3015985500817,HSPA1L;MRPL18;HSPA6;SERPINH1;FKBP4;HSPA1A,0.00010840105575622695,0,0,68,neg,Reactome_2022
3,HSF1-dependent Transactivation R-HSA-3371571,1.4072003599919673e-06,20.38144329896907,274.6176998194445,HSPA1L;MRPL18;HSPA6;SERPINH1;FKBP4;HSPA1A,0.0002795638048517375,0,0,68,neg,Reactome_2022
