rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Epithelial Mesenchymal Transition,0.004067400402162354,3.684635829149776,20.28300352206346,SPARC;DST;IGFBP3;ADAM12;COL5A2;PLOD1;MEST,0.10640017897519224,0,0,188,neg,MSigDB_Hallmark_2020
2,Fatty Acid Metabolism,0.005190252632936207,3.997829625610418,21.03247334363106,CPT1A;ACADVL;DHCR24;HIBCH;MGLL;YWHAH,0.10640017897519224,0,0,188,neg,MSigDB_Hallmark_2020
3,Myogenesis,0.015493990781832804,3.1256244021681368,13.025424015927582,CHRNB1;SPARC;IGFBP3;ADAM12;KIFC3;MYH7,0.211751207351715,0,0,188,neg,MSigDB_Hallmark_2020
