rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Coagulation,0.00048361475208524477,5.445674959458925,41.573491226182306,CASP9;MMP11;C1QA;CFH;S100A1;HTRA1;ANG,0.014024827810472098,0,0,111,pos,MSigDB_Hallmark_2020
2,Complement,0.015493990781832804,3.1256244021681368,13.025424015927582,CASP9;C1QA;CFH;SRC;NOTCH4;ANG,0.13103158544585752,0,0,111,pos,MSigDB_Hallmark_2020
3,Epithelial Mesenchymal Transition,0.015493990781832804,3.1256244021681368,13.025424015927582,NT5E;TPM1;IGFBP2;HTRA1;SDC1;PMEPA1,0.13103158544585752,0,0,111,pos,MSigDB_Hallmark_2020
