rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Lysosome,2.8940465336168388e-12,14.126046400382684,375.30596254288014,SCARB2;CTSA;CD63;HEXB;FUCA2;CTSZ;CLTA;PLA2G15;GM2A;NPC2;CTSK;PPT1;CD68;CTSD;CTSB,5.817033532569846e-10,0,0,KEGG_2021_Human,neg
2,Glutathione metabolism,2.2021417496400147e-05,11.976349302607641,128.42832253074832,GSTO1;IDH1;GSR;MGST1;MGST2;PGD,0.002213152458388215,0,0,KEGG_2021_Human,neg
3,Complement and coagulation cascades,0.00021051995052031558,7.7206055069816,65.36210680281118,C1QB;C1QA;SERPINA1;VSIG4;TFPI;CLU,0.014104836684861144,0,0,KEGG_2021_Human,neg
4,Osteoclast differentiation,0.0002924396738320178,5.948186528497409,48.40189365254897,CTSK;IFNGR2;MITF;LILRB2;FCGR1A;LILRB4;OSCAR,0.014695093610058895,0,0,KEGG_2021_Human,neg
5,Hematopoietic cell lineage,0.0004805502438833025,6.553708014632524,50.074122316048125,FLT3;ITGA2B;CD1D;CD14;FCGR1A;CD33,0.01931811980410876,0,0,KEGG_2021_Human,neg
6,Histidine metabolism,0.0013185462203513692,15.854394870424793,105.13406751270358,ALDH2;ALDH3B1;HNMT,0.04417129838177087,0,0,KEGG_2021_Human,neg
7,Acute myeloid leukemia,0.004551331168911818,6.393586005830904,34.476360946346375,FLT3;EIF4EBP1;CD14;FCGR1A,0.13068822356446794,0,0,KEGG_2021_Human,neg
8,Metabolism of xenobiotics by cytochrome P450,0.007107636498802521,5.591836734693878,27.660498564595542,GSTO1;ALDH3B1;MGST1;MGST2,0.17857936703241334,0,0,KEGG_2021_Human,neg
9,Tuberculosis,0.00960063826017665,3.4884464984002843,16.20706323051596,FCER1G;IFNGR2;IL18;CD14;FCGR1A;CTSD,0.1836095411813831,0,0,KEGG_2021_Human,neg
10,"Valine, leucine and isoleucine degradation",0.012247096503504439,6.685279187817259,29.431716933517144,HADHB;ALDH2;BCAT1,0.1836095411813831,0,0,KEGG_2021_Human,neg
11,Salmonella infection,0.012847247396994145,2.9312293923692887,12.764406847355808,CYFIP1;ANXA2;IL18;BRK1;TXN;CD14;STX10,0.1836095411813831,0,0,KEGG_2021_Human,neg
12,Transcriptional misregulation in cancer,0.012897994863156112,3.261390089790489,14.189275778913128,SMAD1;FLT3;LMO2;MITF;CD14;FCGR1A,0.1836095411813831,0,0,KEGG_2021_Human,neg
13,Fluid shear stress and atherosclerosis,0.013015147785499013,3.7631075392269424,16.33806343072104,GSTO1;ITGA2B;MGST1;MGST2;TXN,0.1836095411813831,0,0,KEGG_2021_Human,neg
14,Cholesterol metabolism,0.013678626042992382,6.400151204233719,27.468942123223947,CETP;LRP1;NPC2,0.1836095411813831,0,0,KEGG_2021_Human,neg
15,Other glycan degradation,0.013702204565774857,12.48989898989899,53.58414643474309,HEXB;FUCA2,0.1836095411813831,0,0,KEGG_2021_Human,neg
