rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,B Cell Mediated Immunity (GO:0019724),0.00041017649693527065,25.111675126903553,195.84402098106767,CD70;IL21R;CD27,0.3058337654581336,0,0,GO_Biological_Process_2023,pos
2,Positive Regulation Of JNK Cascade (GO:0046330),0.001048903729001341,7.0256410256410255,48.195965780270626,EDAR;TRAF4;WNT7A;CD27;SLAMF1,0.3058337654581336,0,0,GO_Biological_Process_2023,pos
3,T Cell Differentiation (GO:0030217),0.0011401784650819998,9.60058309037901,65.05902796595161,TCF7;CD28;RHOH;FOXP3,0.3058337654581336,0,0,GO_Biological_Process_2023,pos
4,Regulation Of Interleukin-2 Production (GO:0032663),0.0012365931398092792,9.376839107736117,62.781643069997905,IRF4;PDE4B;CD28;FOXP3,0.3058337654581336,0,0,GO_Biological_Process_2023,pos
5,Positive Regulation Of Interleukin-2 Production (GO:0032743),0.0019263332020576173,13.690355329949238,85.59397680666795,IRF4;PDE4B;CD28,0.3058337654581336,0,0,GO_Biological_Process_2023,pos
6,Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224),0.001937740092534023,8.226155768429821,51.382484683548725,PDCD4;CD27;TNF;NR3C2,0.3058337654581336,0,0,GO_Biological_Process_2023,pos
7,Negative Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905064),0.0020216133697869413,39.98989898989899,248.09171029141777,FGF9;PDCD4,0.3058337654581336,0,0,GO_Biological_Process_2023,pos
8,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),0.002309221845428758,4.753221649484536,28.85607033820631,BTNL9;CD79A;ITK;CD28;PDE4B;CTLA4,0.3058337654581336,0,0,GO_Biological_Process_2023,pos
9,T Cell Receptor Signaling Pathway (GO:0050852),0.0026623763793661775,5.615384615384615,33.29101085304574,BTNL9;ITK;PDE4B;CD28;CTLA4,0.3058337654581336,0,0,GO_Biological_Process_2023,pos
10,Regulation Of DNA-templated Transcription (GO:0006355),0.002818744382102614,1.8049886621315192,10.597925494824677,ZNF276;ZNF394;PRDM4;TCF7;PBXIP1;PTPRK;TNF;BACH2;NR3C2;SPIB;MECP2;ZXDA;LBH;PIM2;ZSCAN18;KLF12;ZHX2;EBF1;RHOH;WNT7A;PAX5;FOXP3;POU6F1;KLF8;IRF4;CAMK4;DGKQ;CRY2;PDCD4;SPIN2B;MAFK;CC2D1B,0.3058337654581336,0,0,GO_Biological_Process_2023,pos
11,Immunoglobulin Mediated Immune Response (GO:0016064),0.0032779948419926,11.152284263959391,63.79690278522437,IL21R;CD27;HLA-DOA,0.32332949123290644,0,0,GO_Biological_Process_2023,pos
12,Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874),0.0040960318506073025,5.051282051282051,27.770618287278307,EDAR;TRAF4;CD27;WNT7A;SLAMF1,0.3439524436243416,0,0,GO_Biological_Process_2023,pos
13,Negative Regulation Of B Cell Proliferation (GO:0030889),0.004247232134539841,24.98989898989899,136.4820277236255,TNFRSF13B;CTLA4,0.3439524436243416,0,0,GO_Biological_Process_2023,pos
14,Positive Regulation Of T Cell Activation (GO:0050870),0.004438096046765698,4.951734539969834,26.82616949537231,CD70;CD28;RHOH;TNFRSF13C;HLA-DOA,0.3439524436243416,0,0,GO_Biological_Process_2023,pos
15,Regulation Of JNK Cascade (GO:0046328),0.004988661503298697,4.809523809523809,25.493302463916077,EDAR;TRAF4;CD27;WNT7A;SLAMF1,0.35143690201961236,0,0,GO_Biological_Process_2023,pos
