rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Ribosome,4.4330838040451864e-27,24.63148479427549,1494.6557898669294,RPL31;RPL34;RPL11;RPL36A;MRPL36;RPL9;RPL7;RPS14;RPS17;RPS15A;RPL35;RPS11;RPL39;RPS10;RPL17;RPS12;RPL41;RPL21;RPS7;RPL23;RPL35A;MRPL22;RPS27;RPL24;RPL27;RPL26;FAU;UBA52,7.270257438634106e-25,0,0,KEGG_2021_Human,pos
2,Coronavirus disease,5.990557849761807e-20,14.212811070193059,629.0805833764217,RPL31;RPL34;RPL11;RPL36A;RPL9;RPL7;RPS14;RPS17;RPS15A;RPL35;RPS11;RPL17;RPS10;RPL39;RPS12;RPL41;RPL21;RPS7;RPL23;RPL35A;RPS27;RPL24;RPL27;RPL26;FAU;UBA52,4.9122574368046814e-18,0,0,KEGG_2021_Human,pos
3,Parkinson disease,5.803204088593806e-10,7.835311852270586,166.6370304650909,ATP5PF;UQCRB;NDUFA4;NDUFB2;UQCR11;COX7A2;COX7C;ATP5F1E;UQCRH;TUBB2A;UQCRQ;NDUFS5;NDUFS4;GNAS;UBA52;SNCA;BCL2L1,3.172418235097947e-08,0,0,KEGG_2021_Human,pos
4,Oxidative phosphorylation,9.573830363431984e-09,10.381044487427467,191.6780186411778,ATP5PF;UQCRB;UQCRQ;NDUFA4;NDUFS5;NDUFS4;NDUFB2;COX7A2;UQCR11;COX7C;UQCRH;ATP5F1E,3.9252704490071134e-07,0,0,KEGG_2021_Human,pos
5,Thermogenesis,9.463124458248715e-08,6.761073295846898,109.34871890093521,ATP5PF;UQCRB;NDUFA4;NDUFB2;UQCR11;COX7A2;COX7C;ATP5F1E;UQCRH;UQCRQ;NDUFS5;AKT1S1;NDUFS4;GNAS,3.103904822305578e-06,0,0,KEGG_2021_Human,pos
6,Non-alcoholic fatty liver disease,4.6849166997559084e-07,7.944444444444445,115.78032748526307,UQCRB;UQCRQ;NDUFA4;NDUFS5;NDUFS4;NDUFB2;COX7A2;UQCR11;ADIPOR1;COX7C;UQCRH,1.130221389120531e-05,0,0,KEGG_2021_Human,pos
7,Huntington disease,4.824115685270559e-07,5.435775982167735,79.06047097273874,ATP5PF;UQCRB;NDUFA4;NDUFB2;UQCR11;COX7A2;COX7C;ATP5F1E;UQCRH;SOD1;TUBB2A;UQCRQ;NDUFS5;NDUFS4;AP2S1,1.130221389120531e-05,0,0,KEGG_2021_Human,pos
8,Prion disease,6.864688179860347e-07,5.678872420807905,80.59288232463221,ATP5PF;UQCRB;NDUFA4;NDUFB2;UQCR11;COX7A2;COX7C;ATP5F1E;UQCRH;SOD1;TUBB2A;UQCRQ;NDUFS5;NDUFS4,1.4072610768713711e-05,0,0,KEGG_2021_Human,pos
9,Amyotrophic lateral sclerosis,8.479379873143784e-07,4.860569715142429,67.952992372308,ATP5PF;UQCRB;NDUFA4;NDUFB2;UQCR11;COX7A2;COX7C;ATP5F1E;UQCRH;SOD1;TUBB2A;UQCRQ;NDUFS5;NDUFS4;OPTN;BCL2L1,1.545131443550645e-05,0,0,KEGG_2021_Human,pos
10,Diabetic cardiomyopathy,9.960640936747193e-07,6.553080093572463,90.55999042096344,ATP5PF;UQCRB;UQCRQ;NDUFA4;NDUFS5;NDUFS4;NDUFB2;UQCR11;COX7A2;COX7C;ATP5F1E;UQCRH,1.6335451136265394e-05,0,0,KEGG_2021_Human,pos
11,Pathways of neurodegeneration,1.4645308343674689e-06,4.186091807536009,56.235855270302395,ATP5PF;UQCRB;NDUFA4;NDUFB2;UQCR11;COX7A2;COX7C;ATP5F1E;UQCRH;SOD1;TUBB2A;UQCRQ;NDUFS5;NDUFS4;UBA52;OPTN;SNCA;BCL2L1,2.1834823348751355e-05,0,0,KEGG_2021_Human,pos
12,Alzheimer disease,2.2069906637522885e-05,4.122822959260942,44.20200352074629,ATP5PF;UQCRB;NDUFA4;NDUFB2;UQCR11;COX7A2;COX7C;ATP5F1E;UQCRH;TUBB2A;UQCRQ;NDUFS5;NDUFS4;SNCA,0.0003016220573794794,0,0,KEGG_2021_Human,pos
13,Cardiac muscle contraction,0.00023909225440062242,7.529209621993127,62.78352722931161,UQCRB;UQCRQ;COX7A2;UQCR11;COX7C;UQCRH,0.0030162407478232364,0,0,KEGG_2021_Human,pos
14,Mitophagy,0.0005949605404203094,8.032967032967033,59.66097044986614,FIS1;TOMM7;UBA52;OPTN;BCL2L1,0.006969537759209338,0,0,KEGG_2021_Human,pos
15,Malaria,0.0015598806233641427,8.763975155279503,56.64285082988862,GYPC;HBB;HBA2;HBA1,0.01705469481544796,0,0,KEGG_2021_Human,pos
