rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Cytoplasmic Translation (GO:0002181),5.576785057860647e-26,36.62550443906376,2129.7218060335013,RPL41;RPL21;RPS7;RPL31;RPL34;RPL11;RPL35A;RPL9;RPL7;RPS14;RPS17;RPS15A;RPS27;RPL35;RPL24;RPL27;RPL26;FAU;RPS11;RPL39;RPS10;UBA52;RPL17,6.630797433796309e-23,0,0,GO_Biological_Process_2023,pos
2,Peptide Biosynthetic Process (GO:0043043),1.15217815437823e-21,20.012890094979646,964.8741205086312,RPL41;RPL21;RPS7;RPL31;RPL34;RPL11;RPL35A;MRPL36;RPL9;GSPT1;RPL7;RPS14;RPS17;RPS27;RPS15A;RPL35;RPL24;RPL27;RPL26;FAU;RPS11;RPL39;RPS10;RPL17,6.849699127778577e-19,0,0,GO_Biological_Process_2023,pos
3,Macromolecule Biosynthetic Process (GO:0009059),2.337370602925399e-21,17.759493670886076,843.6693701513555,RPL31;RPL34;RPL11;MRPL36;RPL9;GSPT1;RPL7;RPS14;RPS17;RPS15A;RPL35;POLL;RPS11;RPL39;RPS10;RPL17;RPL41;RPL21;RPS7;RPL35A;RPS27;RPL24;RPL27;RPL26;FAU,9.263778822927663e-19,0,0,GO_Biological_Process_2023,pos
4,Translation (GO:0006412),5.084936109907779e-21,14.772304599145514,690.2803156051519,RPL31;RPL34;RPL11;MRPL36;RPL9;GSPT1;RPL7;RPS14;RPS17;RPS15A;RPL35;RPS11;RPL17;RPS10;RPL39;GADD45GIP1;RPL41;RPL21;RPS7;RPL35A;MRPL22;RPS27;RPL24;RPL27;RPL26;FAU;UBA52,1.5114972586700873e-18,0,0,GO_Biological_Process_2023,pos
5,Gene Expression (GO:0010467),2.7110958245923007e-17,10.808429118773946,412.30475374457416,RPL31;RPL34;RPL11;MRPL36;RPL9;GSPT1;RPL7;RPS14;RPS17;RPS15A;RPL35;TSPAN5;RPS11;RPL17;RPS10;RPL39;RPL41;RPL21;RPS7;TESC;RPL35A;RPS27;RPL24;RPL27;RPL26;FAU,6.446985870880491e-15,0,0,GO_Biological_Process_2023,pos
6,Aerobic Electron Transport Chain (GO:0019646),1.4018282858224876e-09,17.91470054446461,365.19992253654686,UQCRB;NDUFA4;UQCRQ;NDUFS5;NDUFS4;NDUFB2;COX7A2;UQCR11;COX7C;UQCRH,2.777956386404896e-07,0,0,GO_Biological_Process_2023,pos
7,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),1.8798211118903116e-09,17.31578947368421,347.91038698332073,UQCRB;NDUFA4;UQCRQ;NDUFS5;NDUFS4;NDUFB2;COX7A2;UQCR11;COX7C;UQCRH,3.1930104314822577e-07,0,0,GO_Biological_Process_2023,pos
8,Ribosome Biogenesis (GO:0042254),5.57027972664073e-09,9.623936130149882,182.91080320946273,RPS7;RPL11;RPL35A;MRPL36;RPL7;MRPL22;RPS14;RPS17;RPS27;RPS15A;RPL27;RPL26;RPS11,8.278828243719784e-07,0,0,GO_Biological_Process_2023,pos
9,Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),9.336391628400422e-09,23.529761904761905,435.04990902867524,UQCRB;NDUFA4;UQCRQ;NDUFS4;COX7A2;UQCR11;COX7C;UQCRH,1.2334410717964557e-06,0,0,GO_Biological_Process_2023,pos
10,Cellular Respiration (GO:0045333),1.3021901688713772e-08,13.842105263157896,251.32602731162746,UQCRB;NDUFA4;UQCRQ;NDUFS5;NDUFS4;NDUFB2;COX7A2;UQCR11;COX7C;UQCRH,1.5483041107880675e-06,0,0,GO_Biological_Process_2023,pos
11,Ribonucleoprotein Complex Biogenesis (GO:0022613),2.859266497105996e-08,10.71171438461158,186.0637173658081,RPS14;RPS17;RPS27;RPS15A;RPS7;RPL11;RPL35A;MRPL36;RPL26;RPS11;RPL7,3.090607150053663e-06,0,0,GO_Biological_Process_2023,pos
12,rRNA Processing (GO:0006364),7.886897441284533e-07,10.094013202822673,141.85008566435602,RPS14;RPS17;RPS27;RPS7;RPL11;RPL35A;RPL27;RPL26;RPL7,7.814600881406091e-05,0,0,GO_Biological_Process_2023,pos
13,Hydrogen Peroxide Catabolic Process (GO:0042744),1.3051359438883009e-06,33.82051282051282,458.24100564202934,HBG2;HBB;HBA1;HBD;HBQ1,0.00011936974132947615,0,0,GO_Biological_Process_2023,pos
14,Oxygen Transport (GO:0015671),1.9440565830475138e-06,67.3265306122449,885.3932781130271,HBG2;HBB;HBA1;HBD,0.0001651059483745353,0,0,GO_Biological_Process_2023,pos
15,Proteasomal Protein Catabolic Process (GO:0010498),2.3148419979732528e-06,6.01227495908347,78.0162966900839,ANKRD9;SHARPIN;CDC34;IFI27;SIAH2;NEDD4L;RAD23A;FBXO7;UBXN6;SKP1;RBX1;RNF187,0.0001834898090393465,0,0,GO_Biological_Process_2023,pos
