rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,library,direction
1,Protein Autophosphorylation (GO:0046777),5.527010957446811e-06,6.803324099722992,82.36011223475758,STK10;MAP3K3;CDKL5;TAOK3;DAPK1;DAPK2;LMTK2;ULK1;STK4;IGF1R,0.006375736252000791,0,0,GO_Biological_Process_2023,neg
2,Macroautophagy (GO:0016236),9.854306417311887e-06,8.552083333333334,98.58501292550258,MTMR3;HGS;VTI1A;PLEKHM1;ULK1;TCIRG1;SPG11;VPS39,0.006375736252000791,0,0,GO_Biological_Process_2023,neg
3,Regulation Of Intracellular Signal Transduction (GO:1902531),4.708170385798925e-05,4.3706606942889135,43.54762890462034,PREX1;TAOK3;DOCK8;DAPK2;PLCG2;EP300;MYO9B;ARHGEF2;ARAP1;GMIP;DOCK2;STK4,0.015469947170620385,0,0,GO_Biological_Process_2023,neg
4,Regulation Of Transcription By RNA Polymerase II (GO:0006357),4.78205476680692e-05,2.1691633175009133,21.578956297323984,KMT2D;CALCOCO1;GMEB2;KDM3B;MAML1;MAX;NLRC5;BAZ2B;HELZ2;MED12;NIPBL;EP300;STAT6;CAMTA2;TBL1X;IKBKG;KDM6B;CREBBP;KDM2A;CBX4;NCOA6;BICRAL;NCOA3;PHF12;WWP2;ARID3A;GATAD2A;PIAS1;TOX4;NR6A1;THRAP3;TET3;MAML3;ARHGEF2;BCORL1;KDM7A;RCOR1;ZNF652;GLYR1,0.015469947170620385,0,0,GO_Biological_Process_2023,neg
5,Protein Modification By Small Protein Conjugation (GO:0032446),8.047721710704619e-05,3.8520499108734403,36.315340868406324,RNF44;AREL1;CBX4;SMURF1;MGRN1;WWP2;MEFV;TRPC4AP;CHFR;PIAS1;HERC3;OS9;UVSSA,0.018937577485167445,0,0,GO_Biological_Process_2023,neg
6,Lysosomal Transport (GO:0007041),8.958238180663645e-05,7.291635825314581,67.9606117379354,HGS;MGRN1;KIF13A;PLEKHM1;DENND3;VPS39;IGF2R,0.018937577485167445,0,0,GO_Biological_Process_2023,neg
7,Actin Filament Organization (GO:0007015),0.00010244439134170952,6.0245098039215685,55.342294306830645,SVIL;BIN3;ACTN1;FLII;ELMO1;MYO5A;NEDD9;ARHGEF2,0.018937577485167445,0,0,GO_Biological_Process_2023,neg
8,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),0.00018606236426110687,6.433412687298698,55.25933924533761,PREX1;DOCK8;MYO9B;ARAP1;ARHGEF2;GMIP;DOCK2,0.030095587419234036,0,0,GO_Biological_Process_2023,neg
9,Endosome To Lysosome Transport (GO:0008333),0.00026114908025227007,9.73767258382643,80.33988011860673,MGRN1;KIF13A;DENND3;VPS39;TPCN2,0.0341856261433359,0,0,GO_Biological_Process_2023,neg
10,Histone Lysine Methylation (GO:0034968),0.0002802069439193893,14.411078717201166,117.88236655881762,KMT2D;SETDB1;NCOA6;BOD1L1,0.0341856261433359,0,0,GO_Biological_Process_2023,neg
11,Positive Regulation Of DNA-templated Transcription (GO:0045893),0.0002906042407856993,2.281651696748175,18.580740599404084,KDM5A;KMT2D;CALCOCO1;MAML1;MAX;NLRC5;HELZ2;MED12;EP300;STAT6;CAMTA2;TBL1X;IKBKG;KDM6B;CREBBP;NCOA6;BICRAL;NCOA3;GATAD2A;DNM2;THRAP3;TET3;ZNF516;MAML3;ARHGEF2;GLYR1,0.0341856261433359,0,0,GO_Biological_Process_2023,neg
12,Regulation Of Cellular Catabolic Process (GO:0031329),0.0004176696447701974,8.72767462422635,67.90846318747721,MTMR3;DAPK1;DAPK2;EP300;TPCN2,0.04153990486877404,0,0,GO_Biological_Process_2023,neg
13,Protein Ubiquitination (GO:0016567),0.00044659468773012353,3.2000076212735147,24.684407952776837,LRSAM1;RNF44;AREL1;SMURF1;MGRN1;PELI2;WWP2;MEFV;TRPC4AP;CHFR;HERC3;OS9;UVSSA,0.04153990486877404,0,0,GO_Biological_Process_2023,neg
14,Endocytic Recycling (GO:0032456),0.00044942710058951823,8.579313342025207,66.1253741268086,HGS;VTI1A;LMTK2;VPS39;RAB11FIP4,0.04153990486877404,0,0,GO_Biological_Process_2023,neg
15,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),0.0004820194195291721,2.415838628512943,18.451030712120414,KDM6B;KMT2D;CREBBP;CALCOCO1;MAML1;NCOA6;MAX;NCOA3;NLRC5;HELZ2;MED12;THRAP3;TET3;EP300;STAT6;CAMTA2;MAML3;TBL1X;ARHGEF2;IKBKG;GLYR1,0.04158220859138325,0,0,GO_Biological_Process_2023,neg
