rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Interferon Gamma Response,0.00019001668226546373,4.837614100490667,41.45060631295679,SOCS1;MTHFD2;PSME1;EIF2AK2;IRF8;UBE2L6;ADAR;PARP14;SAMHD1,0.007410650608353085,0,0,47,pos,MSigDB_Hallmark_2020
2,Interferon Alpha Response,0.00043082901286403295,6.698425286054152,51.91145138175452,TRIM5;PSME1;EIF2AK2;UBE2L6;ADAR;PARP14,0.008401165750848642,0,0,47,pos,MSigDB_Hallmark_2020
3,IL-2/STAT5 Signaling,0.015151192505367015,3.141979595107099,13.163876618045636,AHCY;SOCS1;POU2F1;RRAGD;IRF8;IGF2R,0.12085312809829588,0,0,47,pos,MSigDB_Hallmark_2020
