rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,HDL Remodeling R-HSA-8964058,0.00011224655254723089,43.059463379260336,391.61775629527256,CETP;APOA1;ABCG1,0.06151111079588253,0,0,94,pos,Reactome_2022
2,PTK6 Regulates Cell Cycle R-HSA-8849470,0.0014535707837741265,49.98989898989899,326.6206097208578,CCND1;PTK6,0.24734619628487123,0,0,94,pos,Reactome_2022
3,Classical Antibody-Mediated Complement Activation R-HSA-173623,0.0014535707837741265,49.98989898989899,326.6206097208578,C1QB;C1QA,0.24734619628487123,0,0,94,pos,Reactome_2022
