pc,eigenvalue,var_explained,cum_var
660,0.71484846,6.277107e-05,0.9926304
661,0.71365166,6.2665975e-05,0.99269307
662,0.71282923,6.259376e-05,0.99275565
663,0.710954,6.24291e-05,0.99281806
664,0.7081044,6.217887e-05,0.9928802
665,0.7066881,6.20545e-05,0.9929423
666,0.70522416,6.192596e-05,0.9930042
667,0.7040334,6.1821396e-05,0.993066
668,0.70273745,6.17076e-05,0.9931277
669,0.70184755,6.162946e-05,0.99318933
670,0.699808,6.145036e-05,0.9932508
671,0.697684,6.1263854e-05,0.99331206
672,0.693752,6.091858e-05,0.993373
673,0.69036394,6.0621074e-05,0.9934336
674,0.68948793,6.0544153e-05,0.99349415
675,0.68882376,6.0485832e-05,0.99355465
676,0.6881223,6.0424234e-05,0.9936151
677,0.68529755,6.0176193e-05,0.9936753
678,0.68314373,5.9987065e-05,0.99373525
679,0.6825099,5.993141e-05,0.99379516
680,0.6820333,5.988956e-05,0.99385506
681,0.680167,5.972568e-05,0.9939148
682,0.67722577,5.946741e-05,0.99397427
683,0.6758343,5.9345224e-05,0.99403363
684,0.67225885,5.9031263e-05,0.99409264
685,0.6721306,5.902e-05,0.99415165
686,0.66931033,5.877235e-05,0.9942104
687,0.66880953,5.8728376e-05,0.99426913
688,0.6671006,5.8578316e-05,0.9943277
689,0.6628135,5.8201862e-05,0.9943859
690,0.6619016,5.8121786e-05,0.994444
691,0.661061,5.8047975e-05,0.99450207
692,0.66014767,5.7967776e-05,0.99456006
693,0.6589983,5.786685e-05,0.99461794
694,0.6569265,5.7684923e-05,0.99467564
695,0.65376234,5.7407076e-05,0.99473304
696,0.65320873,5.7358466e-05,0.9947904
697,0.65077764,5.714499e-05,0.99484754
698,0.6499082,5.7068642e-05,0.9949046
699,0.6485973,5.6953533e-05,0.99496156
700,0.64808154,5.6908244e-05,0.9950185
701,0.6461251,5.6736448e-05,0.9950752
702,0.64396554,5.6546818e-05,0.9951318
703,0.6418053,5.6357127e-05,0.9951882
704,0.64010817,5.62081e-05,0.9952444
705,0.63896376,5.610761e-05,0.9953005
706,0.6377986,5.6005298e-05,0.9953565
707,0.63687307,5.5924025e-05,0.9954124
708,0.6343047,5.5698496e-05,0.9954681
709,0.6315086,5.545297e-05,0.9955235
710,0.63140875,5.54442e-05,0.99557894
711,0.62946886,5.527386e-05,0.9956342
712,0.6278243,5.512945e-05,0.99568933
713,0.6255231,5.492738e-05,0.9957443
714,0.62310797,5.4715307e-05,0.995799
715,0.62290937,5.469787e-05,0.9958537
716,0.6202034,5.4460255e-05,0.9959082
717,0.61915207,5.4367938e-05,0.99596256
718,0.6159603,5.4087668e-05,0.9960166
719,0.6156044,5.4056418e-05,0.9960707
720,0.6150789,5.4010274e-05,0.9961247
721,0.6124285,5.3777538e-05,0.99617845
722,0.6108544,5.3639316e-05,0.9962321
723,0.6077993,5.3371048e-05,0.99628544
724,0.6071753,5.3316253e-05,0.9963387
725,0.6057252,5.3188924e-05,0.9963919
726,0.60421467,5.305628e-05,0.99644494
727,0.6030095,5.2950458e-05,0.99649787
728,0.5997515,5.2664367e-05,0.99655056
729,0.5991011,5.2607258e-05,0.9966032
730,0.5962186,5.2354142e-05,0.9966555
731,0.5937186,5.2134616e-05,0.9967077
732,0.5928801,5.2060986e-05,0.9967597
733,0.5909263,5.1889423e-05,0.9968116
734,0.58956146,5.1769577e-05,0.9968634
735,0.5876277,5.1599774e-05,0.99691504
736,0.585859,5.1444465e-05,0.9969665
737,0.58275694,5.1172072e-05,0.9970177
738,0.5815393,5.1065148e-05,0.99706876
739,0.5805395,5.097736e-05,0.9971197
740,0.5794813,5.0884435e-05,0.9971706
741,0.576047,5.058287e-05,0.99722123
742,0.57382005,5.038732e-05,0.9972716
743,0.5721289,5.0238817e-05,0.99732184
744,0.5702381,5.0072787e-05,0.9973719
745,0.56798774,4.9875183e-05,0.9974218
746,0.5661116,4.971044e-05,0.9974715
747,0.5646109,4.9578663e-05,0.9975211
748,0.56320924,4.9455582e-05,0.9975706
749,0.56226504,4.937267e-05,0.9976199
750,0.5602487,4.9195613e-05,0.9976691
751,0.5573983,4.8945323e-05,0.99771804
752,0.5569815,4.890872e-05,0.997767
753,0.55539674,4.876956e-05,0.9978157
754,0.55450356,4.8691134e-05,0.9978644
755,0.553514,4.860424e-05,0.997913
756,0.55264884,4.852827e-05,0.9979615
757,0.54916894,4.8222697e-05,0.99800974
758,0.54713815,4.8044374e-05,0.9980578
759,0.5465874,4.7996014e-05,0.99810576
760,0.5444778,4.781077e-05,0.99815357
761,0.5424353,4.7631413e-05,0.9982012
762,0.5419694,4.7590507e-05,0.99824876
763,0.5397211,4.7393078e-05,0.99829614
764,0.5388318,4.731499e-05,0.99834347
765,0.53454596,4.693865e-05,0.9983904
766,0.533013,4.6804038e-05,0.99843717
767,0.53183997,4.6701036e-05,0.9984839
768,0.5311349,4.6639125e-05,0.9985305
769,0.5301777,4.6555073e-05,0.99857706
770,0.5272215,4.6295485e-05,0.9986234
771,0.5245316,4.6059286e-05,0.99866945
772,0.52136695,4.57814e-05,0.9987152
773,0.5193204,4.560169e-05,0.9987608
774,0.51800257,4.548597e-05,0.9988063
775,0.5166902,4.537073e-05,0.99885166
776,0.51432836,4.5163335e-05,0.99889684
777,0.5133129,4.5074165e-05,0.9989419
778,0.5114601,4.4911474e-05,0.9989868
779,0.5087966,4.467759e-05,0.9990315
780,0.5083206,4.4635795e-05,0.9990761
781,0.50442487,4.429371e-05,0.9991204
782,0.50328535,4.4193646e-05,0.9991646
783,0.5028602,4.4156313e-05,0.99920875
784,0.49892637,4.3810884e-05,0.99925256
785,0.4948576,4.34536e-05,0.999296
786,0.49138296,4.314849e-05,0.99933916
787,0.4898317,4.3012275e-05,0.9993822
788,0.48754197,4.2811214e-05,0.999425
789,0.4854813,4.2630265e-05,0.9994676
790,0.48390964,4.249226e-05,0.9995101
791,0.48240992,4.2360567e-05,0.9995525
792,0.47801605,4.197474e-05,0.99959445
793,0.4758688,4.178619e-05,0.99963623
794,0.47375542,4.160061e-05,0.99967784
795,0.47236606,4.1478612e-05,0.9997193
796,0.4693844,4.1216794e-05,0.99976057
797,0.4641425,4.07565e-05,0.99980134
798,0.4634828,4.069857e-05,0.99984205
799,0.45763958,4.0185474e-05,0.9998822
800,0.45465833,3.9923692e-05,0.99992216
801,0.4502702,3.953837e-05,0.9999617
802,0.44241,3.884816e-05,1.0000005
