pc,var_explained,cum_var,direction,library,top_term,top_adj_p,combined_score
8,0.014018694870173931,0.7471728920936584,pos,GO_Molecular_Function_2023,Fucose Binding (GO:0042806),8.923697164450556e-05,2009.18359177183
8,0.014018694870173931,0.7471728920936584,pos,GO_Cellular_Component_2023,Endocytic Vesicle (GO:0030139),1.0261593300494223e-07,179.8737091315835
8,0.014018694870173931,0.7471728920936584,pos,KEGG_2021_Human,Hematopoietic cell lineage,9.821323220896467e-06,194.34297953717015
8,0.014018694870173931,0.7471728920936584,pos,Reactome_2022,Immune System R-HSA-168256,1.0646529794520982e-07,69.56517888814123
8,0.014018694870173931,0.7471728920936584,pos,WikiPathway_2023_Human,Macrophage Markers WP4146,0.00034446018939074917,1103.1636058086635
8,0.014018694870173931,0.7471728920936584,pos,MSigDB_Hallmark_2020,IL-2/STAT5 Signaling,0.00011093543867103656,73.61603101727053
8,0.014018694870173931,0.7471728920936584,pos,ChEA_2022,IRF8 27001747 Chip-Seq BMDM Mouse,3.0401049889471997e-12,143.53669683726636
8,0.014018694870173931,0.7471728920936584,pos,TRRUST_Transcription_Factors_2019,SPI1 mouse,0.0003755320396937452,230.66183359791003
8,0.014018694870173931,0.7471728920936584,pos,Human_Phenotype_Ontology,Ascites (HP:0001541),0.09702983457526718,82.75070939715789
8,0.014018694870173931,0.7471728920936584,neg,GO_Biological_Process_2023,Mitotic Sister Chromatid Segregation (GO:0000070),5.245922449783343e-24,1984.5706259293786
8,0.014018694870173931,0.7471728920936584,neg,GO_Molecular_Function_2023,Microtubule Binding (GO:0008017),5.519821850617855e-07,151.14117148366458
8,0.014018694870173931,0.7471728920936584,neg,GO_Cellular_Component_2023,Spindle (GO:0005819),1.634677020292574e-16,594.6588416847936
8,0.014018694870173931,0.7471728920936584,neg,KEGG_2021_Human,Cell cycle,1.4629010364015623e-11,472.3575157612234
8,0.014018694870173931,0.7471728920936584,neg,Reactome_2022,Cell Cycle R-HSA-1640170,8.341847312579845e-48,1935.625949458087
8,0.014018694870173931,0.7471728920936584,neg,WikiPathway_2023_Human,Cell Cycle WP179,1.4444924272663167e-11,499.2716033747337
8,0.014018694870173931,0.7471728920936584,neg,MSigDB_Hallmark_2020,G2-M Checkpoint,3.2496304197695154e-36,2428.432250061753
8,0.014018694870173931,0.7471728920936584,neg,ChEA_2022,FOXM1 25889361 ChIP-Seq OE33 AND U2OS Human,1.319586602631631e-33,929.3146359486446
8,0.014018694870173931,0.7471728920936584,neg,TRRUST_Transcription_Factors_2019,E2F1 human,2.5787765131291664e-13,572.4551303827154
8,0.014018694870173931,0.7471728920936584,neg,Human_Phenotype_Ontology,Birth length less than 3rd percentile (HP:0003561),0.01656287000739485,593.3776232841345
9,0.011562873609364033,0.7587357759475708,pos,GO_Biological_Process_2023,Response To UV (GO:0009411),0.0750073231131311,74.01495143325761
9,0.011562873609364033,0.7587357759475708,pos,GO_Molecular_Function_2023,DNA Polymerase Binding (GO:0070182),0.18409651340453212,133.17348392535672
9,0.011562873609364033,0.7587357759475708,pos,GO_Cellular_Component_2023,Specific Granule (GO:0042581),0.0046659956366009005,63.76660802545815
9,0.011562873609364033,0.7587357759475708,pos,KEGG_2021_Human,Neutrophil extracellular trap formation,0.3296732228451855,22.736586138354028
9,0.011562873609364033,0.7587357759475708,pos,Reactome_2022,Neutrophil Degranulation R-HSA-6798695,0.0025159559374033245,48.57349569906656
9,0.011562873609364033,0.7587357759475708,pos,WikiPathway_2023_Human,Nanoparticle Triggered Autophagic Cell Death WP2509,0.28101329490000176,97.87806321199126
9,0.011562873609364033,0.7587357759475708,pos,MSigDB_Hallmark_2020,DNA Repair,0.05558780549621884,23.272460037157398
9,0.011562873609364033,0.7587357759475708,pos,ChEA_2022,VDR 21846776 ChIP-Seq THP-1 Human,0.0036648477832636733,40.63790409921053
9,0.011562873609364033,0.7587357759475708,pos,TRRUST_Transcription_Factors_2019,E2F1 human,0.00011422298178687512,115.43607017884145
9,0.011562873609364033,0.7587357759475708,pos,Human_Phenotype_Ontology,Amyloidosis (HP:0011034),0.44757400696621474,117.00004466783103
9,0.011562873609364033,0.7587357759475708,neg,GO_Biological_Process_2023,Chaperone-Mediated Protein Complex Assembly (GO:0051131),0.0021510803744587033,421.21539478257284
9,0.011562873609364033,0.7587357759475708,neg,GO_Molecular_Function_2023,Hsp90 Protein Binding (GO:0051879),0.0057337278641710655,179.61044178472525
9,0.011562873609364033,0.7587357759475708,neg,GO_Cellular_Component_2023,Axonal Growth Cone (GO:0044295),0.45220722639981836,71.44588341233826
9,0.011562873609364033,0.7587357759475708,neg,KEGG_2021_Human,Protein processing in endoplasmic reticulum,0.23766288255246337,27.699472308295594
9,0.011562873609364033,0.7587357759475708,neg,Reactome_2022,Attenuation Phase R-HSA-3371568,2.4192178315950902e-06,721.4426130512456
9,0.011562873609364033,0.7587357759475708,neg,WikiPathway_2023_Human,Nucleotide Binding Oligomerization Domain NOD Pathway WP1433,0.13315116884371495,78.64613599642355
9,0.011562873609364033,0.7587357759475708,neg,MSigDB_Hallmark_2020,Estrogen Response Late,0.47064024062749643,7.679574154313181
9,0.011562873609364033,0.7587357759475708,neg,ChEA_2022,HSF1 23293686 ChIP-Seq STHDH STRIATAL Mouse,2.7253631896065227e-07,104.44948130609586
9,0.011562873609364033,0.7587357759475708,neg,TRRUST_Transcription_Factors_2019,HSF1 human,0.021992170076056496,124.13356629968176
9,0.011562873609364033,0.7587357759475708,neg,Human_Phenotype_Ontology,Abnormal neuron morphology (HP:0012757),0.3536665165600123,75.62094298941223
10,0.010568277910351753,0.7693040370941162,pos,GO_Biological_Process_2023,Regulation Of Intracellular Signal Transduction (GO:1902531),0.0005621853950286772,83.75350340515995
10,0.010568277910351753,0.7693040370941162,pos,GO_Molecular_Function_2023,Ubiquitin Protein Ligase Binding (GO:0031625),0.00522190748209784,52.295850943830494
10,0.010568277910351753,0.7693040370941162,pos,GO_Cellular_Component_2023,Specific Granule (GO:0042581),7.016324285281342e-11,365.6992582287906
10,0.010568277910351753,0.7693040370941162,pos,KEGG_2021_Human,Measles,0.00017770059044177255,108.2384888583517
10,0.010568277910351753,0.7693040370941162,pos,Reactome_2022,Immune System R-HSA-168256,2.467158889914984e-18,231.93349744204446
10,0.010568277910351753,0.7693040370941162,pos,WikiPathway_2023_Human,Antiviral And Anti Inflammatory Effects Of Nrf2 On SARS CoV 2 Pathway WP5113,0.00014604336573273617,352.4065382588108
10,0.010568277910351753,0.7693040370941162,pos,MSigDB_Hallmark_2020,TNF-alpha Signaling via NF-kB,3.57334743756467e-05,93.06883213570319
10,0.010568277910351753,0.7693040370941162,pos,ChEA_2022,MECOM 23826213 ChIP-Seq KASUMI Mouse,3.4282221736065467e-06,60.93385316144864
10,0.010568277910351753,0.7693040370941162,pos,TRRUST_Transcription_Factors_2019,HSF1 human,8.77993715226101e-08,763.0650017751477
10,0.010568277910351753,0.7693040370941162,pos,Human_Phenotype_Ontology,Recurrent fungal infections (HP:0002841),0.060437744929213416,138.36579697475634
10,0.010568277910351753,0.7693040370941162,neg,GO_Biological_Process_2023,Skeletal Muscle Contraction (GO:0003009),0.036845766049522694,277.4179092680899
10,0.010568277910351753,0.7693040370941162,neg,GO_Molecular_Function_2023,Low-Density Lipoprotein Particle Binding (GO:0030169),0.12177312353663626,176.1280286078286
