pc,var_explained,cum_var,direction,best_term_overall,best_library_overall,best_adj_p_overall,best_combined_overall
96,0.0004114004841540009,0.9125736355781555,neg,HOXB7 human,TRRUST_Transcription_Factors_2019,0.01650024322444294,391.61775629527256
97,0.00040765656740404665,0.9129812717437744,pos,Apoptosis,MSigDB_Hallmark_2020,0.008627419386955326,45.031713159299656
97,0.00040765656740404665,0.9129812717437744,neg,Herpes simplex virus 1 infection,KEGG_2021_Human,2.3627418080085806e-07,108.80601508204686
98,0.00040166376857087016,0.9133829474449158,pos,TNFs Bind Their Physiological Receptors R-HSA-5669034,Reactome_2022,0.004599413531397482,244.79950290336265
98,0.00040166376857087016,0.9133829474449158,neg,mTORC1 Signaling,MSigDB_Hallmark_2020,0.0014878408358282233,55.79685681599258
99,0.0003963274066336453,0.9137792587280273,pos,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.00020480388677729825,72.93349778920441
99,0.0003963274066336453,0.9137792587280273,neg,Sarcomere Organization (GO:0045214),GO_Biological_Process_2023,0.01202351739318857,244.79950290336265
100,0.0003852779627777636,0.9141645431518555,pos,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0005213811072547974,50.828513404506296
100,0.0003852779627777636,0.9141645431518555,neg,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.0012802351378056805,55.79685681599258
101,0.00038123424747027457,0.9145457744598389,pos,Myogenesis,MSigDB_Hallmark_2020,0.03269194636521077,29.684225172013964
101,0.00038123424747027457,0.9145457744598389,neg,RELA human,TRRUST_Transcription_Factors_2019,2.6347959213033606e-07,138.59469761605865
102,0.0003743543929886073,0.9149201512336731,pos,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,Reactome_2022,0.04279734790281499,114.65098986831539
102,0.0003743543929886073,0.9149201512336731,neg,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.004101545838389949,82.87135728306936
103,0.0003734356432687491,0.9152935743331909,pos,HIVEP2 human,TRRUST_Transcription_Factors_2019,2.3643481603973143e-05,3183.512051346897
103,0.0003734356432687491,0.9152935743331909,neg,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,3.388293571110212e-05,93.92729294376404
104,0.0003709320444613695,0.9156644940376282,pos,Signaling By MST1 R-HSA-8852405,Reactome_2022,0.12240636282605781,462.10284137848555
104,0.0003709320444613695,0.9156644940376282,neg,STAT4 human,TRRUST_Transcription_Factors_2019,0.020988772562511835,330.92884130781977
105,0.0003644324897322804,0.9160289168357849,pos,Striated Muscle Contraction (GO:0006941),GO_Biological_Process_2023,3.080243994064074e-07,490.99888609373613
105,0.0003644324897322804,0.9160289168357849,neg,Protein Localization To Membrane (GO:0072657),GO_Biological_Process_2023,0.031291091683605755,60.25300774663434
106,0.00036261408240534365,0.9163915514945984,pos,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.003710922425209954,82.87135728306936
106,0.00036261408240534365,0.9163915514945984,neg,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,3.1479489330926854e-05,93.06883213570319
107,0.00035810109693557024,0.9167496562004089,pos,Fatty Acid Metabolism,MSigDB_Hallmark_2020,0.008365535568977182,46.64055791195152
107,0.00035810109693557024,0.9167496562004089,neg,Estrogen Response Early,MSigDB_Hallmark_2020,0.035494113196514555,29.684225172013964
108,0.0003537410229910165,0.9171034097671509,pos,Cholesterol Biosynthesis R-HSA-191273,Reactome_2022,1.940414302425229e-06,721.4426130512456
108,0.0003537410229910165,0.9171034097671509,neg,Metallothioneins Bind Metals R-HSA-5661231,Reactome_2022,2.3601803229568995e-05,1437.1155985372875
109,0.00035070773446932435,0.9174541234970093,pos,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.03066223590830142,51.61934285779443
109,0.00035070773446932435,0.9174541234970093,neg,Inflammatory Response,MSigDB_Hallmark_2020,0.007220633926087622,41.45060631295679
110,0.0003488996298983693,0.9178030490875244,pos,Glutathione metabolism,KEGG_2021_Human,0.03786661663657916,80.33988011860673
110,0.0003488996298983693,0.9178030490875244,neg,Cholesterol Homeostasis,MSigDB_Hallmark_2020,2.7550933184798582e-05,175.79196778707703
111,0.0003454996913205832,0.9181485772132874,pos,Coagulation,MSigDB_Hallmark_2020,0.014024827810472098,41.573491226182306
111,0.0003454996913205832,0.9181485772132874,neg,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.030823835144341588,29.684225172013964
112,0.00034125198726542294,0.9184898138046265,pos,FOXF2 human,TRRUST_Transcription_Factors_2019,0.005369372008743235,593.3776232841345
112,0.00034125198726542294,0.9184898138046265,neg,Regulation Of Respiratory Burst (GO:0060263),GO_Biological_Process_2023,0.002148182524267503,885.3932781130271
113,0.0003356620145495981,0.9188254475593567,pos,ECM-receptor interaction,KEGG_2021_Human,0.005793592673242313,92.30726282845026
113,0.0003356620145495981,0.9188254475593567,neg,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.0006401175689028403,55.79685681599258
114,0.00033391136093996465,0.9191593527793884,pos,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.003613266571914955,82.87135728306936
114,0.00033391136093996465,0.9191593527793884,neg,Myogenesis,MSigDB_Hallmark_2020,0.007980700655149477,41.45060631295679
115,0.00032978662056848407,0.9194891452789307,pos,Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192,Reactome_2022,0.029108516692534663,176.26230732641343
115,0.00032978662056848407,0.9194891452789307,neg,Skeletal Muscle Contraction (GO:0003009),GO_Biological_Process_2023,0.0009391632082558593,501.12759744627596
116,0.0003275810449849814,0.9198167324066162,pos,Chemokine Receptors Bind Chemokines R-HSA-380108,Reactome_2022,0.010807887225648651,132.26100624841683
116,0.0003275810449849814,0.9198167324066162,neg,Cholesterol Biosynthesis R-HSA-191273,Reactome_2022,0.0022255367715680006,293.4914392101124
117,0.00031973994919098914,0.9201364517211914,pos,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,Reactome_2022,0.00018284240635978725,273.3824888472053
117,0.00031973994919098914,0.9201364517211914,neg,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.012142722935649716,51.61934285779443
118,0.0003189965500496328,0.9204554557800293,pos,MEN1 mouse,TRRUST_Transcription_Factors_2019,0.13408253402607895,162.17255858986445
118,0.0003189965500496328,0.9204554557800293,neg,Blood Vessel Diameter Maintenance (GO:0097746),GO_Biological_Process_2023,0.3450511382287336,97.29780799156961
119,0.00031454424606636167,0.920769989490509,pos,Skeletal Muscle Contraction (GO:0003009),GO_Biological_Process_2023,0.020449687452441235,277.4179092680899
119,0.00031454424606636167,0.920769989490509,neg,Herpes simplex virus 1 infection,KEGG_2021_Human,0.008029269233599357,35.008055151128175
120,0.0003112767299171537,0.9210812449455261,pos,EPAS1 mouse,TRRUST_Transcription_Factors_2019,0.41874519697562734,89.6077061786221
120,0.0003112767299171537,0.9210812449455261,neg,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,4.774959008299482e-06,116.41047380303489
121,0.00030956475529819727,0.9213908314704895,pos,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.004377315123302014,41.45060631295679
121,0.00030956475529819727,0.9213908314704895,neg,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.0013593690950002937,56.32800551313
122,0.00030863803112879395,0.9216994643211365,pos,Regulation Of Astrocyte Differentiation (GO:0048710),GO_Biological_Process_2023,0.11777747657728065,330.92884130781977
122,0.00030863803112879395,0.9216994643211365,neg,Cholesterol Biosynthesis R-HSA-191273,Reactome_2022,0.054572011498566324,165.32046257631316
123,0.0003067317884415388,0.9220061898231506,pos,Coagulation,MSigDB_Hallmark_2020,0.0030408201138673752,59.79495580990984
123,0.0003067317884415388,0.9220061898231506,neg,Regulation Of Dendritic Cell Differentiation (GO:2001198),GO_Biological_Process_2023,0.1431143544977194,391.61775629527256
124,0.0003027700586244464,0.9223089814186096,pos,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.040791138457729297,277.4179092680899
124,0.0003027700586244464,0.9223089814186096,neg,NFIC mouse,TRRUST_Transcription_Factors_2019,0.01501386650457051,330.92884130781977
125,0.000300444575259462,0.9226094484329224,pos,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.00038610358343994105,123.88179542501636
125,0.000300444575259462,0.9226094484329224,neg,Xenobiotic Metabolism,MSigDB_Hallmark_2020,0.05558780549621884,20.28300352206346
126,0.00029802191420458257,0.9229074716567993,pos,SP1 human,TRRUST_Transcription_Factors_2019,0.2704396063800927,11.74904234184127
126,0.00029802191420458257,0.9229074716567993,neg,IRF1 human,TRRUST_Transcription_Factors_2019,0.022452999689435687,96.67719560223861
127,0.0002967962936963886,0.923204243183136,pos,Myogenesis,MSigDB_Hallmark_2020,0.007600667290618549,41.45060631295679
127,0.0002967962936963886,0.923204243183136,neg,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.019148140013909166,29.684225172013964
128,0.0002963932929560542,0.923500657081604,pos,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,Reactome_2022,0.0029207000870277466,183.13447867430412
128,0.0002963932929560542,0.923500657081604,neg,Mitochondrial Ribosome Assembly (GO:0061668),GO_Biological_Process_2023,0.07369384256915508,474.45791686900793
129,0.00029201857978478074,0.9237926602363586,pos,Herpes simplex virus 1 infection,KEGG_2021_Human,4.404845227818649e-08,123.98033637546719
129,0.00029201857978478074,0.9237926602363586,neg,Fluid shear stress and atherosclerosis,KEGG_2021_Human,0.0002793138529037153,108.2384888583517
130,0.00028875237330794334,0.9240813851356506,pos,Peptide Cross-Linking (GO:0018149),GO_Biological_Process_2023,0.17419603186268295,155.44809947118515
130,0.00028875237330794334,0.9240813851356506,neg,Low-Density Lipoprotein Particle Remodeling (GO:0034374),GO_Biological_Process_2023,0.15105821591383572,284.75776049641166
131,0.0002872574550565332,0.9243686199188232,pos,Oxygen Transport (GO:0015671),GO_Biological_Process_2023,0.001838330852901805,885.3932781130271
131,0.0002872574550565332,0.9243686199188232,neg,Reverse Cholesterol Transport (GO:0043691),GO_Biological_Process_2023,0.0199792634397363,371.4740483715657
132,0.00028645124984905124,0.9246550798416138,pos,Skeletal Muscle Contraction (GO:0003009),GO_Biological_Process_2023,0.0007957557142151306,501.12759744627596
132,0.00028645124984905124,0.9246550798416138,neg,Graft-versus-host disease,KEGG_2021_Human,9.009617921406406e-07,452.64739011158383
133,0.00028354721143841743,0.9249386191368103,pos,RELA human,TRRUST_Transcription_Factors_2019,0.27181705768593356,17.90236753353007
133,0.00028354721143841743,0.9249386191368103,neg,Metallothioneins Bind Metals R-HSA-5661231,Reactome_2022,1.6362243019080632e-05,1437.1155985372875
134,0.0002825663541443646,0.9252212047576904,pos,Serine Family Amino Acid Metabolic Process (GO:0009069),GO_Biological_Process_2023,0.010686421743534428,469.32550127312595
134,0.0002825663541443646,0.9252212047576904,neg,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.033626001975645366,29.684225172013964
135,0.00028215281781740487,0.9255033731460571,pos,Arrhythmogenic right ventricular cardiomyopathy,KEGG_2021_Human,0.022311879919219603,77.4503375178538
135,0.00028215281781740487,0.9255033731460571,neg,PPAR signaling pathway,KEGG_2021_Human,0.0018293955501082922,123.88179542501636
136,0.00028039098833687603,0.9257837533950806,pos,Activation Of Matrix Metalloproteinases R-HSA-1592389,Reactome_2022,0.09267548430476588,112.12252948199962
136,0.00028039098833687603,0.9257837533950806,neg,Herpes simplex virus 1 infection,KEGG_2021_Human,1.149443841057105e-06,94.89551747777861
137,0.0002784566313493997,0.9260622262954712,pos,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.047745693211178226,277.4179092680899
137,0.0002784566313493997,0.9260622262954712,neg,Neuronal Ion Channel Clustering (GO:0045161),GO_Biological_Process_2023,0.060179496177201405,593.3776232841345
138,0.00027525797486305237,0.926337480545044,pos,Cholesterol Biosynthesis R-HSA-191273,Reactome_2022,9.598597564259927e-05,474.90568175648224
138,0.00027525797486305237,0.926337480545044,neg,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.032131380375309715,277.4179092680899
139,0.00027309340657666326,0.9266105890274048,pos,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.004101545838389949,82.87135728306936
139,0.00027309340657666326,0.9266105890274048,neg,Intermediate Filament Organization (GO:0045109),GO_Biological_Process_2023,0.0064541664669062575,142.7747286438201
140,0.0002713488647714257,0.9268819093704224,pos,Inflammatory Response,MSigDB_Hallmark_2020,0.03829628002781833,29.684225172013964
140,0.0002713488647714257,0.9268819093704224,neg,Striated Muscle Contraction R-HSA-390522,Reactome_2022,0.13256190968429177,112.12252948199962
141,0.000268845004029572,0.9271507263183594,pos,Fatty acid degradation,KEGG_2021_Human,0.009303144370193849,128.110862510313
141,0.000268845004029572,0.9271507263183594,neg,PRDM1 mouse,TRRUST_Transcription_Factors_2019,0.14754901035986284,117.00004466783103
142,0.00026808641268871725,0.9274188280105591,pos,Metabolism of xenobiotics by cytochrome P450,KEGG_2021_Human,0.0009567421058134294,118.43521951233538
142,0.00026808641268871725,0.9274188280105591,neg,Cellular Response To Zinc Ion (GO:0071294),GO_Biological_Process_2023,4.957090727096642e-06,1310.0878886918517
143,0.00026679577422328293,0.9276856184005737,pos,"Negative Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000562)",GO_Biological_Process_2023,0.02194798677541217,1091.0444080855816
143,0.00026679577422328293,0.9276856184005737,neg,Glyoxylate and dicarboxylate metabolism,KEGG_2021_Human,0.0390431463205224,130.93747995826848
144,0.0002659425954334438,0.9279515743255615,pos,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.004199201691684948,82.87135728306936
144,0.0002659425954334438,0.9279515743255615,neg,Reverse Cholesterol Transport (GO:0043691),GO_Biological_Process_2023,0.018789830218062537,371.4740483715657
145,0.00026254175463691354,0.9282141327857971,pos,Regulation Of Endocytosis (GO:0030100),GO_Biological_Process_2023,0.06847216809035264,100.5341834341029
145,0.00026254175463691354,0.9282141327857971,neg,NR1H2 And NR1H3 Regulate Gene Expression To Limit Cholesterol Uptake R-HSA-9031525,Reactome_2022,0.003523402534803194,1740.0227480112783
146,0.00025994516909122467,0.9284740686416626,pos,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.007220633926087622,41.45060631295679
146,0.00025994516909122467,0.9284740686416626,neg,Coagulation,MSigDB_Hallmark_2020,0.017747056598257278,41.573491226182306
147,0.00025936486781574786,0.9287334084510803,pos,Propanoate metabolism,KEGG_2021_Human,0.061193002249503185,106.80126422611052
147,0.00025936486781574786,0.9287334084510803,neg,SRF mouse,TRRUST_Transcription_Factors_2019,0.00264139339193493,277.4179092680899
148,0.0002582424785941839,0.9289916753768921,pos,Herpes simplex virus 1 infection,KEGG_2021_Human,0.04236593568217869,22.77673740660482
148,0.0002582424785941839,0.9289916753768921,neg,Glutathione Conjugation R-HSA-156590,Reactome_2022,0.0005445865393168913,274.6176998194445
149,0.00025753999943844974,0.9292492270469666,pos,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.027015561368647717,29.684225172013964
149,0.00025753999943844974,0.9292492270469666,neg,Neuron Projection Morphogenesis (GO:0048812),GO_Biological_Process_2023,0.12304512583349952,53.9639624742751
150,0.00025608818395994604,0.9295052886009216,pos,Antigen processing and presentation,KEGG_2021_Human,0.0016963272868199795,113.34891391093362
150,0.00025608818395994604,0.9295052886009216,neg,Positive Regulation Of Phospholipid Transport (GO:2001140),GO_Biological_Process_2023,0.11976707156789536,391.61775629527256
151,0.00025562095106579363,0.9297609329223633,pos,PPARA mouse,TRRUST_Transcription_Factors_2019,0.11173748957803598,65.05902796595161
151,0.00025562095106579363,0.9297609329223633,neg,FOXO1 mouse,TRRUST_Transcription_Factors_2019,0.18078457972565476,58.58197746978076
152,0.00025414227275177836,0.9300150871276855,pos,Negative Regulation Of Leukocyte Degranulation (GO:0043301),GO_Biological_Process_2023,0.029425221849894857,593.3776232841345
152,0.00025414227275177836,0.9300150871276855,neg,Bile Acid Metabolism,MSigDB_Hallmark_2020,0.004840217231666155,60.645052278137086
153,0.00025255573564209044,0.9302676320075989,pos,Herpes simplex virus 1 infection,KEGG_2021_Human,0.007725459046382084,35.008055151128175
153,0.00025255573564209044,0.9302676320075989,neg,RUNX1 human,TRRUST_Transcription_Factors_2019,0.006733803879090731,144.26943679538044
154,0.0002510493213776499,0.9305186867713928,pos,mTORC1 Signaling,MSigDB_Hallmark_2020,0.03736222441738374,29.684225172013964
154,0.0002510493213776499,0.9305186867713928,neg,Herpes simplex virus 1 infection,KEGG_2021_Human,0.027231801470050342,28.46969601105985
155,0.00025052213459275663,0.9307692050933838,pos,NAD Metabolic Process (GO:0019674),GO_Biological_Process_2023,0.06397755637900288,217.428716911634
155,0.00025052213459275663,0.9307692050933838,neg,NFIC mouse,TRRUST_Transcription_Factors_2019,0.01654589369891444,330.92884130781977
156,0.0002466018486302346,0.9310157895088196,pos,Herpes simplex virus 1 infection,KEGG_2021_Human,0.01538519857064991,28.46969601105985
156,0.0002466018486302346,0.9310157895088196,neg,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.03923033563825293,29.684225172013964
157,0.0002451474720146507,0.9312609434127808,pos,High-Density Lipoprotein Particle Remodeling (GO:0034375),GO_Biological_Process_2023,0.2217733710101096,195.84402098106767
157,0.0002451474720146507,0.9312609434127808,neg,Bile Acid Metabolism,MSigDB_Hallmark_2020,0.1560655902099549,24.65647950040891
158,0.00024445701274089515,0.9315053820610046,pos,Glutathione Conjugation R-HSA-156590,Reactome_2022,0.1846312594885851,97.29780799156961
158,0.00024445701274089515,0.9315053820610046,neg,Serine Family Amino Acid Biosynthetic Process (GO:0009070),GO_Biological_Process_2023,0.09250328296709291,391.61775629527256
159,0.00024312765162903816,0.9317485094070435,pos,Metallothioneins Bind Metals R-HSA-5661231,Reactome_2022,1.8329059954878048e-05,1437.1155985372875
159,0.00024312765162903816,0.9317485094070435,neg,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.007600667290618549,41.45060631295679
160,0.0002424698614049703,0.9319909811019897,pos,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.04008899591050609,277.4179092680899
160,0.0002424698614049703,0.9319909811019897,neg,KRAS Signaling Up,MSigDB_Hallmark_2020,0.03829628002781833,29.684225172013964
161,0.0002407150313956663,0.9322317242622375,pos,Neutrophil Degranulation R-HSA-6798695,Reactome_2022,0.11554637381924683,26.31042275665032
161,0.0002407150313956663,0.9322317242622375,neg,Epithelial Mesenchymal Transition,MSigDB_Hallmark_2020,0.006840600561556694,41.45060631295679
162,0.00023932319891173393,0.9324710369110107,pos,CEBPA human,TRRUST_Transcription_Factors_2019,0.12428659805020542,54.800896273673075
162,0.00023932319891173393,0.9324710369110107,neg,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.03798034593299031,29.97968028880589
163,0.00023827262339182198,0.9327093362808228,pos,Peptide Cross-Linking (GO:0018149),GO_Biological_Process_2023,0.14762299775238027,155.44809947118515
163,0.00023827262339182198,0.9327093362808228,neg,Xenobiotic Metabolism,MSigDB_Hallmark_2020,0.030823835144341588,29.684225172013964
164,0.00023530577891506255,0.932944655418396,pos,RHO GTPases Activate ROCKs R-HSA-5627117,Reactome_2022,0.006745459383269069,277.4179092680899
164,0.00023530577891506255,0.932944655418396,neg,Diseases Associated With Surfactant Metabolism R-HSA-5687613,Reactome_2022,0.03182054738528379,474.45791686900793
165,0.0002350151917198673,0.9331796765327454,pos,mTORC1 Signaling,MSigDB_Hallmark_2020,0.0013840379868169518,55.79685681599258
165,0.0002350151917198673,0.9331796765327454,neg,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.030745994326706442,29.97968028880589
166,0.00023405966931022704,0.9334137439727783,pos,Glutathione Conjugation R-HSA-156590,Reactome_2022,0.014993035643461881,171.49530707153963
166,0.00023405966931022704,0.9334137439727783,neg,Staphylococcus aureus infection,KEGG_2021_Human,0.16921333409031106,33.29101085304574
167,0.00023291703837458044,0.9336466789245605,pos,Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154,Reactome_2022,0.024091264086558244,234.8100391955592
167,0.00023291703837458044,0.9336466789245605,neg,STAT5A mouse,TRRUST_Transcription_Factors_2019,0.10092183565127574,85.59397680666795
168,0.0002316106838406995,0.9338783025741577,pos,Phagosome,KEGG_2021_Human,0.02519726615257421,50.112098919165376
168,0.0002316106838406995,0.9338783025741577,neg,High-Density Lipoprotein Particle Remodeling (GO:0034375),GO_Biological_Process_2023,0.270606941192525,195.84402098106767
169,0.00023031746968626976,0.9341086149215698,pos,HIVEP2 human,TRRUST_Transcription_Factors_2019,0.0019076827838154565,1091.0444080855816
169,0.00023031746968626976,0.9341086149215698,neg,Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication (GO:0086073),GO_Biological_Process_2023,0.006718640376669924,1740.0227480112783
170,0.00022854114649817348,0.9343371391296387,pos,Metallothioneins Bind Metals R-HSA-5661231,Reactome_2022,0.0012487919396464034,733.2413213987782
170,0.00022854114649817348,0.9343371391296387,neg,Negative Regulation Of Protein Kinase Activity (GO:0006469),GO_Biological_Process_2023,0.2078638202408284,61.55092569534927
171,0.0002280876215081662,0.9345652461051941,pos,Cholesterol Homeostasis,MSigDB_Hallmark_2020,0.1177543299419293,28.991376259941838
171,0.0002280876215081662,0.9345652461051941,neg,Herpes simplex virus 1 infection,KEGG_2021_Human,0.08608117199111047,22.77673740660482
172,0.00022607851133216172,0.9347913265228271,pos,Herpes simplex virus 1 infection,KEGG_2021_Human,2.416252496941048e-05,70.65229030963722
172,0.00022607851133216172,0.9347913265228271,neg,Phospholipid Homeostasis (GO:0055091),GO_Biological_Process_2023,0.13730796645694787,284.75776049641166
173,0.00022553675808012486,0.9350168704986572,pos,p53 Pathway,MSigDB_Hallmark_2020,0.02461417813587903,29.684225172013964
173,0.00022553675808012486,0.9350168704986572,neg,heme Metabolism,MSigDB_Hallmark_2020,0.1504938148800071,20.28300352206346
174,0.00022492014977615327,0.9352418184280396,pos,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0019616113160588903,42.44374713238426
174,0.00022492014977615327,0.9352418184280396,neg,Herpes simplex virus 1 infection,KEGG_2021_Human,0.00048434310510008503,50.828513404506296
175,0.00022438135056290776,0.9354661703109741,pos,GATA1 human,TRRUST_Transcription_Factors_2019,0.15562054868165776,45.45460491125239
175,0.00022438135056290776,0.9354661703109741,neg,Serine Family Amino Acid Metabolic Process (GO:0009069),GO_Biological_Process_2023,0.010318234103631141,469.32550127312595
176,0.0002230615064036101,0.9356892108917236,pos,Positive Regulation Of Stress Fiber Assembly (GO:0051496),GO_Biological_Process_2023,0.0048577604069579994,204.6962509645269
176,0.0002230615064036101,0.9356892108917236,neg,Myogenesis,MSigDB_Hallmark_2020,0.03456005758607996,29.684225172013964
177,0.00022220883693080395,0.9359114170074463,pos,UV Response Dn,MSigDB_Hallmark_2020,0.18076322578804938,15.239735042336033
177,0.00022220883693080395,0.9359114170074463,neg,MYCN mouse,TRRUST_Transcription_Factors_2019,0.3012896686613456,162.17255858986445
178,0.0002208960213465616,0.9361323118209839,pos,Interferon Alpha/Beta Signaling R-HSA-909733,Reactome_2022,0.04940425818341919,86.81333560855745
178,0.0002208960213465616,0.9361323118209839,neg,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.1177543299419293,20.490924669981364
179,0.0002203563490184024,0.9363526701927185,pos,Herpes simplex virus 1 infection,KEGG_2021_Human,0.006336612476245979,35.008055151128175
179,0.0002203563490184024,0.9363526701927185,neg,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.034363170129848374,29.97968028880589
180,0.00021916083642281592,0.9365718364715576,pos,Metabolism of xenobiotics by cytochrome P450,KEGG_2021_Human,0.011182218706763702,79.19587272258161
180,0.00021916083642281592,0.9365718364715576,neg,DNMT3A human,TRRUST_Transcription_Factors_2019,0.00981529322332137,474.45791686900793
181,0.00021889667550567538,0.9367907047271729,pos,Cholesterol metabolism,KEGG_2021_Human,0.030204686897414606,99.9010527744165
181,0.00021889667550567538,0.9367907047271729,neg,Inflammatory Response,MSigDB_Hallmark_2020,0.007600667290618549,41.45060631295679
182,0.0002165601763408631,0.9370072484016418,pos,Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158),GO_Biological_Process_2023,0.17283952477504771,146.50278000651662
182,0.0002165601763408631,0.9370072484016418,neg,NR1H3 mouse,TRRUST_Transcription_Factors_2019,0.040470641188875354,159.51916044937724
183,0.0002159329887945205,0.9372231960296631,pos,3'-Phosphoadenosine 5'-Phosphosulfate Metabolic Process (GO:0050427),GO_Biological_Process_2023,0.18436348676568698,195.84402098106767
183,0.0002159329887945205,0.9372231960296631,neg,Glutathione metabolism,KEGG_2021_Human,0.0030169341970068203,128.42832253074832
184,0.0002148162602679804,0.9374380111694336,pos,Apoptosis,MSigDB_Hallmark_2020,0.0001987700945493813,83.28702146805132
184,0.0002148162602679804,0.9374380111694336,neg,Herpes simplex virus 1 infection,KEGG_2021_Human,0.07895018732912498,22.77673740660482
185,0.00021446915343403816,0.9376524686813354,pos,NFKB1 mouse,TRRUST_Transcription_Factors_2019,0.18933535788871006,20.28300352206346
185,0.00021446915343403816,0.9376524686813354,neg,Estrogen Response Early,MSigDB_Hallmark_2020,0.0002104928836322232,72.93349778920441
186,0.00021316677157301456,0.9378656148910522,pos,Negative Regulation Of Lens Fiber Cell Differentiation (GO:1902747),GO_Biological_Process_2023,0.00906631060389063,1740.0227480112783
186,0.00021316677157301456,0.9378656148910522,neg,Glutathione Conjugation R-HSA-156590,Reactome_2022,0.012484907004221045,171.49530707153963
187,0.00021227206161711365,0.9380778670310974,pos,Smooth Muscle Contraction R-HSA-445355,Reactome_2022,0.02897754106395599,128.110862510313
187,0.00021227206161711365,0.9380778670310974,neg,NR1H3 mouse,TRRUST_Transcription_Factors_2019,0.0025025878508013136,334.7923648041761
188,0.00021147321967873722,0.9382893443107605,pos,Type I diabetes mellitus,KEGG_2021_Human,0.012236455855313202,128.110862510313
188,0.00021147321967873722,0.9382893443107605,neg,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.03707981356526376,277.4179092680899
189,0.00021069632202852517,0.9385000467300415,pos,KRAS Signaling Up,MSigDB_Hallmark_2020,0.03269194636521077,29.684225172013964
189,0.00021069632202852517,0.9385000467300415,neg,NR0B2 human,TRRUST_Transcription_Factors_2019,0.16445566779693044,197.36590289038227
190,0.00020940304966643453,0.9387094378471375,pos,Nectin/Necl Trans Heterodimerization R-HSA-420597,Reactome_2022,0.012719752842924734,776.6239908457204
190,0.00020940304966643453,0.9387094378471375,neg,Angiogenesis,MSigDB_Hallmark_2020,0.1875878110305204,47.43230522818489
191,0.0002089642803184688,0.93891841173172,pos,Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,Reactome_2022,0.10311845985889853,51.287895040397274
191,0.0002089642803184688,0.93891841173172,neg,ELF1 human,TRRUST_Transcription_Factors_2019,0.16494814609135788,162.17255858986445
192,0.00020870787557214499,0.9391271471977234,pos,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.03526746408063386,29.97968028880589
192,0.00020870787557214499,0.9391271471977234,neg,Herpes simplex virus 1 infection,KEGG_2021_Human,0.00170924026954839,42.44374713238426
193,0.00020696419232990593,0.9393340945243835,pos,Iron Coordination Entity Transport (GO:1901678),GO_Biological_Process_2023,0.01025960462613492,1740.0227480112783
193,0.00020696419232990593,0.9393340945243835,neg,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.03456005758607996,29.684225172013964
