rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Sterol Biosynthetic Process (GO:0016126),2.9091224315646995e-07,27.804123711340207,418.4588512102148,SQLE;MVK;MSMO1;DHCR24;LSS;FDFT1,0.00034298553468147804,0,0,138,pos,GO_Biological_Process_2023
2,Secondary Alcohol Biosynthetic Process (GO:1902653),3.4635138267612733e-06,26.695006747638327,335.64237766536246,MVK;DHCR24;MSMO1;LSS;FDFT1,0.0016876789470721516,0,0,138,pos,GO_Biological_Process_2023
3,Cholesterol Biosynthetic Process (GO:0006695),4.294348465832447e-06,25.358974358974358,313.3915485176811,MVK;MSMO1;DHCR24;LSS;FDFT1,0.0016876789470721516,0,0,138,pos,GO_Biological_Process_2023
