rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,FOXO-mediated Transcription R-HSA-9614085,0.0004829703975862702,8.435897435897436,64.41276048972978,POMC;PINK1;FOXO4;RETN;BBC3,0.15985854488965828,0,0,152,pos,Reactome_2022
2,FOXO-mediated Transcription Of Cell Death Genes R-HSA-9614657,0.0005011239651713426,23.178836392034363,176.1280286078286,PINK1;FOXO4;BBC3,0.15985854488965828,0,0,152,pos,Reactome_2022
3,ER Quality Control Compartment (ERQC) R-HSA-901032,0.0011471485105092553,16.736040609137056,113.31096080850561,RNF103;UBC;MAN1B1,0.21030812214604339,0,0,152,pos,Reactome_2022
