rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Sterol Biosynthetic Process (GO:0016126),8.919821683103437e-09,34.16062176165803,633.1667786891227,SQLE;MVK;MSMO1;DHCR24;HMGCR;FDFT1;CES1,1.1114097817146883e-05,0,0,108,pos,GO_Biological_Process_2023
2,Secondary Alcohol Biosynthetic Process (GO:1902653),1.0745241901338021e-07,33.98969072164948,545.4059769157099,MVK;DHCR24;MSMO1;HMGCR;CES1;FDFT1,5.823483497801411e-05,0,0,108,pos,GO_Biological_Process_2023
3,Cholesterol Biosynthetic Process (GO:0006695),1.4021228325364553e-07,32.199131850244164,508.1057862758166,MVK;MSMO1;DHCR24;HMGCR;FDFT1;CES1,5.823483497801411e-05,0,0,108,pos,GO_Biological_Process_2023
