rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Glutathione Conjugation R-HSA-156590,0.0004448946011773135,12.607142857142858,97.29780799156961,GSTM4;GSTM3;GSTM2;GSTM1,0.2073208841486281,0,0,127,neg,Reactome_2022
2,Post-chaperonin Tubulin Folding Pathway R-HSA-389977,0.0015052246919242,15.060913705583756,97.87806321199126,TUBB6;TUBB2A;TUBB4B,0.2798123833833351,0,0,127,neg,Reactome_2022
3,Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960,0.0021616710096346928,13.094460384021188,80.35905008065508,TUBB6;TUBB2A;TUBB4B,0.2798123833833351,0,0,127,neg,Reactome_2022
