rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Depyrimidination (GO:0045008),0.0020216133697869413,39.98989898989899,248.09171029141777,NEIL2;NEIL1,0.4176069569178137,0,0,103,neg,GO_Biological_Process_2023
2,Positive Regulation Of Isomerase Activity (GO:0010912),0.0020216133697869413,39.98989898989899,248.09171029141777,PLSCR1;NOD2,0.4176069569178137,0,0,103,neg,GO_Biological_Process_2023
3,Cellular Response To Hydroxyurea (GO:0072711),0.0026777674677022855,33.323232323232325,197.36590289038227,BLM;SPIDR,0.4176069569178137,0,0,103,neg,GO_Biological_Process_2023
