,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16
SCRN1,-0.009214878,0.26926994,-0.073480606,0.36647916,-0.34404993,-0.44039488,0.609231,-0.050014257,-0.12938976,0.120449066,0.29598475,0.04287958,-0.39466023,0.051045418,0.99535584,0.035381317
SCRN2,0.10047555,0.22760034,0.2578497,0.6263852,-0.13570786,-0.25352836,0.43950677,-0.099384785,-0.48698783,0.50812364,-0.044560432,-0.23245811,-0.37423372,0.19562244,1.0249615,-0.095671415
SCRN3,-0.18899292,-0.030089915,-0.3446728,-0.31729043,-0.0046908855,0.3226936,-0.437513,-0.18402934,0.17032921,0.4554674,0.0049591064,-0.27959943,0.24870187,0.034563243,0.8648738,-0.42737573
SCYL1,-0.14010668,0.60246587,0.125283,0.28960407,-0.37947893,0.19096434,0.51303506,-0.06869733,-0.12796819,0.26762486,0.45039058,-0.31359494,-0.40877163,-0.015369058,-0.23998618,-0.40184855
SCYL2,-0.2639979,-0.07867217,-0.16054213,0.15005171,0.018659234,-0.009405613,-0.8252412,-0.15745759,0.13845861,-0.5200565,0.14749765,0.1544416,0.289616,0.17465353,0.946182,-0.4819423
SCYL3,-0.26637614,0.1774013,-0.31221807,0.23494363,-0.01847744,0.23108721,-0.39271712,-0.023964047,0.24764538,0.2589196,0.052326918,-0.4063666,0.0556916,-0.060594082,0.7169455,-0.31737983
SDAD1,-0.22473633,0.4144132,-0.09832084,0.121846795,-0.46517253,-0.092583895,-0.08448362,-0.07621348,-0.022095442,0.52284,0.2661258,-0.1276493,-0.035849214,0.026103854,1.3411224,-0.22960901
SDC1,0.24833158,0.30312464,0.4264608,-0.012284517,0.039819628,-0.050082058,0.50825405,0.53260326,-0.16768351,-0.08786097,-0.014669448,0.5501762,-0.14403313,-0.081991404,0.5300649,0.21997839
SDC4,0.056003034,0.32009482,0.021448731,-0.57204515,0.60203075,0.08764118,-0.4152611,-0.39375275,-0.39311647,0.034810603,0.5385488,0.87403953,-0.23236573,-0.01963973,-0.20908713,-0.06876439
SDCBP,-0.2144292,-0.09881109,-0.26630238,-0.29751658,0.0053197145,0.37755892,-0.61534274,-0.1349859,0.1714319,-0.6816238,0.2011992,-0.061110407,0.23067966,0.0018514693,0.020182133,-0.68861544
SDCBP2-AS1,-0.21454096,0.2937317,-0.31267703,0.053358078,0.20214319,0.19792616,-0.24826229,-0.20659268,0.10085404,0.1725465,0.019603968,-0.36251247,-0.06849766,-0.093743205,0.5837053,-0.5590886
SDCCAG8,-0.28549284,-0.1643613,-0.014449656,-0.4070282,-0.016967952,0.16309023,-0.37782937,-0.033280253,-0.06054789,0.22701323,-0.041769445,-0.11307746,0.39066374,-0.02861619,1.170671,-0.38880557
SDE2,0.20947456,0.082063675,-0.1590848,0.46645403,-0.011408329,-0.110673904,0.33627748,-0.2240777,-0.009000301,-0.41133165,0.34163594,0.3918171,0.122731924,0.21588206,0.9793401,-0.22141933
SDF2,-0.10688603,-0.13699532,-0.06527901,-0.42952895,0.036728382,0.041478872,-0.26783943,0.12538433,-0.23268759,0.076174736,-0.12629032,-0.35878718,-0.00975132,-0.039866567,-0.27744174,-0.4873544
SDF2L1,0.015333295,0.43205172,0.2569914,0.21009147,-0.47672093,-0.20258278,0.40336847,0.16099215,-0.5871609,0.35696328,0.14265776,0.2548024,-0.13741106,0.023303926,0.6685674,0.3884524
SDF4,0.08647442,0.35760403,0.037521124,0.5466342,-0.40857792,-0.19211173,0.41757226,0.08748174,-0.27998686,0.5559027,0.19464493,-0.17596483,-0.34462214,0.17518997,1.001817,-0.14002919
SDHA,-0.08751154,0.46678185,0.16509295,0.38449764,-0.35953522,-0.4885614,0.40260553,0.19310713,-0.15357733,0.37971735,0.2600789,0.022512674,-0.33960342,0.06366968,0.894928,-0.17871857
SDHAF1,0.22065789,0.29603988,0.023113191,0.016339123,-0.13775975,0.00014454126,0.19370914,0.03683269,-0.42051822,0.7143557,-0.22174716,-0.35936385,-0.15425384,0.06298721,1.0108516,0.2322331
SDHAF2,-0.083738565,0.09547472,0.1187861,-0.22561848,-0.25883615,0.1299262,0.07533431,0.13664365,-0.07344484,0.3888905,0.04619658,-0.70005953,0.08011162,-0.013789535,0.3783822,-0.2699554
SDHAF3,-0.29851198,-0.26510358,0.12406707,-0.58576465,0.32931268,0.10381043,-1.1305302,0.0893563,-0.08473694,-0.3704995,-0.1603514,0.1254201,0.34441948,-0.06798506,-0.23114681,-0.059974194
SDHAF4,0.23715794,-0.2689451,-0.19824207,-0.24167001,0.3107041,-0.06761849,-0.10018051,-0.32600164,-0.07480085,0.6712675,-0.24896562,-0.4025966,0.07086396,0.06479323,1.0980219,0.19775629
SDHB,-0.08954108,-0.25191307,0.029811263,-0.6660938,-0.2002269,0.15071034,-0.3014177,-0.09472072,-0.026488304,0.31952858,0.04134178,-0.62050223,0.46359897,-0.013104081,0.37551224,-0.103101134
SDHC,-0.21899343,0.03271848,-0.0024423003,-0.35014004,-0.099895895,-0.15942007,-0.6049678,0.070777535,-0.050494075,0.45294017,-0.02193451,-0.014573336,-0.032390654,-0.1247406,-0.09973943,-0.17664135
SDHD,-0.17415583,-0.035232306,-0.13501346,-0.1265347,-0.20074844,0.030964613,-0.5069792,-0.27357638,0.032889843,0.13571382,0.20531714,-0.2342552,0.35867095,0.112864375,1.3890535,-0.34174323
SDK2,-0.11166632,0.15896708,-0.19111782,0.7669836,-0.12473613,-0.35883784,0.38480908,-0.2638772,0.24557263,0.025880337,0.57225674,-0.15472025,-0.57804286,-0.1966998,0.5327299,-0.1839742
SDR39U1,0.10857582,0.2849102,0.046133995,0.743711,-0.10379553,-0.13904572,0.28612614,0.22842884,-0.32422543,0.13718605,0.03079176,-0.22909641,-0.28440952,0.18815994,1.1994004,0.01335144
SDR42E1,-0.00436306,0.3541708,-0.3306687,0.40195584,-0.09461045,0.25300384,0.103873014,0.0117480755,0.23931861,0.29277802,0.14767647,-0.22707582,-0.11228919,0.07176995,1.2939572,-0.37078857
SDSL,0.31183958,0.18866509,-0.0018462539,-0.394778,-0.09217113,-0.14566928,0.2878368,-0.21231775,-0.21602516,0.51017106,0.027699769,0.4117623,0.16486049,0.047951937,0.25209785,0.49129128
SEC11A,-0.024177134,-0.3999114,0.25694817,-0.98799765,-0.092214346,-0.000654161,-0.15231669,0.088731945,-0.21923333,0.2080813,-0.19141585,-0.3945619,0.548324,-0.033695996,0.7801324,0.23158044
SEC11C,0.03552437,0.06354153,0.5161345,0.41145682,-0.17677248,-0.19960403,0.09210408,0.41481555,-0.5184889,-0.013703108,0.022169948,-0.026166439,0.17935038,0.2417177,1.3107449,0.36040545
SEC13,0.0672251,0.08033216,0.18233359,-0.069633126,-0.39516687,-0.3044486,0.39889514,0.1597017,-0.6450802,0.7753849,0.10946989,-0.07521212,-0.08999407,0.119650364,1.0336727,-0.071027875
SEC14L1,0.031244755,0.10934174,-0.13008714,0.47702193,-0.1550436,0.65645874,0.75639784,-0.1706183,0.24678707,-0.84587634,0.47890842,-0.13219118,-0.037446618,0.16756356,-0.33147335,-0.66225827
SEC14L2,0.02796948,0.2520889,0.25694072,0.30001998,0.17447174,-0.2078414,0.40238798,-0.093114376,-0.03616512,-0.019574165,-0.022679567,-0.1062721,-0.18948019,-0.009387732,0.5715668,0.045099854
SEC16A,-0.27782023,0.39310455,-0.091689825,0.39501786,-0.016728044,-0.025749207,0.05542934,0.0680387,0.04863143,0.039699674,0.18843412,0.35582185,-0.3446132,-0.02464056,0.28407574,-0.77036023
SEC22A,-0.30753464,0.15782565,0.064605474,0.034236908,-0.29405355,-0.06322414,-0.06391406,-0.14384687,-0.23257434,0.73549896,-0.0029444695,-0.64216256,-0.0071674585,0.056390464,1.304479,0.13189465
SEC22B,-0.27915835,-0.15205741,-0.24964213,-0.31853318,-0.1211226,0.28707385,-0.43224692,-0.11008382,0.12801886,-0.3063321,-0.033175945,-0.1512587,0.22656918,0.0096440315,0.20561814,-0.5879164
SEC22C,-0.21416396,0.09946823,-0.15094876,0.2657801,0.10047406,-0.0766933,-0.5208418,-0.18397272,-0.0083729625,0.5634457,-0.027294457,-0.31252652,-0.06591231,-0.05481392,0.88387877,-0.30791909
SEC23A,-0.26360676,-0.0020213425,-0.33438653,-0.05927533,0.058356673,0.1333803,-0.7583648,-0.04472062,0.11090711,-0.2156876,0.17182156,0.29059127,0.40013194,0.073471665,1.1967391,-0.5568579
SEC23B,-0.3559366,0.18280149,-0.10970384,-0.23739785,-0.22679567,-0.20051897,-0.21914393,0.07136017,0.1076743,0.33528954,0.15914142,0.25297254,-0.008879602,-0.028285384,0.4776135,-0.5372718
SEC23IP,-0.2049923,0.257501,-0.071811676,0.07531643,-0.2767384,0.02092719,-0.17833114,-0.088983774,-0.09521842,0.18142462,0.30477643,0.029098988,0.0084370375,0.077685714,1.2776434,-0.57791173
SEC24A,-0.15216768,0.116068125,-0.0108629465,0.19029975,0.049450994,-0.21853447,-0.8866012,0.16934276,-0.25480986,-0.32775104,0.3030032,0.5108535,-0.060796738,0.13568103,0.89037716,-0.41818917
SEC24B,-0.07966161,-0.0022888184,-0.36661625,0.39888024,0.09010434,0.10532141,-0.5629897,-0.17116666,0.10032654,-0.30851364,0.2708137,0.30522943,0.13104081,0.20859241,1.0820687,-0.74579716
SEC24C,-0.23676753,0.46070516,-0.42028725,0.6392956,-0.19525886,0.1511991,-0.22836924,-0.066149235,0.25565624,0.3476411,0.35000145,0.1957506,-0.19126832,0.016361475,1.0421604,-0.7048845
SEC24D,-0.30342042,0.25115758,-0.32979548,-0.014179945,-0.39342642,-0.07379353,-0.3558725,-0.2018407,0.13942122,-0.10585487,0.5598545,0.48587024,-0.110681355,0.0085935,0.80506057,-0.74044764
SEC31A,-0.10918379,0.30115247,0.12295246,0.19466281,-0.5098343,-0.38992763,0.47882795,0.25115013,-0.21855831,0.056362152,0.34276247,0.27123094,-0.22615194,0.057685375,0.94088316,-0.06377697
SEC31B,-0.023424625,0.23781061,0.15382767,0.48583746,-0.13581514,0.059127808,0.26420355,0.19878149,-0.15907288,0.22050142,0.06676912,-0.35954714,-0.07594824,0.1368761,1.1269212,-0.24751425
SEC61A1,-0.29177368,0.49550682,0.2000168,0.08176416,-0.4244268,-0.2721399,0.12423098,0.12457967,-0.43618977,0.62465817,0.22772104,0.2521053,-0.24307668,0.0043600798,0.7048294,-0.1378715
SEC61A2,-0.23005009,0.20112991,0.3088236,0.01912117,0.1903534,0.5178094,-0.16444921,-0.5318999,0.04030466,-0.11193752,0.076282024,-0.21637678,0.024819374,-0.1188755,-0.28716326,-0.7255435
SEC61B,-0.06210208,-0.1177609,0.3706634,-0.4282713,-0.19683838,-0.24294853,0.04632473,-0.018179417,-0.28748512,0.38089752,-0.057536364,-0.33877492,0.1990974,-0.052964687,0.45930147,0.31804442
SEC61G,-0.084236264,-0.19466877,0.69095194,-0.55702627,-0.2510488,-0.39813668,0.1490131,0.011320412,-0.62722117,0.104662776,-0.02809763,-0.0010222197,0.38719475,0.06568134,0.6039262,0.3446102
SEC62,0.048035383,-0.45070648,-0.027152896,-0.34396648,0.48512816,0.23855865,-0.6141305,-0.3563106,0.018832088,-0.23741424,-0.028729439,0.096037984,0.56916773,0.118368864,0.46568215,0.058346987
SEC63,-0.07043481,-0.07240772,0.06741285,0.16368628,0.1640439,-0.40442348,-0.22780895,0.0031292439,-0.08844137,-0.080513954,0.118649006,0.15660524,-0.101965666,0.14833808,1.1306047,-0.3238082
SECISBP2,-0.044694543,0.3201604,-0.043216348,0.49952865,0.03503263,0.2394855,0.3450364,-0.24528801,0.13744533,-0.10282993,-0.0017106533,-0.39061606,-0.090137124,0.08927286,1.0915875,-0.53646564
SECISBP2L,-0.2588749,0.22300184,-0.22275299,0.19711554,-0.030472875,-0.0024229288,-0.5007237,-0.33886135,0.31455755,-0.05017817,0.28063953,0.31829178,0.13189465,-0.04954338,1.1514202,-0.6185919
SECTM1,-0.1484096,0.1778245,-0.18562675,-0.23967624,-0.42665005,0.26073456,-0.1595974,-0.20610094,-0.20569563,0.08969307,0.10205507,-0.21916032,-0.021356344,-0.01180172,-0.40362477,-0.50742626
SEH1L,-0.028377771,0.29570162,-0.055348873,0.12848675,-0.07606447,-0.2338767,-0.1560986,-0.053218007,-0.21523535,-0.07044971,0.34630895,0.13611019,-0.16515553,0.0956893,1.2454867,-0.1815021
SEL1L,-0.3960818,0.16800761,-0.21008551,-0.26073158,-0.008073449,0.3497362,-0.6195873,-0.30136108,0.17371178,-0.059854984,0.11499524,0.025320053,0.33041835,-0.07252395,0.65318346,-0.7162243
SEL1L3,-0.16469955,0.21658838,0.2353251,0.3981769,-0.24829805,-0.15769601,-0.34359992,0.39715767,-0.014162064,0.12355447,0.058540702,0.043958426,-0.20128787,-0.053668022,0.98450184,-0.34753084
SELENBP1,0.6717846,-0.18168241,-0.30367523,0.09102225,0.29855222,0.018922985,0.5764589,0.06839633,0.51988363,-0.00013709068,-0.13032109,0.52874833,-0.02746731,0.038051605,-0.26013702,0.9859845
SELENOF,-0.2744019,-0.049751997,-0.046643615,-0.34269094,-0.21208823,0.16818196,-0.7490039,-0.10179877,-0.049299,6.556511e-05,0.12636185,-0.40230155,0.31886995,0.031068921,0.7123709,-0.3709674
SELENOI,-0.08402467,0.30853152,-0.043410063,0.60067177,0.038528442,-0.35526156,-0.18494725,-0.1711309,-0.16000867,-9.536743e-05,0.1234591,0.17379522,-0.12577772,0.07432103,1.2670398,-0.2856791
SELENOK,0.3679037,-0.24535656,0.044190884,0.39134026,0.4144907,-0.20358562,0.15214086,-0.28139353,-0.041294098,-0.25779605,0.13419986,0.09071231,-0.031977892,0.24358034,0.59922934,0.7109821
SELENOM,0.17832518,0.34295917,0.22735596,0.73426366,0.08139014,-0.21568537,0.3277421,0.1721263,-0.27899742,0.36107302,0.16855597,-0.24719834,-0.419873,0.1371026,0.9356141,0.3090799
SELENON,-0.116705894,0.55499375,-0.15874505,-0.26085824,-0.28253794,-0.08728951,0.2505958,-0.0987649,-0.1401782,0.71793497,0.16440153,-0.028175116,-0.32010078,-0.08140355,0.89019686,-0.36319792
SELENOO,0.08226633,0.15366077,0.3902018,0.3500998,-0.058728456,0.13731122,0.5343199,0.12168288,-0.8052945,0.5726218,-0.19894838,-0.48778057,-0.3306985,0.21113157,0.30595064,-0.24341345
SELENOS,-0.06883219,0.14511868,0.34361258,0.02597943,-0.2129443,-0.06772727,-0.013486296,-0.14518574,-0.37044808,0.15870407,0.24409816,-0.03501475,0.1668714,0.16470775,1.1518114,0.19029751
SELENOT,-0.2057299,-0.23585111,-0.33568442,-0.39211214,0.10210872,0.24346411,-1.112862,-0.26950836,0.051526725,-0.14956146,0.05040914,-0.29393137,0.38341582,0.09200871,0.49269944,-0.32658428
SELENOW,0.045621395,0.17329454,0.40720403,-0.021007657,-0.20281672,-0.38730204,0.13935566,0.23918152,-0.7162154,0.32514036,-0.012281537,-0.14130175,0.18230975,0.091058016,0.9061098,0.65586865
SELL,-0.2981454,-0.018891692,-0.022435188,-0.392887,-0.13781488,0.19926131,-0.29756427,0.030657649,0.06266236,-0.12848675,0.0025480986,-0.25603473,0.12521148,-0.13429224,-0.52128136,-0.5687475
SELP,-0.36433935,0.3268957,-0.27760863,-0.72891116,-0.33718944,0.13321638,0.09511709,0.31204224,0.14044046,-0.03544092,-0.021535158,-0.2830088,-0.39476752,-0.23121834,-0.04646778,-0.14492273
SELPLG,-0.27249455,0.33378005,0.02952218,-0.27852654,-0.2201736,0.31365752,-0.10547042,0.18891692,-0.005888939,0.057464838,0.007945299,-0.19884706,-0.034052134,-0.1260221,-0.36942363,-0.59567094
SEM1,-0.142093,-0.2645187,0.58298486,-0.15238449,-0.24578348,-0.46861917,0.23942664,-0.026929379,-0.4984364,0.024946779,0.13520345,-0.17644912,0.17602742,0.04298985,0.6231003,0.68195313
SEMA3C,-0.2203703,0.29881,-0.3614843,-0.42886734,0.11613369,0.48110485,-0.3454864,-0.43007135,0.17257035,0.056666136,0.16648471,-0.021457672,0.23524761,0.044688582,0.91592073,-0.7772118
SEMA4A,-0.24313927,-0.018662214,0.009530783,-0.56078434,0.10200143,0.3338039,-0.3232658,0.05403161,-0.19791722,0.119012594,-0.20406246,0.059360266,0.013047457,-0.104784966,-0.7082999,-0.69836974
SEMA4B,-0.30343533,0.19207,-0.14165044,-0.38744807,-0.2699554,0.30609965,-0.047516823,0.35749078,0.32773614,0.0070393085,-0.16314387,-0.344491,0.10643005,-0.22867322,-0.09500384,-0.5624652
SEMA4C,0.10524988,0.36014318,-0.2086997,0.7434964,-0.15981197,-0.18965006,0.08473396,0.23759604,-0.16912222,0.13231039,0.11392832,-0.082457066,-0.33899546,0.20108223,1.2200952,0.00641346
SEMA4D,-0.31606853,0.4655689,-0.05030036,0.07819831,-0.060224533,0.5689591,0.17431378,0.12676418,0.19207895,-0.20919144,0.09423494,-0.4421264,0.08560419,0.010544062,0.17431676,-0.8292347
SEMA4F,-0.038969517,0.37679672,-0.028729439,0.8781493,-0.23319721,-0.1323998,0.11637807,0.21080971,-0.09108782,0.19673109,0.12840629,-0.12636185,-0.15591383,0.2081871,1.3451457,0.011885166
SEMA6B,-0.45024455,0.042378902,-0.057834387,-0.011566281,-0.099051,0.16591549,-0.6314546,-0.71707666,0.024363399,0.39439797,0.29990375,-0.023841858,0.006389618,-0.12243092,-0.6290674,-0.22612214
SEMA7A,0.3254488,0.20784885,-0.1773104,0.42687804,0.12433678,-0.4309863,0.3424868,0.26129037,0.008563697,0.28763115,-0.1080513,0.53726584,0.01232475,-0.018180907,0.7114902,0.2809152
SENCR,-0.16749501,0.23707747,0.004285574,-0.55731535,-0.4308939,0.18063784,0.54335594,0.19743443,0.096964836,-0.020599365,-0.15377998,-0.79563856,-0.12071133,-0.19068122,-0.26988387,-0.19258857
SENP1,-0.23391247,0.14371872,-0.18280745,0.36777258,-0.2204597,-0.22005439,-0.57109,-0.1664877,0.044113398,0.20825863,0.21002889,-0.17840266,-0.030684471,0.082719326,1.3841748,-0.31442642
SENP2,-0.21295473,0.05792603,-0.3366731,0.10841265,0.19555688,0.07316768,-0.4486166,-0.20598769,0.24169534,0.23047775,0.045751035,-0.18264279,-0.07540807,-0.0030316412,0.6841019,-0.84132254
SENP3,0.044316053,0.3622055,-0.13655424,0.45406818,-0.1462996,-0.28532147,0.19908547,0.22701025,-0.20461082,0.33641458,0.07889867,-0.15358329,-0.17952919,0.1439929,1.3887584,-0.06874204
SENP5,-0.14548004,0.33671856,-0.008478761,0.56904554,-0.058543682,0.027769804,-0.04669726,-0.010478497,-0.0644356,-0.0013321638,0.087839365,-0.42586625,-0.067558885,0.12336373,1.149714,-0.5117208
SENP6,-0.34445673,-0.058621168,-0.2553597,0.1713559,0.09030551,0.13542622,-0.45197755,-0.18535256,0.3779307,0.07851422,0.017817318,-0.27728528,0.2807781,0.0039994717,1.1852012,-0.6372392
SENP7,-0.32390803,0.09911209,-0.26446432,0.19498467,0.13367087,0.24867207,-0.5910933,-0.23549944,0.22319406,-0.3485933,0.065694004,-0.14751256,0.3863074,0.050584972,1.185779,-0.45068413
SEPHS1,0.004440546,0.32737255,0.193429,0.04377365,-0.28254986,-0.34259558,0.19481778,0.2286911,-0.27136803,0.44287443,0.057435036,0.07663965,-0.092828274,0.06940365,1.4786005,0.05095005
SEPHS2,-0.204283,0.08007884,-0.17211437,-0.47688484,-0.10945201,0.24097562,-0.58838725,0.02501607,0.058984756,0.30616522,0.018262863,-0.30044913,0.17946959,-0.08060932,0.12676716,-0.27443767
SEPSECS,-0.13957918,0.13241768,-0.14174283,0.22615492,0.14820993,0.16141534,-0.3648728,-0.247702,0.054121017,0.1299262,0.0038594007,-0.1612395,0.19432604,0.060123205,1.476121,-0.3380537
SEPSECS-AS1,-0.17921925,-0.35848618,0.27124286,-0.4007578,-0.06364584,-0.03104806,0.45982003,0.46612024,0.4041195,0.15571117,-0.33907294,-0.15381575,0.40659904,-0.29711127,0.38938522,0.27918816
SERAC1,-0.112742186,0.28536916,0.012111664,-0.29320717,0.09609461,0.22770166,-0.31245947,-0.21525621,-0.021594763,-0.011354685,-0.22768974,-0.08365512,0.18631816,0.011783838,0.77934265,-0.797385
SERBP1,-0.055503845,0.17443895,0.07004738,0.26820898,-0.27930737,-0.39248466,-0.024837255,0.15642047,-0.21122694,0.08658767,0.1758933,-0.14850497,0.09356141,0.16547441,1.5845895,0.039958954
SERF2,0.5165458,-0.37172437,0.10457039,-0.18803477,0.27917027,-0.24893284,0.057309866,0.1917541,-0.03399849,-0.11484027,-0.28750896,0.06519556,0.2392888,0.078868866,-0.20917058,1.2152016
SERGEF,0.003427267,0.19248724,0.3368616,0.3343761,-0.36331415,-0.34493208,0.35649538,0.22718906,-0.42139292,0.4246831,0.10176897,-0.37004948,-0.23646355,0.2271235,1.1139035,0.27252436
SERINC1,-0.26102552,0.047160685,-0.28952435,-0.13375543,0.08716583,0.3542289,-0.74580353,-0.1938209,0.16618073,-0.44707322,0.12153387,0.036940724,0.35490543,-0.0028073788,0.6368503,-0.7272616
SERINC2,0.32202005,-0.044703484,0.038707256,-0.9253025,0.65100193,0.091183186,-0.18783808,0.12634993,-0.5271077,0.16496778,-0.37846565,0.55992603,0.17927885,0.11341572,-0.47227144,-0.009119511
SERINC3,-0.100143254,0.03796071,-0.12322068,-0.1684323,0.26446134,0.56901425,-0.41421056,-0.05338192,0.0777781,-0.4966691,0.033389032,0.08633584,0.2222225,0.14181882,0.44671148,-1.0784209
SERINC5,-0.138399,0.4146546,-0.22411644,0.6308839,0.17345399,0.08573681,0.03518015,-0.23744255,0.27009845,-0.10321289,0.2561316,-0.10076016,-0.10892898,-0.011214614,1.1123449,-0.37632287
SERP1,-0.09380281,-0.22751093,0.15558004,-0.56239444,0.13070628,0.081151724,-0.75170773,-0.32213628,-0.4106149,0.123564154,-0.038871914,-0.45412183,0.54644275,0.08900985,0.627815,0.040726364
SERPINA1,-0.16806722,-0.047802925,0.30336678,-0.8345008,-0.11461377,0.44120848,-0.16595721,0.10455251,-0.4147768,-0.074619055,-0.051873922,0.027489662,0.2302289,-0.053983927,-0.8657098,-0.320673
SERPINB1,-0.086182356,-0.32820702,-0.11733174,-0.6134689,0.43961704,0.16946495,-0.9292543,-0.15218556,-0.093600154,0.09624958,-0.09768605,0.12010634,0.17099679,-0.061884522,-0.4932344,-0.21098554
SERPINB2,0.08544922,-0.011789799,-0.06740093,0.04708767,0.08337498,-0.37521124,-0.12047887,-0.0936687,-0.2712965,-0.10038614,0.2611041,0.27490258,-0.20558834,0.19299388,0.6625593,-0.19683242
SERPINB6,-0.27502626,0.050655007,0.48267543,-0.42914003,-0.39780438,-0.05645454,0.35149008,0.038790703,-0.8257881,0.5192116,0.02772361,-0.5503416,0.06527156,-0.056502223,0.5992234,0.10099858
SERPINB8,-0.1516208,0.060272217,-0.18049926,-0.5982548,-0.22895932,0.07290542,-0.27806908,-0.104649365,0.14475882,0.51406026,-0.089757144,-0.28109848,0.0677675,-0.08118898,0.20059645,-0.5117908
SERPINB9,-0.16642511,0.2763182,-0.113770366,0.38082302,-0.1850307,-0.53527653,-0.25741458,-0.21623373,-0.22444427,-0.05801618,0.36458373,0.30712783,-0.2446562,0.101953745,0.854069,-0.17010868
SERPINB9P1,-0.14696121,0.25069416,-0.16794205,0.5412072,-0.16801655,-0.14461279,0.41383803,0.08019805,0.19209385,0.23409426,0.07483065,-0.5403161,-0.31877458,-0.055235624,0.9828538,-0.3025651
SERPINE2,-0.038522482,0.3774345,-0.013965368,0.03143847,0.13979077,-0.30971766,0.38594306,0.20906329,0.18454194,0.12538433,0.19083619,0.20322204,-0.19378066,-0.15974045,0.91101825,0.12330413
SERPINF1,0.041136146,0.12176037,0.1093179,-0.23370385,0.17245412,0.10590553,0.023955107,-0.272125,-0.24347901,0.4402846,0.23292005,-0.19362271,-0.137797,-0.0025570393,0.33094883,0.24444163
SERPINF2,0.016337633,0.16926229,0.24000704,-0.391379,-0.0068724155,0.3035456,0.2853632,0.07262826,-0.22758245,0.09459853,0.16769767,-0.26442707,0.08408725,0.04848838,0.24457276,0.09196699
SERPING1,-0.04876256,0.34244955,0.3497064,-0.03632307,-0.26338398,-0.25092363,0.4005313,0.039243698,-0.18758178,-0.19385219,-0.03553331,0.5016327,0.26742816,0.032007694,0.59182644,-0.03180206
SERPINH1,0.10230541,0.035989285,0.08907914,0.33903122,-0.13411641,-0.22032261,0.39387345,0.058424473,-0.23685098,-0.27680397,0.17471313,0.20382404,0.09083748,0.16257763,0.4823923,0.23655891
SERPINI1,0.12894869,0.10560155,0.23785233,0.0029832125,-0.21965504,-0.060233474,0.1262188,0.29165447,-0.024139881,0.28553307,-0.028759241,-0.0041931868,0.17121136,-0.024470687,1.3495713,0.2053827
SERTAD1,-0.0112921,0.2914548,0.23899376,-0.10218024,-0.14802217,0.123885274,0.52910745,-0.11039972,-0.25475025,0.02219677,0.12906194,-0.5188674,-0.23878813,-0.01603365,-0.49783885,-0.078096986
SERTAD2,0.13633072,0.23650229,-0.0047802925,0.21657646,0.19392371,-0.19823313,-0.1410842,-0.2827704,-0.15367866,-0.30379295,0.4178673,0.7323563,-0.12191236,0.021338463,0.59437454,-0.40296614
SERTAD3,0.27017593,0.13307929,-0.18701553,0.08588433,-0.048559904,-0.1635015,0.17650723,-0.48860908,-0.6871104,-0.40610433,0.3654182,-0.003105402,-0.4576862,0.28805733,-0.021111965,-0.7914722
SESN1,0.107465684,-0.1148358,-0.18074661,0.18231422,0.55172443,0.17165542,-0.6393995,-0.36119968,0.11559874,-0.36351085,0.3396809,0.14184639,0.20248145,0.17650574,0.98080486,-0.008249283
SESN2,-0.026769936,0.33500195,0.3464222,0.23031905,0.4365325,-0.29690042,-0.50121695,-0.12189597,-0.588442,-0.00029802322,0.14285818,0.46438724,-0.4892677,0.033175945,-0.47704577,-0.5417809
SESN3,0.23391545,-0.12233555,-0.13151467,0.20658672,0.38839877,0.035968423,-0.10903776,-0.36214292,0.42959452,-0.39266944,-0.042045116,0.23806095,0.2171725,0.14449358,0.3704369,0.5493492
SESTD1,-0.21034181,-0.1929164,-0.08056462,-0.58790743,0.17133057,0.037425756,-0.27185977,-0.2676636,-0.14579892,-0.36069155,-0.025045872,0.26315153,0.37339032,-0.05209148,0.838995,-0.67064464
SET,0.019299984,-0.025892258,0.13238192,0.3451407,-0.20968318,-0.41377544,0.038290024,0.14146566,-0.32075644,-0.07328391,0.26066303,-0.21359324,-0.027012825,0.24306178,1.4094412,0.15939474
SETBP1,0.05096197,0.196141,-0.01603365,0.581193,-0.30320883,-0.4058361,0.2808571,0.066137314,-0.13045669,-0.17211437,0.18110275,0.23995042,-0.09741783,0.1388073,0.92969537,-0.090920925
SETD1A,-0.18906593,0.64112544,0.0074744225,0.5250335,-0.39911866,-0.20882487,0.24950504,0.1985699,-0.07798374,0.2653122,0.30275583,0.0032424927,-0.29540062,0.045889616,1.0370791,-0.274691
SETD1B,-0.2547264,0.38538426,-0.17319918,0.28051287,-0.03245622,0.28304905,0.24877936,-0.22937506,0.32348484,0.322403,-0.06658435,-0.2966836,0.03490299,-0.06148666,0.5373791,-0.9208247
SETD2,-0.2097249,0.21826029,-0.18538833,0.4124105,-0.11000633,0.0664413,-0.098609924,0.031793118,0.2294898,-0.40192008,0.3432274,0.009679794,0.009435415,0.095152855,0.9497881,-0.97242
SETD3,-0.031483173,0.04696846,-0.12892485,-0.19523501,-0.101310015,-0.41077137,-0.32584667,-0.056755543,-0.4118979,0.33013225,0.30140877,0.16018152,-0.09768009,0.14985204,1.1939824,-0.32986403
