,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16
A1BG,0.019928813,0.03991127,0.35741627,-0.12666583,0.13213754,0.012910366,0.15963018,-0.19362867,-0.6053239,0.531441,0.019690394,-0.622198,0.14006495,0.11897087,0.48879683,0.3593117
A1BG-AS1,-0.24636984,0.4221052,-0.11949837,-0.005301833,-0.5380869,0.26171505,0.02619028,0.056749582,0.10884404,0.6682128,0.054481626,-0.6219566,-0.124418736,-0.008451939,0.64541996,-0.24743676
A2M-AS1,-0.033557415,0.20465851,-0.113892555,0.46800375,-0.21678805,0.19960403,0.05093217,0.08288622,0.09897947,0.049972534,0.1919806,0.061058998,0.20278692,0.23087263,0.9977579,-0.007748604
AAAS,0.12515783,0.24724603,0.3318429,0.29982328,-0.36244392,-0.21390915,0.8542478,0.37870407,-0.37751794,0.4839301,0.06494522,-0.079631805,-0.26667118,0.068467855,0.9293914,0.23637414
AACS,0.052416325,0.43457747,0.10852218,0.42328835,-0.16429424,-0.08277595,0.24238229,0.31083524,-0.21407604,0.17680526,0.1682818,-0.07967353,-0.2653867,0.090026855,1.0577798,0.008696318
AAGAB,-0.25013387,-0.04222691,0.11050552,0.028054416,-0.1358062,-0.33948123,-0.1831621,0.042054057,-0.4074633,0.5463496,0.038985908,-0.14462918,0.057192147,0.023508072,1.1903629,0.003553927
AAK1,-0.37612915,0.4651755,-0.023016334,0.4418522,-0.017490983,-0.120037794,-0.08523762,0.033935905,0.022095442,0.3696084,0.11636913,0.028032064,-0.12903512,-0.055769086,0.9088665,-0.6762922
AAMDC,-0.05234778,-0.3132254,0.28232038,-0.33712685,0.04698336,-0.21939874,0.20945668,-0.105562806,-0.032281876,0.5342871,-0.21585822,-0.2590388,0.3566712,-0.05416572,0.32404363,0.54117143
AAMP,0.018262863,0.46288967,0.11566877,0.23377538,-0.64446926,-0.24786592,0.62731504,-0.043314695,-0.42939186,0.5862713,0.24837255,-0.22162795,-0.29639006,0.15672445,0.8932531,-0.030910969
AAR2,-0.16314983,0.4921779,-0.06471276,-0.028422475,-0.5861074,0.010350347,0.18395782,-0.1624614,-0.38070083,0.8749142,0.19730926,-0.35971403,-0.23183227,0.07759929,0.67582875,-0.24808049
AARS2,0.051236153,0.35932064,0.059330463,0.69043636,-0.2708912,-0.13005733,0.42552948,0.20754337,-0.32383204,0.33652782,0.055658817,-0.10020733,-0.22966862,0.16385317,1.1836886,-0.005340576
AARSD1,0.1598537,0.1789391,0.23238063,0.45127273,-0.204736,-0.32372773,0.4978299,0.16863346,-0.5379081,0.32000542,0.14027357,-0.14652014,-0.26777685,0.18708706,1.0941267,0.27946234
AASDH,-0.23979545,-0.056684017,-0.17598271,-0.21977425,-0.21166801,0.16018748,-0.296849,-0.116842985,0.28244853,0.3928244,0.066018105,-0.41514635,0.306046,-0.05785227,1.3600379,-0.24931431
AASDHPPT,-0.32815337,0.21804571,-0.11634529,0.25212765,-0.1604408,-0.004684925,-0.43171346,-0.14264286,0.12075007,0.13714135,0.27209222,-0.070005655,0.2399087,0.091433525,1.5615731,-0.30234456
AASS,0.09176731,0.23705363,-0.26565194,0.8138597,0.111061335,-0.37779212,-0.040739775,0.2028048,0.26577115,-0.026530027,0.105166435,0.24794936,-0.24409294,0.11125803,0.80421567,0.10330081
AATBC,-0.27083755,0.06527305,0.00034868717,-0.33951104,-0.70135593,0.33103228,0.7074684,0.096702576,-0.08509457,0.4104674,-0.21743774,-0.66524744,0.27813017,0.07305145,0.5167216,-0.15789866
AATF,-0.12586117,0.12832284,0.24890304,-0.020164251,-0.65270066,-0.38083792,0.5053818,0.36106706,-0.40879846,0.44557452,0.2214849,-0.42331815,-0.5236566,0.099521875,0.31104684,-0.42183995
AATK,-0.076550245,0.052070618,-0.16693398,-0.15773848,0.34589767,0.6595358,-0.39336532,-0.2732478,-0.07120669,0.12133047,-0.046207756,0.001359731,0.004955381,0.06586686,-0.5816974,-0.77109915
ABAT,-0.20978898,0.15441254,-0.5172572,0.08306801,-0.21804869,0.5296707,-0.21340102,0.16569644,0.64213574,0.092078745,-0.050993264,-0.4964239,0.21758825,0.00024959445,0.43753907,-0.6696663
ABCA1,-0.25714785,0.03798902,-0.13544261,-0.21920651,-0.009807944,0.10903627,-0.37434995,-0.19684732,0.07935315,-0.41162074,0.20399988,0.517565,0.24047643,0.017593801,0.38778037,-0.6980449
ABCA2,-0.12027621,0.31846166,-0.3277421,0.35732985,-0.35806298,0.6138742,-0.07622838,0.31232238,-0.10653734,-0.1333654,0.048583746,-0.25020242,0.19851327,0.20465255,0.7018864,-0.43500066
ABCA3,-0.07148981,0.5957961,0.14573336,0.5710304,-0.42069554,-0.12761354,0.35960674,0.34216642,-0.07861853,0.23123622,0.14581084,-0.0921309,-0.3376484,0.09829998,1.1116982,0.020945072
ABCA5,-0.114899874,0.026026368,-0.18735826,0.5647272,0.30409098,0.023069978,-0.19638836,-0.07678568,0.18357337,0.02605021,0.07241666,0.06604195,0.05712807,0.13772547,1.1846304,-0.405702
ABCA7,0.14247224,0.2154991,0.18946677,0.2381146,-0.14755055,0.5312592,0.565929,0.55862,-0.2981633,-0.5968377,-0.32840446,-0.39837956,0.10979846,0.038870424,0.17509982,-0.21442324
ABCB1,-0.0818789,0.40887594,-0.007867813,0.5856991,-0.3053546,-0.1526475,0.18395782,0.12340546,-0.1676321,0.004553795,0.30109882,0.01347065,-0.28500557,0.10175705,1.1680603,-0.034183264
ABCB10,0.33879578,-0.089636445,-0.37969947,-0.043916702,0.43146908,0.18053949,-0.35722256,-0.15434325,0.32095015,-0.04929006,0.08646548,0.5584568,0.3570348,0.12046993,1.3644904,0.04823208
ABCB4,0.06836653,-0.049299,0.06135106,0.7513702,-0.1791358,-0.32185316,0.29381514,0.053077936,-0.005364418,-0.08585453,0.30469298,-0.49914122,-0.46409965,-0.040721893,0.8965254,0.061523914
ABCB7,0.08081198,-0.046783686,0.05339384,-0.053167343,-0.047194958,-0.22447109,0.1937151,-0.080275536,-0.36785603,0.2456963,0.15084743,0.003451109,0.010108948,0.18585324,1.4304757,0.17642975
ABCB8,-0.095015764,0.48211813,0.18091202,0.5364835,-0.4215181,-0.18919706,0.39579272,0.3150761,-0.32916665,0.66362023,0.05337,-0.046938658,-0.27390122,0.05981326,1.0856807,0.0026524067
ABCB9,0.09132624,0.43533742,0.5073428,0.44429302,-0.2146393,-0.008744001,0.6099552,0.39753914,-0.4761666,0.2844453,-0.22310019,-0.3815949,-0.21929443,0.10109246,0.9173155,0.0883013
ABCC1,-0.13017654,0.2989292,0.085797906,0.31517148,-0.18827021,-0.25210977,0.30420423,0.19462407,-0.07946193,0.018644333,0.115680695,0.06739497,0.045353174,0.082975626,1.094377,-0.2815783
ABCC10,-0.06657839,0.4075408,-0.026130676,0.72577,-0.2688825,-0.06271601,0.22753477,0.26798844,-0.16835928,0.3953576,-0.059247017,0.031852722,-0.06656647,0.13382435,1.2764812,-0.22886992
ABCC3,-0.22850633,0.32562912,-0.12781918,-0.43270588,-0.59018433,0.11612475,0.43866038,0.38904846,-0.13650954,-0.2162695,0.22573173,-0.16621351,-0.381732,-0.06867051,0.5747467,-0.09638071
ABCC4,0.3114432,0.13818145,-0.30030012,-0.15365481,0.3179878,0.098884106,-0.06342232,0.4708737,0.34140646,-0.27216673,-0.01309216,0.50273836,0.17648637,-0.06570518,0.6758809,0.48477054
ABCC5,-0.018942356,0.1368612,-0.43505728,0.10073781,0.0034958124,0.6245434,-0.21240413,0.01399219,0.39463937,0.12587607,0.09609163,-0.08940101,0.13525188,0.14098287,0.7076502,-0.9202957
ABCD1,-0.25309175,0.32108128,0.05582124,-0.40436238,-0.24297535,0.041133165,-0.00397861,0.038313866,-0.067447126,0.71299076,-0.037422776,-0.06912947,-0.22311956,-0.14169663,-0.15482008,-0.55691004
ABCD2,-0.2509594,0.26254654,0.0011384487,0.64794123,-0.019529462,-0.17028153,-0.26705265,0.135082,0.16051233,0.36070347,-0.019809604,-0.25553703,-0.00692904,0.03569126,1.418212,-0.21645129
ABCD3,-0.18507242,-0.119856,-0.2476722,-0.08856952,0.2779454,0.08336902,-0.66473484,-0.11276603,0.2078265,0.24047196,-0.06697774,-0.07341206,0.28191507,0.1085788,1.1437565,-0.12823045
ABCD4,0.00910759,0.30021667,-0.052648783,0.6288707,-0.13160706,-0.0040769577,0.21509528,0.15397072,-0.2702415,0.28645992,0.030326843,-0.29800534,-0.06323457,0.20191073,1.4170051,-0.04044175
ABCE1,-0.19162893,0.121703744,0.036221743,0.2824664,-0.074499846,-0.2110362,-0.3717214,0.0053584576,-0.069496036,0.12975931,0.15129447,-0.029551983,0.061404705,0.11352897,1.4580607,-0.039213896
ABCF1,0.06303787,0.26556253,0.13962388,0.46979785,-0.46411157,-0.3917098,0.59426427,0.39627552,-0.30103922,0.08715987,0.23472309,0.088608265,-0.2574265,0.15919209,0.9664774,0.034719706
ABCF2,-0.20663142,0.4698187,0.11239648,0.2571404,-0.5349755,-0.28932095,0.24823546,0.25476515,-0.2554953,0.5350232,0.25907457,-0.08421838,-0.21980107,0.08223057,1.1965275,0.112718344
ABCF3,0.03682971,0.44605732,0.2443552,0.6431103,-0.3897071,-0.2163291,0.39178133,0.26396513,-0.6959319,0.25251508,0.29153824,-0.035083294,-0.4128158,0.25330186,0.6815314,-0.22034049
ABCG1,-0.19509792,0.37235022,-0.09354353,0.2518952,-0.023841858,-0.11319816,0.15594363,-0.12109578,0.1501888,0.033298135,0.24472773,0.26563406,-0.19253492,0.028839707,0.49063265,-0.75991154
ABHD10,-0.16781986,0.03360063,0.08218959,-0.031098723,-0.070948154,0.052002817,-0.21328256,-0.059209764,-0.20631701,0.34033284,-0.058162957,-0.5710751,0.3110811,0.1128912,1.4691517,0.19553006
ABHD11,-0.11616945,0.14600754,0.07972717,-0.20867586,-0.15691519,0.2933383,0.14983416,-0.17024279,-0.5475044,0.70824623,0.05391836,-0.15411377,0.116980076,0.054240227,0.00047683716,-0.25229454
ABHD12,0.1801014,0.39072633,0.20155013,0.09562075,-0.4048139,-0.37459135,0.40625036,0.07657409,-0.50629675,0.43170452,0.32096505,0.10775328,-0.30261576,0.1309514,0.97442865,0.12831986
ABHD13,-0.17145798,-0.15429072,-0.33930728,-0.06402433,0.33373573,0.20119324,-1.1706073,-0.30135363,0.006465614,-0.2879333,0.061853975,0.04457906,0.42944366,0.19937865,0.7706978,-0.46598315
ABHD14A,0.042146444,0.3641963,0.24855733,0.5140543,-0.41828752,-0.30351877,0.5110383,0.2898574,-0.29969215,0.53263307,0.15208721,-0.34106374,-0.38089156,0.14115572,1.1080503,0.21911263
ABHD14B,0.15687346,0.3121078,0.10352135,0.47843456,-0.2235949,-0.30514002,0.46780705,0.26151538,-0.3306985,0.2513647,0.24043322,-0.16886592,-0.49079657,0.13491511,0.9783387,0.08465648
ABHD15,0.06740689,0.4437089,-0.108128786,0.47180057,-0.28225183,-0.10980964,0.22583604,0.12194514,-0.1906097,0.25818944,0.19291043,0.028926134,-0.26252866,0.19421577,1.1918962,-0.15559793
ABHD16A,0.0006079674,0.11470616,0.019744039,-0.021025538,0.13837218,0.23584366,-0.3699243,-0.081425905,-0.39467812,0.27430952,-0.13075769,-0.1493603,-0.24346113,0.06343424,-0.15734732,-0.7627487
ABHD17A,0.17853379,0.33054948,0.07394552,0.7322192,-0.32218695,-0.3164351,0.42779446,0.11012554,-0.47311783,0.32275915,0.05378723,-0.22228956,-0.3366053,0.2887845,0.8109689,0.17305613
ABHD17B,-0.046026707,0.3736347,-0.19056797,0.46622157,-0.030207634,-0.15601516,-0.18345118,0.09353757,-0.102597475,-0.052142143,0.17726421,0.02965331,-0.084900856,0.17039776,1.5715688,-0.45416355
ABHD17C,0.0384748,0.03091693,-0.11023283,-0.16762614,0.377959,0.23810267,-0.44275522,-0.1108706,0.06571412,-0.41527152,0.1018703,0.6568253,0.08892417,-0.009530783,0.4974544,-0.37994385
ABHD18,-0.28505623,0.10378957,-0.25659055,0.21706969,0.10617226,0.24570078,-0.51633865,-0.23241788,0.13461709,0.17293692,0.011008978,-0.18589944,0.29153824,0.051504374,1.0742859,-0.5507454
ABHD2,-0.15760958,0.26961118,-0.39905608,0.2214998,0.20163804,0.46411753,-0.17488301,-0.44065863,0.20326972,-0.021319091,0.09178519,-0.03566891,-0.18074214,0.041282177,-0.1624316,-1.1023015
ABHD3,-0.24350584,0.059551,-0.09602308,-0.09049177,-0.06556511,0.5712688,-0.19856393,0.046274066,0.16795397,-0.40394366,0.04389882,-0.23537576,0.71189106,0.13288856,1.0254741,-0.62304735
ABHD4,0.16278923,0.28634667,0.11898279,0.07800758,-0.051230192,0.26085377,0.63055384,-0.10938048,-0.45727193,-0.33372343,0.3278248,-0.044590235,-0.17313659,0.08735061,-0.0590533,-0.7375181
ABHD5,0.019441545,-0.06093383,0.12421459,-0.47268122,0.15087426,0.73227584,-0.020419061,0.18535852,-0.044186413,-0.94079226,-0.13233572,-0.2516076,0.19333959,0.03643781,-0.3650263,-0.6714359
ABHD6,-0.14914274,0.24451017,-0.22425652,-0.57251155,-0.21625459,0.29055458,-0.061655045,-0.31007826,0.12620986,0.50671977,0.15878677,-0.19980669,0.19795597,-0.13177991,0.62069875,-0.13664663
ABHD8,-0.085026026,0.2883792,0.016701221,-0.6971836,-0.33380985,-0.029867887,0.06516576,0.009608269,-0.30255318,0.7295966,-0.1717925,-0.23620129,-0.056135654,-0.14862418,0.20871162,-0.08548498
ABI1,-0.2269268,-0.20550638,-0.23136139,-0.11737943,0.1833424,0.13899207,-1.0016546,-0.16769469,-0.032250583,-0.35494864,0.07134229,0.12871921,0.4015237,0.1237303,0.76099485,-0.587596
ABI2,-0.06595254,0.3994882,-0.0017940998,0.6667614,-0.17641783,-0.36387444,0.06669164,0.20183921,-0.018763542,-0.094264746,0.20115376,0.065505505,-0.19786954,0.095927715,1.3293386,0.09662509
ABI3,0.1200974,0.2603054,0.06890297,0.10023117,-0.62959194,-0.24826527,0.36998987,0.036084652,-0.5344093,0.24647713,0.29841065,-0.0050902367,-0.1746118,0.25442243,0.70815086,0.0778079
ABL1,0.0073969364,0.46399236,-0.09334087,0.50239563,-0.16602278,-0.16736984,0.22726655,0.08125305,-0.093734264,0.17317533,0.2618611,0.27341843,-0.31753778,0.077825785,1.1699259,-0.31137466
ABL2,-0.39123,0.4573226,0.20250976,0.21348894,-0.017011166,-0.15916824,-0.6513208,0.13367832,-0.49912632,-0.112089515,0.26715696,0.2998799,-0.032001734,0.041624904,0.506708,-0.46962202
ABLIM1,-0.05286336,0.5084425,-0.12727082,0.90644956,0.037530065,-0.29064417,0.28168857,0.1577586,0.04197359,0.076040626,0.25009215,-0.117877126,-0.44159293,0.09050667,1.1692703,-0.12109578
ABO,-0.3151387,0.03541559,-0.050523877,-0.35098195,-0.16652644,-0.022615492,0.3320843,0.29350817,-0.02681017,0.22064447,0.092417,0.07819235,0.074872375,-0.22634566,0.9352952,-0.3003955
ABR,-0.22787899,0.4025042,-0.21716654,0.13151467,-0.22335649,0.5379319,-0.0384748,-0.108242035,-0.0015586615,0.2982825,0.0020176172,-0.34210086,-0.01488477,0.053416193,0.52654445,-1.0097787
ABRACL,-0.23319721,-0.07617921,0.041109324,-0.6535888,-0.4827723,-0.1848951,-0.1480192,0.08789897,-0.09341836,0.17305017,0.042955577,-0.61228275,0.34685433,-0.0014841557,1.3129175,-0.042042136
ABRAXAS1,-0.07008314,0.058421493,-0.054073334,0.3191948,0.17165244,0.15439987,-0.47636926,-0.28255284,0.012475252,0.08123815,0.13928115,-0.39468408,0.20571947,0.08932352,1.3827562,-0.15432835
ABRAXAS2,-0.34694672,0.23885965,-0.14974177,-0.110673904,-0.2922505,-0.07903874,-0.54132044,-0.1740992,0.13427138,0.40419996,0.19153655,0.100675225,0.027951598,-0.04082918,0.92888474,-0.5172074
ABT1,0.016739964,0.31858683,-0.12968183,0.29785037,-0.3415227,-0.21099448,-0.067698956,-0.24209023,-0.276047,0.6214857,0.22520721,-0.48665106,-0.36628246,0.092214346,0.97281337,-0.5499184
ABTB1,0.015068054,-0.0100672245,-0.20691156,-0.2733469,0.20856857,0.67044497,-0.05607605,-0.08602142,0.11728406,0.031644106,-0.17516017,-0.27663112,0.029492378,-0.037908554,-0.6808996,-0.46318173
ACAA1,0.026333332,-0.31364858,0.12327731,-0.31631887,0.3042072,0.28232038,-0.12217164,-0.052666664,-0.6957531,0.17027855,-0.380674,-0.1814127,0.15486479,0.22328496,-0.37709773,-0.39031804
ACAA2,-0.06284714,0.12648702,-0.059348345,-0.22391081,-0.3754735,-0.038790703,0.2278924,-0.18557906,-0.37931204,0.7500887,0.2186656,-0.44407845,0.10147095,0.11758804,0.9874463,0.08614659
ACACA,-0.2966985,0.33771992,0.21490604,0.31755567,-0.33250302,-0.22182465,0.42826533,0.38066357,-0.18784255,0.22244751,0.08701086,0.02027601,-0.15872866,-0.01899004,1.1099056,-0.08523762
ACACB,0.13663173,0.38796663,-0.25863647,0.4695326,0.27906597,0.23539066,0.32318532,0.05158782,0.029149652,0.2556473,0.059744716,-0.08955002,-0.09289086,-0.024920702,0.89720786,-0.42915344
ACAD10,-0.11515617,0.2724409,0.07391572,0.28325915,-0.2791643,0.3031671,0.62966347,0.11584163,-0.31108856,0.77518225,-0.17057061,-0.45710802,-0.19078255,0.032114983,1.0406494,-0.5500138
ACAD11,0.048941374,0.18538833,0.089383125,0.45254827,-0.03219247,-0.13033748,0.30121803,0.09638071,-0.3009081,0.08960962,-0.04553199,-0.021278858,-0.13807416,0.18424392,1.186055,0.029039383
ACAD8,0.15735328,-0.055626035,0.16735494,0.25275648,0.6881952,-0.009891391,-0.41327775,-0.06599128,-0.30733645,-0.083464384,-0.21601021,0.39769113,-0.06327927,0.122624636,0.553301,-0.65322816
ACAD9,0.10380745,0.26972294,0.10572672,0.19278526,-0.4539132,-0.078612566,0.45892,0.15007854,-0.193578,0.47117472,0.14184713,-0.20570755,-0.18377304,0.067937374,1.2741864,-0.09186268
ACADM,-0.18992126,0.065906346,0.05389601,-0.13879687,0.009007752,-0.06722063,-0.37894845,0.015488267,0.1559481,0.041037798,0.014820695,-0.12624711,0.3227815,0.02515465,1.6407714,-0.08916557
ACADS,0.32248795,0.45982897,0.17499626,-0.0013202429,-0.20593256,0.01257658,0.63449144,0.07596016,-0.45667887,0.6799817,0.039348006,0.070527196,-0.12087524,0.112722814,0.9180978,0.32259226
ACADSB,-0.14643371,0.12829304,-0.33366382,0.35942495,0.1357317,-0.024619699,-0.311476,-0.250116,0.13920963,0.20275116,0.090786815,-0.06605089,0.09808838,0.15125573,1.4254242,-0.27810335
ACADVL,0.1809299,0.34058094,0.41412115,-0.16108155,-0.07352829,0.12201667,0.44697523,0.11116266,-0.8672476,0.07190704,-0.028645992,-0.07790923,-0.19959807,0.1247108,0.42999387,0.02052784
ACAP1,-0.2934605,0.30897856,0.5025387,0.0900954,-0.10764003,0.0025212765,-0.2172023,0.51379204,-0.747779,0.34695268,-0.35231113,-0.24897158,-0.21921694,0.0137627125,-0.24676621,-0.45607686
ACAP2,-0.39698035,0.0013336539,-0.19922704,-0.19585788,-0.040714443,0.40054768,-0.506936,-0.2533272,0.2225399,-0.48061162,0.025296211,-0.22782981,0.42500943,-0.008615851,0.4313588,-0.73156506
ACAP3,-0.053995848,0.43154955,0.39515495,0.38346052,-0.45069456,0.15028715,0.9519458,0.23699403,-0.46483278,0.36113858,-0.19187927,-0.38324594,-0.16040206,0.10790229,0.52606463,-0.06095171
ACAT1,0.23651421,-0.2516955,0.18222332,-0.28693378,0.16084611,-0.20346642,-0.12782514,0.15926361,-0.2701223,0.28307438,-0.097987056,0.038328767,0.36035478,0.14345348,1.0662377,0.48682094
ACAT2,-0.05969405,-0.09146333,0.37499368,0.116728246,-0.09058416,-0.38437396,-0.0022515655,0.15535653,-0.6222397,0.31847954,-0.027784705,-0.1845777,-0.016735494,0.07225424,1.0117143,0.07237047
ACBD3,-0.28631687,0.06058216,-0.1431346,0.093108416,-0.1821816,-0.18410385,-0.63545704,-0.23498833,-0.04224181,-0.2253592,0.26715994,0.19434094,0.30135512,0.123393536,1.3326824,-0.48086643
ACBD4,0.054985285,0.32898784,0.34094453,0.27020276,-0.11344254,0.06210208,0.643903,0.0883162,-0.34991503,0.4968524,-0.20567775,-0.486511,-0.15656054,0.031509995,0.91466904,0.028827786
ACBD5,-0.34071356,0.14041066,-0.177975,0.06196499,-0.23529232,0.06888807,-0.61075985,-0.078201294,0.116313994,0.15657097,0.17786622,-0.096578896,0.22035688,0.048686564,1.2980566,-0.5691126
ACBD6,-0.11377931,0.02861023,-0.06045103,0.12272596,0.15463829,0.30915737,-0.013035536,-0.18885136,-0.007176399,0.35704374,-0.0313282,-0.60492754,-0.02040863,0.04403591,0.31605363,-0.3078401
ACCS,0.24319887,0.23161173,-0.07417202,0.21215677,0.07483959,-0.12697577,0.29917955,-0.33171177,-0.41835904,0.3676057,-0.19909143,-0.18582344,-0.3762722,0.068861246,0.5335212,-0.26513338
ACD,-0.026422739,0.5213499,0.3855765,0.5490899,-0.4211098,-0.21468997,0.77542067,0.28535724,-0.44053197,0.31262934,0.15106797,-0.45227408,-0.33103824,0.08953214,0.78094006,0.030910969
ACE,-0.04145205,0.43067634,0.28947294,0.604254,-0.15057027,-0.19886494,0.42176843,-0.09278953,0.012978911,0.17646849,0.25080144,0.21216571,-0.29239953,-0.06956458,0.73885024,-0.13809204
ACER3,-0.34478903,-0.16473532,-0.06132722,-0.66679716,-0.011301041,-0.03093481,-0.87475777,0.021326542,-0.21612048,0.19745827,-0.04301071,0.28054118,0.32339096,-0.10622144,-0.037789345,-0.23192763
ACIN1,-0.25173426,0.3405571,-0.08083582,0.55906177,-0.22841096,0.40416718,0.17080307,0.18734932,0.12815595,0.008875132,0.07003546,-0.0857234,0.059509277,0.021743774,0.6602287,-1.0158598
ACKR3,0.027218461,0.4580021,-0.22625327,-0.22441447,0.309214,0.4128337,-0.45045018,-0.5431503,0.17060637,0.52732825,0.48087537,0.29984117,-0.35072565,-0.13591349,0.50421655,-0.273481
ACLY,-0.20704865,0.48162937,-0.19180179,0.3453195,-0.46952367,-0.15076399,0.13720989,0.12833476,0.14494061,0.25797486,0.3907025,0.32274127,-0.2145946,0.036370754,1.0773897,-0.65041184
ACO1,-0.13737828,0.40445477,0.21224469,0.1155749,-0.43667853,-0.09844154,0.49950033,0.25584847,-0.2089262,0.12813061,0.12639761,0.046537817,-0.03310591,0.055859983,0.97292066,-0.20014048
ACO2,0.011181831,0.42859912,0.04529357,0.4712224,-0.3899634,-0.33299327,0.46889782,0.22119284,-0.13012886,0.31570196,0.31288266,0.28570294,-0.3866613,0.07070303,0.8248925,-0.114905834
ACOT11,0.31731278,0.18994361,0.008292496,0.12258291,0.016233325,-0.4240468,0.5429387,0.22189766,0.06121844,0.4886806,-0.11033267,-0.08982122,-0.3822416,-0.011910498,1.164788,-0.13909936
ACOT13,-0.19729137,-0.093862414,0.002154708,-0.43121576,-0.08867085,0.36233962,-0.34398437,-5.364418e-05,-0.060647726,0.19729435,-0.20326078,-0.5141407,0.30545294,-0.026339293,0.42124093,-0.15449822
ACOT2,0.22956878,0.46694428,-0.024275482,0.36668926,-0.09512603,-0.009842217,0.29183477,-0.08169711,-0.16735792,0.6908521,0.21254718,-0.020821393,-0.31470954,0.10189265,1.21267,-0.15082061
ACOT7,0.14593005,0.37899315,0.27588904,0.29110312,-0.31967163,-0.37388802,0.54530203,0.56079924,-0.4062891,-0.015023351,0.12356937,0.22711754,-0.27188957,0.1473099,0.83491504,0.14726818
ACOT8,-0.047838688,0.040063262,0.21223724,-0.48746467,-0.1134783,0.067034364,0.011214614,0.11024177,-0.28291345,0.5615413,-0.30730367,-0.40574372,0.09718537,-0.04952252,0.16452074,-0.15197396
ACOT9,-0.11368096,0.033926964,0.007864833,0.14339983,-0.2336204,-0.11883378,0.08281767,-0.2941966,-0.34079254,0.08588731,0.14398694,0.045979023,-0.018954277,0.180161,0.27653277,-0.81567466
ACOX1,-0.26699305,0.01309514,-0.1868844,-0.6226301,0.0011026859,0.51448345,-0.38573742,-0.04196763,0.17482042,-0.085181,-0.2127111,-0.35454035,0.32577515,-0.09889603,-0.30170083,-0.6474495
ACOX3,-0.13741851,0.40300488,0.34331083,0.27304888,-0.312984,-0.33418536,0.41012764,0.19032955,-0.49324036,0.5599141,0.1783669,0.13934374,-0.28773546,0.16644597,0.98017454,-0.2385199
ACP1,0.38955212,-0.023853779,0.037658215,0.11892319,0.09454787,-0.19809604,0.2785325,-0.01116097,-0.012654066,0.074121356,0.050738454,0.08264184,0.008195639,0.14109313,0.96687376,0.72448254
ACP2,-0.040586293,0.39253533,0.029146671,-0.6062329,-0.6185949,-0.18516928,0.106823444,-0.12181103,-0.7118076,0.7914141,0.14715493,0.53076,0.11675358,0.059078634,0.75570345,-0.12316257
ACP5,0.3370881,0.31546056,-0.008419156,-0.15876591,-0.41789114,-0.036898255,0.6334305,-0.1653701,-0.19430518,0.3884077,0.16642511,0.551942,0.020715594,-0.103622675,0.6233305,0.40424168
ACP6,0.25850534,0.015228987,0.04391074,-0.0022113323,0.04480481,0.2314806,0.61903596,0.15637279,-0.31847358,-0.6040931,-0.20694137,0.16075969,0.12870431,0.23341775,0.5965769,-0.5931556
ACRBP,-0.07370114,0.25089383,-0.21191537,-0.5289972,-0.5758107,0.19711554,0.7909894,0.44090152,0.1745671,-0.16911924,0.08302331,-0.6361693,-0.29365122,-0.08226633,-0.017642975,-0.053679943
ACSF2,0.08246899,0.29896498,0.25982857,0.2831936,-0.33038855,-0.36433935,0.45877695,0.24695992,-0.3670454,0.12558699,0.06225705,-0.25315285,-0.1860261,0.13831258,0.8623004,0.16248226
ACSF3,0.15838742,0.385499,0.19016266,0.3991425,-0.43774843,-0.32122135,0.47937632,0.23303032,-0.52086115,0.5287707,0.05812645,0.0067949295,-0.29127002,0.18802285,0.9529948,0.066393614
ACSL1,-0.2235353,-0.12289882,-0.17598867,-0.39603114,0.21033287,0.6128788,-0.67102313,-0.13527274,-0.13961196,-0.58379173,0.14058948,0.35205483,0.35213828,0.028777122,-0.3677845,-0.6421685
ACSL3,-0.28965473,-0.04567802,-0.14292002,-0.13822019,0.3817469,0.08075833,-1.0969728,-0.3471315,-0.062328577,-0.13104975,0.35010278,0.6983191,0.0893563,0.075641274,-0.13849437,-0.50994456
ACSL4,-0.20564795,0.058305264,-0.21156669,-0.40743947,0.31431913,0.5629003,-1.0028481,-0.23111701,0.110566616,-0.38431287,0.09275079,0.17413497,0.38312674,0.047516823,0.12831092,-0.58728456
ACSL5,-0.32976866,0.33547878,0.15203059,0.57438016,-0.6053895,-0.36366582,0.19220412,0.503847,-0.17727017,0.38996935,0.05581081,-0.036004186,-0.092983246,0.06707907,1.1895508,-0.29495358
ACSL6,0.5444288,-0.07464439,-0.23569167,0.12580752,0.47220737,0.07348955,0.14644116,0.16236305,0.352332,-0.024691224,0.017395616,0.74137,0.06664395,0.014741719,0.7146463,0.5505055
ACSM3,0.20617843,-0.04245639,0.14083087,0.3063202,0.30944943,-0.38483143,0.2447784,0.22612214,0.095433,-0.00040531158,-0.11202097,-0.13217926,-0.01963079,-0.015515089,1.2344003,0.34236908
ACSS1,0.0064194202,0.40263534,0.0762701,0.57204366,-0.3042221,-0.118637085,0.46827793,0.27725697,-0.08015633,0.27679205,0.049686432,-0.29968023,-0.14257431,0.16486645,1.307857,-0.08093119
ACSS2,-0.45487285,0.08122325,0.2741754,-0.56942105,-0.22901893,0.3212154,0.26174188,-0.11412501,-0.20418763,0.4466176,-0.07480979,-0.06456971,0.14600158,-0.2369225,-0.48975348,-0.6826222
