rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Back pain (HP:0003418),7.91555905106562e-05,50.23857868020305,474.45791686900793,HGD;FHL1;HTRA1,0.032612103290390354,0,0,12,pos,Human_Phenotype_Ontology
2,Abnormal pupillary function (HP:0007686),0.0034202318391573132,28.561327561327563,162.17255858986445,ACTA2;PHYH,0.236076940251045,0,0,12,pos,Human_Phenotype_Ontology
3,Cerebral aneurysm (HP:0004944),0.0034202318391573132,28.561327561327563,162.17255858986445,ACTA2;COL4A1,0.236076940251045,0,0,12,pos,Human_Phenotype_Ontology
