rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Juvenile onset (HP:0003621),2.8182257827822448e-06,10.270833333333334,131.2551185801281,SGCE;GALNS;NCF1;CFH;SGCB;MPZ;PMP22;ISCU,0.001302020311645397,0,0,30,neg,Human_Phenotype_Ontology
2,Termporal pattern (HP:0011008),5.3162099096467675e-05,60.28934010152284,593.3776232841345,MPZ;ATL1;PMP22,0.008186963260856023,0,0,30,neg,Human_Phenotype_Ontology
3,Insidious onset (HP:0003587),5.3162099096467675e-05,60.28934010152284,593.3776232841345,MPZ;ATL1;PMP22,0.008186963260856023,0,0,30,neg,Human_Phenotype_Ontology
