rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,RHO GTPases Activate ROCKs R-HSA-5627117,3.343535939158139e-05,26.918367346938776,277.4179092680899,MYH11;MYH10;MYL9;RHOB,0.006745459383269069,0,0,164,pos,Reactome_2022
2,RHO GTPases Activate CIT R-HSA-5625900,3.343535939158139e-05,26.918367346938776,277.4179092680899,MYH11;MYH10;MYL9;RHOB,0.006745459383269069,0,0,164,pos,Reactome_2022
3,Sema4D Induced Cell Migration And Growth-Cone Collapse R-HSA-416572,4.146798801190002e-05,25.23469387755102,254.6329194525256,MYH11;MYH10;MYL9;RHOB,0.006745459383269069,0,0,164,pos,Reactome_2022
