rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Reverse Cholesterol Transport (GO:0043691),3.798645684438823e-07,46.12820512820513,681.9340623795607,CETP;APOM;APOA1;APOE;CES1,0.00045345526890787385,0,0,223,neg,GO_Biological_Process_2023
2,Cholesterol Transport (GO:0030301),7.180606000124685e-07,16.28497409326425,230.37883631316842,CETP;APOM;CAV1;APOA1;APOE;LDLR;CES1,0.00045345526890787385,0,0,223,neg,GO_Biological_Process_2023
3,Cholesterol Homeostasis (GO:0042632),7.65311132295012e-06,11.011956954962136,129.72523881491503,CETP;APOM;CAV1;APOA1;APOE;LDLR;CES1,0.0026503330832769486,0,0,223,neg,GO_Biological_Process_2023
